iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,normdx,stepsize,df0,linesearch_status,linesearch_counter
12,0.539374589920044,40000009.65755189,0.022212010134280483,1453.6849618757503,1453.684961873561,0.002523019491462779,0.0,0,0,0.0,-827.2584296258468,-47544.03160651674,152.89440019649598,1.2550613315570698,1.2550613315570698,optimal,9.0,4.3791513556242694e-13,-0.1378593901531116,-0.13785939015354898,9.36075089896325e-16,2.4223550018499563e-14,0.030473705520160287,0.7290000000000001,0.25728802578763404,1.0,3.0
13,0.5826020240783691,40000009.631274745,0.016426997353284248,1090.7010978645062,1090.7010962335955,0.05964622579429817,0.0,0,0,0.0,-306.1788283336188,-128705.47333642772,152.89440019649598,6.160360543794283,6.160360543794283,optimal,8.0,6.892376576748091e-13,-0.15870333605237683,-0.15870333605306605,1.130919404374234e-16,1.4589283716088358e-14,0.04711583695626491,0.34867844010000015,0.13469711367742265,1.0,10.0
14,0.6241669654846191,40000009.6099224,0.013582710710232659,1197.0443636782518,1197.0443636771013,0.0016596534877456478,0.0,0,0,0.0,-296.70120204420317,-133004.11324012827,152.89440019649598,0.4146000357710673,0.4146000357710673,optimal,9.0,3.682081017200388e-14,-0.05859700661979545,-0.05859700661983227,9.89575636599376e-17,3.140931379044843e-14,0.023003585741995052,0.5904900000000002,0.10910814353938655,1.0,5.0
15,0.6671037673950195,40000009.60070703,0.023135596184016564,890.0737985674334,890.0737943676983,0.08646472302206185,0.0,0,0,0.0,-478.04205201644237,-82734.07900300439,152.89440019649598,7.241787759977519,7.241787759977519,optimal,10.0,3.1950840970177053e-13,-0.13498399336177666,-0.13498399336209227,1.2302627111543902e-15,1.3023954232096963e-13,0.19032919444339852,0.12157665459056936,0.07276245320524327,1.0,20.0
16,0.7356867790222168,40000009.59629834,0.12009694265939978,1273.9399102142909,1273.9398847424598,0.254753143004648,0.0,0,0,0.0,-348.46322096260207,-114645.32098039513,152.89440019649598,0.41312872552980134,0.41312872552980134,unknown,13.0,2.098151847819948e-19,-0.3216500853208992,-0.3216500853208992,2.470922661639813e-16,2.670482641790303e-12,1.2254385559909646,0.0984770902183612,0.06922830214232456,1.0,22.0
17,0.7780730724334717,40000009.58989342,0.07770592147232439,1273.3675658045245,1273.3675103176274,0.37591279146330353,0.0,0,0,0.0,-434.11153600056974,-92076.75306367013,152.89440019649598,1.0644189634817278,1.0644189634817278,optimal,11.0,1.7657071287520394e-17,-0.45684917615917486,-0.45684917615917486,2.236088326723784e-16,9.880484445679929e-13,1.084590494384834,0.07178979876918531,0.07534018045562695,1.0,25.0
18,0.8201198577880859,40000009.58355957,0.18155869709222158,425.2390237045189,425.2390150997603,0.08554623441519564,0.0,0,0,0.0,-126.29657934127653,-315819.17485946266,152.89440019649598,0.18965549798789552,0.18965549798789552,optimal,9.0,1.8458221986025568e-14,-0.16490427895388451,-0.16490427895390297,1.630821022085799e-16,6.217573937604866e-13,0.8024702181199143,0.22876792454961012,0.10186264000911345,1.0,14.0
19,0.862551212310791,40000009.58294259,0.025769095348063813,480.5832363621166,480.5832285569262,0.08661459048404839,0.0,0,0,0.0,-155.34178419420797,-256263.41461857405,152.89440019649598,2.6496477735685833,2.6496477735685833,unknown,13.0,1.6651394656252282e-18,-0.12691162363336778,-0.12691162363336778,2.0286517914549621e-16,1.8946290066025215e-12,0.9267230020092644,0.02781283894436938,0.02082021886789358,1.0,34.0
20,0.9046890735626221,40000009.57723776,0.0334686991121298,387.78834465251543,387.78834419946287,0.018745053792635972,0.0,0,0,0.0,-364.43401250334085,-109568.16424698272,152.89440019649598,1.6560689909834025,1.6560689909834025,optimal,9.0,5.0595154341631294e-14,-0.07656618400775038,-0.07656618400780098,2.2603100739942523e-16,6.431799420109517e-13,0.3399894113353528,0.0984770902183612,0.1114997451900335,1.0,22.0
21,0.946962833404541,40000009.57230675,0.1960102978939282,1148.1949279886471,1148.1947463987551,0.6457562642500113,0.0,0,0,0.0,-527.9081539752221,-75719.16309051466,152.89440019649598,1.1452568847203788,1.1452568847203788,unknown,13.0,1.3188844845155488e-20,-0.7657830569223609,-0.7657830569223609,4.1465083541634283e-16,4.5383461867578075e-12,1.6332036866030681,0.12157665459056936,0.02208928592993229,1.0,20.0
22,0.9886443614959717,40000009.55766154,0.017588451246186194,372.04598205830445,372.04598205577116,0.0013729546216627647,0.0,0,0,0.0,-462.5798723563049,-86447.42768639335,152.89440019649598,0.6531095981935886,0.6531095981935886,optimal,9.0,2.3448959841145226e-13,-0.03355222423050791,-0.033552224230742354,2.6076810753903894e-16,2.735195218580681e-14,0.026809894507012027,0.6561000000000001,0.0592146138634308,1.0,4.0
23,1.030947208404541,40000009.555748396,0.08753702228623829,885.5459470251706,885.545936932276,0.13369907888642668,0.0,0,0,0.0,-38.74610955055374,-1032239.7437587903,152.89440019649598,0.24101883904793808,0.24101883904793808,unknown,15.0,1.0743988876514291e-24,-0.17108742380310982,-0.1710874238031098,2.1040853116991254e-16,1.0348023003027876e-11,0.8020620248580479,0.10941898913151243,0.03413802165105713,1.0,21.0
24,1.097914457321167,40000009.55534664,0.03261898396262502,885.474520409993,885.4745176040667,0.07049221517295857,0.0,0,0,0.0,-499.4549803948736,-80053.32666923603,152.89440019649598,0.1205620597788189,0.1205620597788189,optimal,9.0,7.260379657726004e-15,-0.09200763683633392,-0.09200763683634117,2.043104276953269e-16,5.815711441745068e-13,0.769748645003908,0.042391158275216244,0.03466864882469373,1.0,30.0
25,1.1442015171051025,40000009.549346216,0.011555323882774797,525.8816812790482,525.8816812716449,0.002790437212129987,0.0,0,0,0.0,-86.57605734483546,-461947.7260924867,152.89440019649598,0.2714475731257618,0.2714475731257618,optimal,9.0,1.721015490255147e-13,-0.02211936041164906,-0.022119360411821134,3.629269305451498e-16,4.635240535905253e-14,0.04546170702821362,0.25418658283290013,0.03674670868405169,1.0,13.0
26,1.1861019134521484,40000009.54627927,0.01379993172538164,685.0548136752159,685.0548136740331,0.001273008940493223,0.0,0,0,0.0,-189.2672670734868,-211329.05327603343,152.89440019649598,0.2574714655536524,0.2574714655536524,optimal,9.0,1.948276982969417e-13,-0.015224220681043754,-0.015224220681238545,3.9520026848815256e-16,4.525795636980553e-14,0.03562186851124706,0.38742048900000015,0.02627987194084991,1.0,9.0
27,1.2283275127410889,40000009.545726456,0.030978105345502775,513.7687389750799,513.7687387970941,0.013523575802146326,0.0,0,0,0.0,-51.37690763169994,-778261.9620961839,152.89440019649598,0.033262213830412404,0.033262213830412404,optimal,10.0,6.150850472931228e-17,-0.024902026131767084,-0.024902026131767147,1.7295117207491724e-16,7.678928665984047e-13,0.7310017748346723,0.042391158275216244,0.020672168008162874,1.0,30.0
28,1.2707374095916748,40000009.544770665,0.0442261703009071,568.8729645993313,568.8729632815048,0.03872146485895053,0.0,0,0,0.0,-224.2350351577852,-178377.819285588,152.89440019649598,0.34245106481741727,0.34245106481741727,optimal,9.0,2.016893415307743e-15,-0.054022319774744684,-0.054022319774746703,2.3829901062444156e-16,9.705769504792657e-13,0.761052346740521,0.05814973700304011,0.017458566079448273,1.0,27.0
29,1.3128478527069092,40000009.54291447,0.009381805641866877,338.1805397329187,338.18053972840056,0.0017481079649481117,0.0,0,0,0.0,-203.7417568825782,-196324.4758436568,152.89440019649598,0.18830781714392483,0.18830781714392483,optimal,9.0,6.22163346586752e-13,-0.009884670312094912,-0.00988467031271705,4.756550614594332e-16,5.0895890794649874e-14,0.04101115376752504,0.22876792454961012,0.015232319199736522,1.0,14.0
30,1.354844570159912,40000009.54136018,0.00999530783730269,476.04471672625436,476.0447167235583,0.0016021606852899936,0.0,0,0,0.0,-152.382893046738,-262492.08411822276,152.89440019649598,0.2312485187454696,0.2312485187454696,optimal,9.0,3.26613469367313e-13,-0.00853085156515462,-0.0085308515654812,3.3806921855673384e-16,1.153711544082534e-13,0.03932384054413974,0.25418658283290013,0.012768227917752995,1.0,13.0
31,1.3966608047485352,40000009.53953388,0.0071311699404201425,280.54990021749256,280.549900216477,0.0007548738186833747,0.0,0,0,0.0,-216.67769616923223,-184604.95286799758,152.89440019649598,0.17807243588304567,0.17807243588304567,optimal,9.0,6.427408223784254e-13,-0.006291117584656539,-0.006291117585299259,3.074975051705503e-16,5.240951687038965e-14,0.018407021641665407,0.38742048900000015,0.010114753184646672,1.0,9.0
32,1.462662696838379,40000009.535885826,0.0007457438375958502,0.3345457748150574,0.3345457748150574,2.0478128777535688e-14,0.0,0,0,0.0,-0.7838938409316835,-51027321.11310538,152.89440019649598,2.014939932865942e-14,2.014939932865942e-14,optimal,7.0,4.758887678860085e-14,-0.003629762754460984,-0.0036297627545085727,1.3893193489708695e-16,1.992844094614451e-15,0.0007457439725971357,1.0,0.007259525508921841,1.0,0.0
33,1.5046052932739258,40000009.53575439,0.007232072456168689,70.94023498204615,70.94023498204547,9.866748090272126e-06,0.0,0,0,0.0,-17.66082505564403,-2264895.9316740343,152.89440019649598,0.004519747757036559,0.004519747757036559,unknown,14.0,6.248294666088724e-23,-0.0005343132640861434,-0.0005343132640861434,1.1585841082783888e-16,2.0418731892716662e-11,0.015120635609285353,0.47829690000000014,0.001030754037233753,1.0,7.0
34,1.5460221767425537,40000009.53546593,0.002668176541819335,7.484771013661144,7.484771013661144,3.72516752780562e-14,0.0,0,0,0.0,-6.669560265736928,-5997392.065709286,152.89440019649598,4.117182308150211e-14,4.117182308150211e-14,optimal,7.0,8.668175510194387e-14,-0.00027318504727616666,-0.0002731850473628484,1.4685371848683897e-16,4.197010394511747e-14,0.002668181947701884,1.0,0.0005463700945509077,1.0,0.0
35,1.5884077548980713,40000009.535416454,0.008125444851491623,34.15014929229136,34.150149292137975,0.0001023525938639377,0.0,0,0,0.0,-6.170819330704868,-6482096.505751798,152.89440019649598,0.056490865739484045,0.056490865739484045,unknown,13.0,6.240899680218898e-21,-0.0004081267580250933,-0.00040812675802509335,2.3048072038135914e-16,9.135184001485961e-12,0.025893367141902254,0.31381059609000017,0.0005177933284052609,1.0,11.0
36,1.6311883926391602,40000009.53541573,0.0027490867568252596,33.95196842958636,33.9519682046615,0.0039081048205352065,0.0,0,0,0.0,-7.849435281328877,-5095897.80363003,152.89440019649598,0.006973908329245804,0.006973908329245804,unknown,14.0,1.0240034083066803e-23,-0.00399494112772341,-0.00399494112772341,5.6236239901074485e-16,4.346929370447278e-11,0.8130065230143836,0.00338139191352273,0.00012189382000646471,1.0,54.0
37,1.674673318862915,40000009.53541397,0.001982614136399222,28.296267412971158,28.296267411427607,0.00029555588658968207,0.0,0,0,0.0,-7.254801494870471,-5513580.495345189,152.89440019649598,0.01830379020112416,0.01830379020112416,unknown,14.0,5.454933819042427e-25,-0.0003455742737000089,-0.0003455742737000089,2.47945756967187e-16,2.1432231256735225e-12,0.051966188956701985,0.03815204244769462,7.657776244888081e-05,1.0,31.0
38,1.7171249389648438,40000009.53540947,0.0023644090224722984,41.66066970526766,41.6606697032478,0.00041024097465272574,0.0,0,0,0.0,-8.361854894388292,-4783624.428736733,152.89440019649598,0.026530151147024162,0.026530151147024162,unknown,12.0,9.939253216482604e-21,-0.0004670647901768742,-0.00046706479017687434,2.4786129252586923e-16,1.893959181184101e-12,0.05577608291540469,0.042391158275216244,7.735158447973636e-05,1.0,30.0
39,1.7599050998687744,40000009.53540122,0.004791051167260427,18.33875520449115,18.338755204464167,3.145906611626312e-05,0.0,0,0,0.0,-9.081026464184616,-4404763.613747548,152.89440019649598,0.012665920553936501,0.012665920553936501,optimal,8.0,1.320061716492057e-13,-9.227893597327699e-05,-9.227893610528316e-05,1.4032357124357143e-16,6.520491221242338e-13,0.02326998926836336,0.2058911320946491,0.00010533134433905732,1.0,15.0
40,1.82710862159729,40000009.53538975,0.003328533465532647,26.597650769144586,26.597650769101925,4.7638201814595085e-05,0.0,0,0,0.0,-4.772709996639686,-8380970.894131031,152.89440019649598,0.022565174006713234,0.022565174006713234,unknown,11.0,2.719230027341861e-20,-0.0001513072783713508,-0.00015130727837135084,1.1413550594551814e-16,1.8187224749654092e-12,0.022176310404669924,0.1500946352969992,0.000190521749174623,1.0,18.0
41,1.870246410369873,40000009.53538973,0.00041708415240492816,26.416001336854237,26.416001336795944,5.549472923046655e-05,0.0,0,0,0.0,-4.099922992432338,-9756266.794609934,152.89440019649598,0.003375515165146021,0.003375515165146021,unknown,14.0,3.386899769235041e-23,-7.287058383460181e-05,-7.287058383460182e-05,2.239851042945499e-16,8.63970201962715e-12,0.16920012317829167,0.0024650347049580707,3.447737744420732e-05,1.0,57.0
42,1.9133734703063965,40000009.53538956,0.0011401754377521525,26.62518075550368,26.625180689417512,0.0018759297199526905,0.0,0,0,0.0,-4.3091433059267645,-9282570.48807454,152.89440019649598,0.004683786803817201,0.004683786803817201,unknown,15.0,7.159081932691812e-24,-0.0020071804372156685,-0.002007180437215669,1.4142324640671865e-16,8.66280474759269e-11,0.8703496804789456,0.001310020508637622,0.00010672932334003633,1.0,63.0
43,1.9574182033538818,40000009.53538817,0.0014891341228309401,22.858768412362696,22.858768412015223,0.00012603782031201988,0.0,0,0,0.0,-0.11136709753810112,-359172105.9168716,152.89440019649598,0.007921288751325958,0.007921288751325958,unknown,13.0,5.484648821889345e-21,-0.0001461621585045521,-0.0001461621585045521,1.1883617769443649e-16,1.8136724085278856e-12,0.04818715173544001,0.030903154382632643,3.220756458041607e-05,1.0,33.0
44,1.9999263286590576,40000009.53538719,0.002337531866139329,27.536703178547967,27.536703178143856,0.00014918347439554693,0.0,0,0,0.0,-7.052858188647896,-5671457.118082491,152.89440019649598,0.009747580665806622,0.009747580665806622,unknown,13.0,2.7065074830110423e-21,-0.00017220815640213476,-0.0001722081564021348,3.325145649277163e-16,1.771025145214253e-12,0.061268935092883205,0.03815204244769462,3.4223399966473896e-05,1.0,31.0
45,2.0437488555908203,40000009.5353863,0.0017816575587398557,22.242250130257627,22.242250129736615,0.00015223993106153796,0.0,0,0,0.0,-1.3373054198254462,-29910870.093839183,152.89440019649598,0.010264661374166192,0.010264661374166192,unknown,14.0,2.672186308815706e-23,-0.0001749465039259224,-0.0001749465039259224,2.684045016963299e-16,1.1789252610060096e-12,0.05765298828888352,0.030903154382632643,3.56985620003352e-05,1.0,33.0
46,2.0857441425323486,40000009.53538517,0.001656513076126938,17.696436967129127,17.696436967070603,4.55119364974736e-05,0.0,0,0,0.0,-1.336479168272746,-29929372.473775867,152.89440019649598,0.013451301577528383,0.013451301577528383,optimal,8.0,9.426711299465282e-14,-6.895325974310791e-05,-6.895325983737502e-05,2.1453890218554624e-16,4.2745188431685693e-13,0.016821316974657174,0.0984770902183612,3.693722711562715e-05,1.0,22.0
47,2.12912917137146,40000009.53538508,0.0008092118062647202,17.677087228831752,17.67708717242553,0.0014121598502472884,0.0,0,0,0.0,-17.56001564901693,-2277901.53293806,152.89440019649598,0.0023881348724326006,0.0023881348724326006,unknown,16.0,8.496489338170202e-28,-0.0015138934363968727,-0.0015138934363968727,2.1298511643414131e-16,4.323218126896144e-09,1.1623292148202575,0.0006961986091308866,0.0001672026864490579,1.0,69.0
48,2.195685863494873,40000009.53538194,0.0027341472710568945,18.920382009646783,18.92038200964677,7.043838881327916e-07,0.0,0,0,0.0,-2.577587439332598,-15518373.251035271,152.89440019649598,0.000254691746137838,0.000254691746137838,optimal,8.0,8.51930797905703e-14,-1.7105198991864717e-05,-1.7105199077057797e-05,2.1553018793511816e-16,2.899187435722607e-13,0.014755114795816867,0.1853020188851842,3.248140597159084e-05,1.0,16.0
49,2.2380311489105225,40000009.53538109,0.002292754252946169,14.04379868575018,14.043798685520988,8.023380808448483e-05,0.0,0,0,0.0,-0.9051130252759381,-44193301.198322795,152.89440019649598,0.005250721826490653,0.005250721826490653,unknown,13.0,4.239734016913001e-21,-9.534264900572519e-05,-9.534264900572519e-05,1.134396486798363e-16,6.931083887432716e-12,0.06677252048209391,0.03433683820292516,2.451260231959502e-05,1.0,32.0
50,2.279784679412842,40000009.535379216,0.0021972379243624203,8.988538679623776,8.988538679572335,3.0410114098555757e-05,0.0,0,0,0.0,-3.766110294766616,-10621028.574798385,152.89440019649598,0.01104316748382473,0.01104316748382473,optimal,9.0,4.880653627244671e-16,-4.4782213084510234e-05,-4.47822130849983e-05,2.186066214795411e-16,9.69213323280405e-13,0.013175130793145794,0.16677181699666577,1.6571695055282763e-05,1.0,17.0
51,2.3220386505126953,40000009.53537691,0.004056707998716223,17.464785479099874,17.464785478936193,7.561339330294472e-05,0.0,0,0,0.0,-4.580063436725014,-8733503.45830925,152.89440019649598,0.005238819455533068,0.005238819455533068,unknown,14.0,4.017324606214855e-23,-9.055302630686947e-05,-9.055302630686948e-05,2.9265159981798163e-16,6.08074235211052e-12,0.04577173232820542,0.08862938119652508,1.5185673014826303e-05,1.0,23.0
52,2.3640458583831787,40000009.5353756,0.002334334631850679,9.806486680501564,9.806486680490117,1.498339627205396e-05,0.0,0,0,0.0,-5.982614342690545,-6686035.788774988,152.89440019649598,0.004175903113908295,0.004175903113908295,optimal,10.0,1.2547569974885991e-17,-2.6610309526794994e-05,-2.661030952680754e-05,9.114416706688204e-17,9.114905761848552e-13,0.01728048889764585,0.13508517176729928,1.857376586722607e-05,1.0,19.0
53,2.4054086208343506,40000009.53537073,0.0013723233425312004,0.7379315518302415,0.7379315518302415,2.215048046319409e-14,0.0,0,0,0.0,1.6223829547585984,24655088.6235045,152.89440019649598,2.2136009882504674e-14,2.2136009882504674e-14,optimal,7.0,5.147395114569875e-14,-5.644282060892488e-06,-5.644282112366439e-06,1.9752809556164288e-16,1.4174535392965478e-13,0.0013723241949935867,1.0,1.128856412011147e-05,1.0,0.0
54,2.4477343559265137,40000009.53537043,0.0011681707814335176,3.5285953698179795,3.52859536959276,3.986747821431833e-05,0.0,0,0,0.0,0.0896990757751896,445935351.3249752,152.89440019649598,0.0027555160277665247,0.0027555160277665247,unknown,14.0,2.883096022427094e-23,-4.148390394920135e-05,-4.148390394920135e-05,1.7589611641286856e-16,4.8720626635302066e-11,0.03780103234485795,0.030903154382632643,6.9097267730335e-07,1.0,33.0
55,2.49196720123291,40000009.53536948,0.0014455782091226845,3.107923375334739,3.1079233736811642,0.00010138226754194456,0.0,0,0,0.0,-0.6059249112139657,-66014781.39184968,152.89440019649598,0.007285235353610259,0.007285235353610259,unknown,14.0,2.9084928638600634e-23,-0.00010710343702825687,-0.00010710343702825685,1.385873439289734e-16,8.159050447376069e-12,0.03788994854210353,0.03815204244769462,3.397747350219869e-06,1.0,31.0
56,2.558948040008545,40000009.5353692,0.0014653499739663354,1.8157245979206957,1.815724597830429,1.8105205841387582e-05,0.0,0,0,0.0,-1.2287791247880184,-32552624.937869698,152.89440019649598,0.00412145342906874,0.00412145342906874,unknown,13.0,1.3653695056415783e-23,-2.1343051886018013e-05,-2.1343051886018013e-05,1.0974129498343579e-16,1.0678962379820027e-11,0.025199612609817068,0.05814973700304011,4.241130438277772e-06,1.0,27.0
57,2.6012682914733887,40000009.53536903,0.0014278147019479487,7.172148107697166,7.172148107691433,9.068366856283595e-06,0.0,0,0,0.0,-0.09265920842374577,-431689081.0784879,152.89440019649598,0.00242878102104157,0.00242878102104157,unknown,13.0,7.385122461383458e-24,-1.2404871445735768e-05,-1.2404871445735768e-05,1.580777878324623e-16,7.267178693388028e-12,0.009512767261219158,0.1500946352969992,3.4708724539844264e-06,1.0,18.0
58,2.6439294815063477,40000009.53536724,0.0014584832702645733,6.360300748773669,6.360300748773669,6.053147948253282e-14,0.0,0,0,0.0,-1.8328411162875058,-21824040.665272187,152.89440019649598,2.5082179886810033e-13,2.5082179886810033e-13,optimal,7.0,1.4986555625981965e-13,-5.741136178068406e-06,-5.741136327933962e-06,2.580654310826427e-16,5.671662646371876e-13,0.0030493281557408877,0.47829690000000014,1.1482272350874127e-05,1.0,7.0
59,2.685244560241699,40000009.53536563,0.0006786704396602991,0.9371829372872914,0.9371829372872914,3.153903820350644e-14,0.0,0,0,0.0,-0.31652576434847024,-126372016.37617144,152.89440019649598,3.6848418198317224e-14,3.6848418198317224e-14,optimal,7.0,7.342873031234965e-14,-1.9494827307526256e-06,-1.9494828041813557e-06,1.612288566010548e-16,1.2644718160294098e-13,0.0006786705053991993,1.0,3.898965461281117e-06,1.0,0.0
60,2.7292680740356445,40000009.53536561,0.000845880482579311,2.396108136587004,2.396108136480649,2.2575972568714853e-05,0.0,0,0,0.0,1.253746877471209,31904367.18836793,152.89440019649598,0.0016124333929600782,0.0016124333929600782,unknown,14.0,1.784461383520023e-23,-2.361160444436779e-05,-2.361160444436779e-05,8.871220346832072e-17,8.917102519046241e-11,0.04171922520069489,0.020275559590445278,1.137074340006622e-06,1.0,37.0
61,2.772365093231201,40000009.53536562,0.0004458295468037211,2.307801860703886,2.307801860703834,4.894790358069781e-07,0.0,0,0,0.0,-0.32440968803666226,-123300885.6255463,152.89440019649598,0.00011065777781562579,0.00011065777781562579,unknown,16.0,2.4567506866276886e-29,-7.111294736460231e-07,-7.111294736460231e-07,2.053716902375775e-16,8.195219637812324e-12,0.012984001663554266,0.03433683820292516,4.084936396757365e-07,1.0,32.0
62,2.8143229484558105,40000009.5353655,0.000609134890366861,0.5088572953586367,0.5088572953586367,3.491400530919896e-14,0.0,0,0,0.0,-0.6812826091572934,-58712788.116977476,152.89440019649598,4.391789328493785e-14,4.391789328493785e-14,optimal,7.0,8.142016830670623e-14,-3.3102244384436165e-07,-3.3102252526452993e-07,2.1388254972468692e-16,3.8607234536777093e-13,0.00092841782802257,0.6561000000000001,6.620448876390012e-07,1.0,4.0
63,2.8564631938934326,40000009.535365485,0.000936896161236023,2.11122862505445,2.111228625052639,2.765230620859277e-06,0.0,0,0,0.0,0.8631260741594248,46343172.176705435,152.89440019649598,0.0006510168585379615,0.0006510168585379615,unknown,13.0,1.9875873849968105e-24,-3.060877517540425e-06,-3.060877517540425e-06,1.5514144988524406e-16,7.2691604753514794e-12,0.01174549448464168,0.07976644307687257,1.1202068384736734e-07,1.0,24.0
64,2.9227356910705566,40000009.53536529,0.0007407413091907883,0.6172088341350507,0.6172088341350507,3.0844400478297407e-22,0.0,0,0,0.0,-0.043819608248051596,-912833359.0494096,152.89440019649598,1.085586044933521e-21,1.085586044933521e-21,optimal,11.0,7.195829116901565e-22,-6.102739415464147e-07,-6.102739415464155e-07,1.60458563603005e-16,4.775887021939744e-13,0.0013938356097501414,0.5314410000000002,1.220547880741314e-06,1.0,6.0
