iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,normdx,stepsize,df0,linesearch_status,linesearch_counter
250,12.020282506942749,40000009.49589857,0.0003803750519225541,0.16597057305268673,0.16597057305268673,2.5062648909423993e-14,0.0,0,0.0,0.0,0.5288820012638513,75631240.65285598,284663.3443652137,2.7886400821163162e-14,2.7886400821163162e-14,optimal,7.0,5.854753328244552e-14,-9.890841630632577e-08,-9.890847485385905e-08,2.7547673518327185e-16,3.867858808545845e-13,0.00046959884200699164,0.81,1.9781683261055522e-07,1.0,2.0
251,12.061352729797363,40000009.495898575,0.00038968311848847163,0.29300125662665016,0.29300125662665016,3.0899870131474844e-14,0.0,0,0.0,0.0,0.9879223147088944,40489015.662865095,284663.3443652137,4.047222210807859e-14,4.047222210807859e-14,optimal,7.0,7.222330708744119e-14,-8.297016855245297e-09,-8.297089078552385e-09,2.1619283898198607e-16,3.376671831573894e-13,0.0006599317949739272,0.5904900000000002,1.6594033481501398e-08,1.0,5.0
252,12.106274604797363,40000009.49589856,0.000379934104015728,0.39113689534636065,0.39113689534636065,0.0,0.0,0,0.0,0.0,0.17664347674900283,226444829.8891057,284663.3443652137,1.2202603603518698e-197,1.2202603603518698e-197,unknown,100.0,3.49366160890388e-199,-1.7635529674852286e-06,-1.7635529674852286e-06,2.189487756824358e-16,2.341465968812537e-11,0.01873852628043379,0.020275559590445278,3.5271059784424777e-06,1.0,37.0
253,12.147181510925293,40000009.49589854,0.00019768082657630511,0.03918425353452658,0.03918425353452658,2.1491692380249876e-14,0.0,0,0.0,0.0,1.3360973982077036,29937937.921096973,284663.3443652137,2.1955827763090425e-14,2.1955827763090425e-14,optimal,7.0,5.0204596834821194e-14,-5.7605684073386245e-08,-5.760573427798308e-08,1.6733617071555287e-16,7.739828130568396e-14,0.00021964536042636356,0.9,1.1521136815167717e-07,1.0,1.0
254,12.188106536865234,40000009.495898545,0.00019402642820580323,0.0773350515703346,0.0773350515703346,2.905548727226736e-14,0.0,0,0.0,0.0,0.08182179103000864,488867357.49382085,284663.3443652137,3.4939110860263265e-14,3.4939110860263265e-14,optimal,7.0,6.788091058324553e-14,-7.564692730837859e-09,-7.564760611748443e-09,2.6739388766855565e-16,9.394318726447036e-13,0.0005008161301496578,0.38742048900000015,1.5129385651573225e-08,1.0,9.0
255,12.229789733886719,40000009.49589853,0.0004087198951567441,0.4772326524889837,0.4772326524889837,4.7643881266723654e-24,0.0,0,0.0,0.0,1.3675018551329934,29250418.37404022,284663.3443652137,4.495178991565871e-23,4.495178991565871e-23,optimal,12.0,1.1311915781141674e-23,-3.6866781740827735e-07,-3.6866781740827735e-07,7.96521500418592e-17,9.372797512551178e-13,0.0041504060284672925,0.0984770902183612,7.373356377136793e-07,1.0,22.0
256,12.2743501663208,40000009.49589851,0.0003879595337735494,0.37280883432047224,0.37280883432047224,0.0,0.0,0,0.0,0.0,-0.3816387820917053,-104811154.13547473,284663.3443652137,2.0492063019380547e-199,2.0492063019380547e-199,unknown,100.0,9.925031437015465e-200,-3.040712560201562e-07,-3.040712560201562e-07,1.4802190699337093e-16,4.429734176358729e-12,0.0031910693896699,0.12157665459056936,6.081425041290324e-07,1.0,20.0
257,12.315362930297852,40000009.49589846,0.000245134175954885,0.034436943556144545,0.034436943556144545,2.0878783420608035e-14,0.0,0,0.0,0.0,-0.1864808691828658,-214499221.4943139,284663.3443652137,2.1030283152775355e-14,2.1030283152775355e-14,optimal,7.0,4.877283177850031e-14,-1.0561682535703992e-07,-1.056168741298717e-07,1.8195788169003585e-16,3.76359555763718e-13,0.000272371313146523,0.9,2.1123365080172084e-07,1.0,1.0
258,12.357861995697021,40000009.4958984,0.0006865988031712749,1.1709664459321887,1.1709664459321887,3.6045868076275155e-98,0.0,0,0.0,0.0,0.9242367219886767,43278955.16519976,284663.3443652137,5.89707388644763e-97,5.89707388644763e-97,optimal,49.0,8.577821535996996e-98,-4.0867770932255627e-07,-4.0867770932255627e-07,2.0088523726773602e-16,5.875474892212752e-13,0.0027011609288932342,0.25418658283290013,8.173554093344487e-07,1.0,13.0
259,12.39860463142395,40000009.495898254,0.0003009299234692571,0.21765334762957791,0.21765334762957791,2.1174592414895104e-14,0.0,0,0.0,0.0,1.6432953661442657,24341333.820180915,284663.3443652137,2.12695277787835e-14,2.12695277787835e-14,optimal,7.0,4.946388323494319e-14,-2.117277389212193e-07,-2.1172778838510252e-07,6.189181552211433e-17,3.0261764969520296e-13,0.0003009299342374509,1.0,4.234554778272287e-07,1.0,0.0
260,12.439374685287476,40000009.495898195,0.0006714622351302613,0.24402976516185382,0.24402976516185382,2.5306018194150122e-14,0.0,0,0.0,0.0,-0.5841951304311164,-68470275.66113397,284663.3443652137,3.186303120519288e-14,3.186303120519288e-14,optimal,7.0,5.912347360918645e-14,-8.989189829149024e-08,-8.989195741496385e-08,2.3117553638898694e-16,8.036157134807102e-13,0.0006714622881142673,1.0,1.7978379660791908e-07,1.0,0.0
261,12.483399152755737,40000009.49589817,0.0004560406330896664,0.31698639408234736,0.31698639408234736,0.0,0.0,0,0.0,0.0,0.2775929158952834,144095904.97004974,284663.3443652137,3.087095898692993e-185,3.087095898692993e-185,optimal,93.0,1.519036418129599e-185,-1.2257342322042425e-07,-1.2257342322042425e-07,1.7130795677074468e-16,7.750338678015241e-13,0.0027345186758612615,0.16677181699666577,2.4514685310755133e-07,1.0,17.0
262,12.524030923843384,40000009.49589814,0.00018317973649542747,0.0793839451548518,0.0793839451548518,2.0920852440061782e-14,0.0,0,0.0,0.0,0.48912821796868905,81778152.51086767,284663.3443652137,2.1329620113574963e-14,2.1329620113574963e-14,optimal,7.0,4.887148008283353e-14,-6.439544974233178e-08,-6.439549861381186e-08,2.5079941467958093e-16,3.0749794825049415e-13,0.00018317973528667394,1.0,1.2879089945990126e-07,1.0,0.0
263,12.568666219711304,40000009.495898105,0.00025739239974002266,0.15376682856355575,0.15376682856355575,0.0,0.0,0,0.0,0.0,0.9249189272728772,43247037.25177626,284663.3443652137,2.1921405804204657e-198,2.1921405804204657e-198,unknown,100.0,2.519723415121766e-199,-2.833370409383224e-07,-2.833370409383224e-07,2.160146607312404e-16,7.205101303329507e-12,0.007496100771096267,0.03433683820292516,5.666740737411622e-07,1.0,32.0
264,12.613254070281982,40000009.495898105,0.0003194831253388826,0.3662904903097418,0.3662904903097418,0.0,0.0,0,0.0,0.0,-0.11045769483507407,-362129614.5241798,284663.3443652137,1.5763666584555024e-197,1.5763666584555024e-197,unknown,100.0,2.490854305350695e-199,-6.63361968895708e-07,-6.63361968895708e-07,2.001870473313692e-16,2.654571627629311e-11,0.011486893758966851,0.02781283894436938,1.3267237723347103e-06,1.0,34.0
265,12.65456771850586,40000009.495898105,3.601059146023858e-05,0.27477710768429087,0.27477710768429087,2.136603670645547e-14,0.0,0,0.0,0.0,-0.653483565287532,-61210417.927774176,284663.3443652137,2.2271975227440634e-14,2.2271975227440634e-14,optimal,7.0,4.991151177034808e-14,-1.0218563723727488e-08,-1.0218613635239259e-08,1.0769031602566837e-16,2.971561851433097e-13,0.0001416698252032344,0.25418658283290013,2.04371274141145e-08,1.0,13.0
266,12.698949337005615,40000009.49589809,0.00029791251026059946,0.4073652743040824,0.4073652743040824,0.0,0.0,0,0.0,0.0,1.28901259622321,31031506.78975571,284663.3443652137,3.808545500870146e-199,3.808545500870146e-199,unknown,100.0,1.6528816068642539e-199,-8.964065093492307e-08,-8.964065093492307e-08,5.10091802992206e-16,1.144382344398011e-11,0.004149788851836579,0.07178979876918531,1.792812801385431e-07,1.0,25.0
267,12.746063470840454,40000009.49589809,4.3498426787810865e-05,0.2539923973832793,0.2539923973832793,2.1394824125084417e-14,0.0,0,0.0,0.0,0.7903782270417214,50608685.844857216,284663.3443652137,2.1671246820158965e-14,2.1671246820158965e-14,optimal,7.0,4.997825404245299e-14,-1.0246113909076854e-08,-1.0246163887330897e-08,1.86150406940779e-16,1.058051724905823e-13,0.00011227686114608072,0.38742048900000015,2.049222781990484e-08,1.0,9.0
268,12.792564392089844,40000009.49589809,0.00023361325178856604,0.27625221435545255,0.27625221435545255,0.0,0.0,0,0.0,0.0,-1.2754412013120118,-31361698.455367554,284663.3443652137,6.724957991362914e-198,6.724957991362914e-198,unknown,100.0,2.491073929244982e-199,-3.5458220669897084e-07,-3.5458220669897084e-07,2.3406652150589066e-16,1.699074987251087e-11,0.008399474975453939,0.02781283894436938,7.09164444512869e-07,1.0,34.0
269,12.837363481521606,40000009.49589809,0.00021127077877039661,0.3359888282553944,0.3359888282553944,0.0,0.0,0,0.0,0.0,0.5412514952348563,73902801.62306088,284663.3443652137,6.605384975030457e-199,6.605384975030457e-199,unknown,100.0,1.8665412040521006e-199,-1.9361184823194873e-07,-1.9361184823194873e-07,2.2888716074983667e-16,8.827510884896392e-12,0.006152889575584738,0.03433683820292516,3.87223666768513e-07,1.0,32.0
270,12.884228706359863,40000009.49589809,4.2146848510894035e-08,0.33598851551796816,0.33598851551796816,0.0,0.0,0,0.0,0.0,0.25809693425176455,154980544.9047754,284663.3443652137,2.302466762962972e-199,2.302466762962972e-199,unknown,100.0,1.505505615331746e-199,-7.422890656462359e-08,-7.422890656462359e-08,1.456378666534304e-16,3.8364788644863e-12,0.003601721726146563,9.1203445604645e-07,1.4845781966017607e-07,1.0,132.0
271,12.927077770233154,40000009.4958981,1.299053115707837e-07,0.33595348497939553,0.33595348497939553,3.6260250743422183e-16,0.0,0,0.0,0.0,1.036373278538736,38596133.44966554,284663.3443652137,5.147569934356755e-16,5.147569934356755e-16,optimal,8.0,8.474337524595401e-16,-1.9295122852102616e-08,-1.929512369953637e-08,3.291138194738184e-16,5.437926843984442e-13,0.0010383613946314833,0.00010449567633177853,3.859024549742569e-08,1.0,87.0
272,12.969439506530762,40000009.495898105,2.1273848801723038e-05,0.33292863178235005,0.33292863178235005,5.051405864546243e-32,0.0,0,0.0,0.0,0.07874907309441222,507942503.1240971,284663.3443652137,1.1574850480819448e-31,1.1574850480819448e-31,optimal,16.0,1.1821226524897393e-31,-2.5724765668595946e-08,-2.5724765668595946e-08,4.06647793435412e-16,4.242444376291514e-13,0.0017768822773832156,0.011972515182562033,5.14495319750605e-08,1.0,42.0
273,13.0105721950531,40000009.495898105,9.08865785785292e-06,0.28281428316221763,0.28281428316221763,2.0540820548629164e-14,0.0,0,0.0,0.0,-0.06056567528485303,-660440126.1767418,284663.3443652137,2.0312955792180633e-14,2.0312955792180633e-14,optimal,7.0,4.798345445949781e-14,-9.882354942070852e-09,-9.882402925525311e-09,8.639666013314395e-17,7.926007096700815e-14,6.055174481337751e-05,0.1500946352969992,1.9764709882056756e-08,1.0,18.0
274,13.05127763748169,40000009.49589811,4.90665778863543e-05,0.05280265832000046,0.05280265832000046,2.051506208825686e-14,0.0,0,0.0,0.0,0.2447054200351695,163461854.42032367,284663.3443652137,2.030562757827542e-14,2.030562757827542e-14,optimal,7.0,4.7923247224880094e-14,-8.06262803462213e-09,-8.062675957869356e-09,1.7921153958570253e-16,6.088464560383772e-14,6.057600218462807e-05,0.81,1.6125256068531758e-08,1.0,2.0
275,13.092138528823853,40000009.49589812,3.368667778539454e-05,0.023129887172414473,0.023129887172414473,2.0894571011889665e-14,0.0,0,0.0,0.0,0.47977282657501896,83372794.77621934,284663.3443652137,2.08356528376598e-14,2.08356528376598e-14,optimal,7.0,4.880971622725496e-14,-1.679237112643658e-09,-1.6792859223598852e-09,1.8997369220636005e-16,6.304385234622688e-14,5.704869203989176e-05,0.5904900000000002,3.358474227504888e-09,1.0,5.0
276,13.133282899856567,40000009.49589811,0.0003425415368260085,0.21719028906846363,0.21719028906846363,2.5556704064715574e-14,0.0,0,0.0,0.0,0.6630473890465617,60327515.824554674,284663.3443652137,3.109945551306565e-14,3.109945551306565e-14,optimal,7.0,5.972769770289361e-14,-9.915152959965399e-09,-9.915212687663102e-09,4.5870039447841125e-16,9.331938572578834e-13,0.000644552347328789,0.5314410000000002,1.9830305654486725e-08,1.0,6.0
277,13.174796342849731,40000009.495898075,0.00010510305123021064,0.233289947838096,0.233289947838096,4.0094882219803234e-20,0.0,0,0.0,0.0,0.4331089779059345,92355512.37362042,284663.3443652137,7.477503930786647e-20,7.477503930786647e-20,optimal,10.0,9.379332657912812e-20,-6.543538618371851e-08,-6.54353861838123e-08,1.618507951693632e-16,8.236875947978402e-13,0.001626709382681096,0.06461081889226679,1.3087077198616134e-07,1.0,26.0
278,13.216991901397705,40000009.49589808,3.1288535578617233e-06,0.2267984782681447,0.2267984782681447,2.099390029034016e-14,0.0,0,0.0,0.0,0.9049068460020353,44203446.11992858,284663.3443652137,2.0936371700448603e-14,2.0936371700448603e-14,optimal,7.0,4.904175575418488e-14,-3.507573892908831e-08,-3.507578797084406e-08,1.7083033647426662e-16,4.797103479812514e-14,0.0001124652419995697,0.02781283894436938,7.015147786745965e-08,1.0,34.0
279,13.262192964553833,40000009.49589808,9.17763957480275e-06,0.22568621424959046,0.22568621424959046,3.907487046055481e-150,0.0,0,0.0,0.0,0.9017301712974557,44359169.4758881,284663.3443652137,7.145158645396392e-150,7.145158645396392e-150,optimal,75.0,9.139264159714002e-150,-4.529298101306947e-08,-4.529298101306947e-08,1.8217277383199103e-16,6.894183243203936e-13,0.0016026435009868318,0.005726416897022355,9.058595960832373e-08,1.0,49.0
280,13.532011985778809,40000009.49589814,4.4703483581542975e-08,0.22568621461514535,0.22568621461514535,0.0,0.0,0,0.0,0.0,0.13930087925401036,287148233.66680264,284663.3443652137,2.2628687134903806e-197,2.2628687134903806e-197,unknown,100.0,1.5760095847847118e-199,-8.639401687809083e-07,-8.639401687809083e-07,1.7798414993236886e-16,1.8616644184569247e-11,0.012898335601763206,2.5e-323,1.7278804113960506e-06,0.0,10000.0
281,13.576921701431274,40000009.49589813,0.0003125408981941561,0.20478480060570792,0.20478480060570792,0.0,0.0,0,0.0,0.0,0.8132152208490656,49187473.22557144,284663.3443652137,1.2010122786548131e-197,1.2010122786548131e-197,unknown,100.0,2.432413198533261e-199,-5.529114915066784e-07,-5.529114915066784e-07,2.892975141728147e-16,1.887207881190333e-11,0.010113559809027145,0.030903154382632643,1.1058230353990998e-06,1.0,33.0
282,13.623448133468628,40000009.49589805,0.0004989737807954615,0.6629236434601418,0.6629236434601418,0.0,0.0,0,0.0,0.0,-0.4672677484831031,-85604032.15602337,284663.3443652137,1.2381486542091492e-198,1.2381486542091492e-198,unknown,100.0,1.364379060333274e-199,-6.808301335495978e-07,-6.808301335495978e-07,1.9109267621402277e-16,5.836653043159375e-12,0.005629891507156712,0.08862938119652508,1.361660279241756e-06,1.0,23.0
283,13.664465188980103,40000009.49589805,5.604556914312717e-05,0.40016259343895855,0.40016259343895855,2.1145477941113212e-14,0.0,0,0.0,0.0,-0.4054477943767302,-98656358.12663157,284663.3443652137,2.1466436910935035e-14,2.1466436910935035e-14,optimal,7.0,4.939611462481372e-14,-4.875429868422163e-08,-4.875434808033626e-08,3.1612472139384113e-16,1.9606086027985452e-13,0.0001446633469075282,0.38742048900000015,9.750859736666624e-08,1.0,9.0
284,13.705627679824829,40000009.49589805,0.0003661672115608217,0.5874938095328924,0.5874938095328924,3.6918639172924833e-16,0.0,0,0.0,0.0,0.549840109297063,72748424.77038407,284663.3443652137,4.927012736936695e-16,4.927012736936695e-16,optimal,8.0,8.627985237314412e-16,-2.4422182341513517e-08,-2.442218320431204e-08,3.2722960395881914e-16,9.584300755763254e-13,0.0009451415975253301,0.38742048900000015,4.884436339801367e-08,1.0,9.0
285,13.750395774841309,40000009.49589802,0.00026825679351942684,0.6939667981756356,0.6939667981756356,0.0,0.0,0,0.0,0.0,-0.3128754274162886,-127846416.47879356,284663.3443652137,6.0866128774694704e-198,6.0866128774694704e-198,unknown,100.0,3.3045698446987046e-199,-7.305646339052672e-07,-7.305646339052672e-07,2.434599210163465e-16,1.2998803372548623e-11,0.011907494305614733,0.0225283995449392,1.4611292642038547e-06,1.0,36.0
286,14.020908832550049,40000009.49589808,6.143906154658885e-08,0.693966799985801,0.693966799985801,4.892800922583166e-76,0.0,0,0.0,0.0,0.6922420476498214,57783259.997969784,284663.3443652137,1.1003815254642702e-75,1.1003815254642702e-75,optimal,38.0,1.1466431877939365e-75,-5.498864873696298e-08,-5.498864873696298e-08,1.90501557686716e-16,8.885103612702453e-13,0.0026843338473279575,2.5e-323,1.0997729967639626e-07,0.0,10000.0
287,14.061750888824463,40000009.49589803,3.1710731871398344e-05,0.00036313986220050333,0.00036313986220050333,2.0546603318319513e-14,0.0,0,0.0,0.0,1.1758566616346475,34017753.11875585,284663.3443652137,2.0346030150571268e-14,2.0346030150571268e-14,optimal,7.0,4.799697802580031e-14,-1.94218702754411e-08,-1.9421918272419127e-08,1.2457298322051417e-16,7.0630813666497765e-15,3.171071251434624e-05,1.0,3.8843740551163786e-08,1.0,0.0
288,14.103612899780273,40000009.49589804,0.00022612806229609724,0.04830104522002096,0.04830104522002096,3.337703755851973e-20,0.0,0,0.0,0.0,0.9290279732182233,43055756.989642695,284663.3443652137,5.42441736629365e-20,5.42441736629365e-20,optimal,10.0,7.801747698285175e-20,-6.133925332982401e-09,-6.133925333060418e-09,2.3903316340868265e-16,8.172014281562235e-13,0.0010982894505345774,0.2058911320946491,1.2267850980319259e-08,1.0,15.0
289,14.148365497589111,40000009.495898,0.0003690596382282516,0.26923300088786245,0.26923300088786245,0.0,0.0,0,0.0,0.0,0.17024645472380426,234953506.57352707,284663.3443652137,1.285525971309806e-197,1.285525971309806e-197,unknown,100.0,1.2874629178955158e-199,-7.171172354908582e-07,-7.171172354908582e-07,2.5323866935636616e-16,1.1334494503553296e-11,0.01194245857151375,0.030903154382632643,1.4342345098477532e-06,1.0,33.0
290,14.417735576629639,40000009.49589806,5.575503985246929e-08,0.2692330037643581,0.2692330037643581,2.920561874490147e-14,0.0,0,0.0,0.0,1.4409024567325408,27760381.46874949,284663.3443652137,3.5251468231659597e-14,3.5251468231659597e-14,optimal,7.0,6.823294463477719e-14,-2.1412495810801903e-08,-2.1412564043746536e-08,2.8952608002750507e-16,9.131799472639847e-13,0.0005681498655446259,2.5e-323,4.282499113674873e-08,0.0,10000.0
291,14.45880389213562,40000009.49589805,0.00017563668186372654,0.0500913456437631,0.0500913456437631,2.2384457750950387e-14,0.0,0,0.0,0.0,-0.09229958267066862,-433371420.33849597,284663.3443652137,2.3320302799907262e-14,2.3320302799907262e-14,optimal,7.0,5.229032395532074e-14,-2.9648643225999238e-08,-2.9648695516323192e-08,3.6271580074924275e-16,1.1874581792962725e-13,0.00021683541325107837,0.81,5.9297286423047135e-08,1.0,2.0
292,14.503471374511719,40000009.49589803,0.00045339961947807593,0.6300184765892269,0.6300184765892269,0.0,0.0,0,0.0,0.0,0.058030367397413074,689294274.8087817,284663.3443652137,1.9083641972140925e-198,1.9083641972140925e-198,unknown,100.0,1.8237989667678176e-199,-5.910689410747167e-07,-5.910689410747167e-07,2.491348746756699e-16,3.272151957239027e-12,0.007797105594528539,0.05814973700304011,1.1821378973268882e-06,1.0,27.0
293,14.545092821121216,40000009.4958979,0.00029171999816109985,0.2309890120629389,0.2309890120629389,2.1648476550438016e-14,0.0,0,0.0,0.0,-0.5587357698181287,-71590195.62584062,284663.3443652137,2.2459118277073642e-14,2.2459118277073642e-14,optimal,7.0,5.0571223499298655e-14,-1.6745143524764255e-07,-1.6745148581886605e-07,1.8084385917082026e-16,4.4203471529785575e-13,0.0002917199994216238,1.0,3.34902870561963e-07,1.0,0.0
294,14.586185693740845,40000009.495897874,0.00027066384583493457,0.1780990200752132,0.1780990200752132,2.327210576754646e-14,0.0,0,0.0,0.0,0.6732858168308867,59410135.674729176,284663.3443652137,2.4833110801210168e-14,2.4833110801210168e-14,optimal,7.0,5.4363931989208396e-14,-3.455823087206346e-08,-3.455828523599545e-08,2.965806967024543e-16,2.6422054751769795e-13,0.00030073761086871236,0.9,6.911646176414863e-08,1.0,1.0
295,14.631056547164917,40000009.49589786,0.0006216744584922752,0.7237876897906006,0.7237876897906006,0.0,0.0,0,0.0,0.0,0.707961660166463,56500235.85294506,284663.3443652137,2.820961517885577e-197,2.820961517885577e-197,unknown,100.0,1.6762541620626804e-199,-1.091971401689607e-06,-1.091971401689607e-06,2.4188798751597043e-16,3.8405908919766915e-11,0.014665192576674367,0.042391158275216244,2.1839428064213083e-06,1.0,30.0
296,14.672166585922241,40000009.49589777,0.00027552256240722777,0.12254139547223344,0.12254139547223344,2.1031802129991634e-14,0.0,0,0.0,0.0,0.2986422203371639,133939541.43135075,284663.3443652137,2.130683415664874e-14,2.130683415664874e-14,optimal,7.0,4.91304922582457e-14,-1.1458457205266595e-07,-1.1458462118315821e-07,1.2539661757149335e-16,4.781096007164993e-13,0.0003061361810429918,0.9,2.2916914411430855e-07,1.0,1.0
297,14.72177791595459,40000009.49589765,0.0005627898549201275,0.4557252287611453,0.4557252287611453,2.476635224649735e-14,0.0,0,0.0,0.0,1.1308540225843584,35371499.63676349,284663.3443652137,3.042357410272931e-14,3.042357410272931e-14,optimal,7.0,5.785939041414062e-14,-1.297470851284395e-07,-1.297471429878299e-07,2.1393474287229947e-16,5.77249408311548e-13,0.0005627898827875024,1.0,2.5949417026487995e-07,1.0,0.0
298,14.762656927108765,40000009.49589757,0.00013582460341641215,0.039313852162946625,0.039313852162946625,2.101116120504191e-14,0.0,0,0.0,0.0,-0.29079585573086447,-137553550.4619737,284663.3443652137,2.128758509310735e-14,2.128758509310735e-14,optimal,7.0,4.908228742972159e-14,-3.996048071622815e-08,-3.9960529798515583e-08,9.901705165753502e-17,4.9162969684176536e-14,0.00013582458540086384,1.0,7.992096142498916e-08,1.0,0.0
299,14.805171728134155,40000009.495897554,9.000663646549521e-05,0.014404609679150792,0.014404609679150792,2.211563300395639e-14,0.0,0,0.0,0.0,-0.39101553848660103,-102297730.12340613,284663.3443652137,2.2856161451544392e-14,2.2856161451544392e-14,optimal,7.0,5.166210171395043e-14,-1.4335854498618008e-08,-1.4335906160719722e-08,2.081943737050662e-16,1.831164731372047e-13,0.000169363320271943,0.5314410000000002,2.8671709026533688e-08,1.0,6.0
300,14.84662914276123,40000009.495897554,1.3806840552565339e-05,0.011937495582269418,0.011937495582269418,2.0996312978957956e-14,0.0,0,0.0,0.0,0.6393017907156247,62568264.34356026,284663.3443652137,2.098994167218973e-14,2.098994167218973e-14,optimal,7.0,4.904738157363063e-14,-1.428589366569406e-09,-1.4286384139509795e-09,2.23969648436561e-16,9.25949467626707e-14,6.70581203175525e-05,0.2058911320946491,2.857178726773248e-09,1.0,15.0
301,14.889294624328613,40000009.49589756,5.575503985246929e-08,0.011935390004938951,0.011935390004938951,2.0838350745663504e-14,0.0,0,0.0,0.0,0.6786046922753531,58944481.72431368,284663.3443652137,2.0742566423153655e-14,2.0742566423153655e-14,optimal,7.0,4.867838755936129e-14,-1.2019369034945e-09,-1.2019855818820593e-09,1.5191214530613044e-16,9.194085601139801e-14,4.882631804805745e-05,0.00017696434542799794,2.4038738116874634e-09,1.0,82.0
302,14.930057048797607,40000009.49589757,1.6383858920293433e-05,0.007115930095937271,0.007115930095937271,2.0687348514159e-14,0.0,0,0.0,0.0,-0.42164079309794733,-94867485.54055105,284663.3443652137,2.052423619402212e-14,2.052423619402212e-14,optimal,7.0,4.8325676889237e-14,-8.301257285702753e-10,-8.301740542471645e-10,3.0535783043375644e-16,4.422613381812385e-14,3.806059192145477e-05,0.43046721000000016,1.6602514564169543e-09,1.0,8.0
303,14.97433090209961,40000009.495897576,0.0002857063797329561,0.037172911913909465,0.037172911913909465,0.0,0.0,0,0.0,0.0,1.276046738394083,31346815.879848022,284663.3443652137,2.4871656422817384e-199,2.4871656422817384e-199,unknown,100.0,1.4078630986258206e-199,-3.421045722467912e-08,-3.421045722467912e-08,2.821016008007297e-16,5.696073121788881e-12,0.002611122439301961,0.10941898913151243,6.84209078214331e-08,1.0,21.0
304,15.01899766921997,40000009.49589755,0.0003852103013940823,0.1549529929152108,0.1549529929152108,0.0,0.0,0,0.0,0.0,0.7138638252648764,56033097.54580429,284663.3443652137,9.41893310819724e-198,9.41893310819724e-198,unknown,100.0,4.0393024428157835e-199,-1.1929574903243967e-06,-1.1929574903243967e-06,2.928950038471044e-16,2.4790591610391054e-11,0.01538898814986344,0.025031555049932444,2.3859150459746636e-06,1.0,35.0
305,15.060136556625366,40000009.495897554,3.110660853268212e-05,0.1311134588955552,0.1311134588955552,2.2305766482167566e-14,0.0,0,0.0,0.0,0.33089830515294066,120883066.66305444,284663.3443652137,2.3242729249248938e-14,2.3242729249248938e-14,optimal,7.0,5.210739442478946e-14,-6.881161375845519e-09,-6.8812134832399435e-09,2.998137120441351e-16,4.577704442832182e-13,0.00018652162052661453,0.16677181699666577,1.3762322794259035e-08,1.0,17.0
306,15.100841522216797,40000009.49589756,5.362620483505159e-05,0.06250730951325757,0.06250730951325757,2.1193201106411196e-14,0.0,0,0.0,0.0,0.5998941176881857,66678434.67537813,284663.3443652137,2.129532394634283e-14,2.129532394634283e-14,optimal,7.0,4.95072887021265e-14,-4.023173585967782e-09,-4.023223093256484e-09,1.3064562300187263e-16,6.677405585676315e-14,9.08164181043588e-05,0.5904900000000002,8.046347164011432e-09,1.0,5.0
307,15.141520500183105,40000009.495897554,0.0002696252317290957,0.03747561981038903,0.03747561981038903,2.3518051645221528e-14,0.0,0,0.0,0.0,1.7046989284307967,23464555.768436037,284663.3443652137,2.5413039645153456e-14,2.5413039645153456e-14,optimal,7.0,5.4943142961193136e-14,-1.0635725422669303e-08,-1.0635780365812264e-08,2.7290130100918647e-16,2.068812216049071e-13,0.00033287065454290856,0.81,2.1271450768443685e-08,1.0,2.0
308,15.18276834487915,40000009.495897554,0.00018027380299756758,0.013744425587368155,0.013744425587368155,2.1780175300879968e-14,0.0,0,0.0,0.0,-0.6471115532366464,-61813147.84948844,284663.3443652137,2.309666584228517e-14,2.309666584228517e-14,optimal,7.0,5.087912254831389e-14,-1.4078567928612516e-08,-1.4078618807735064e-08,3.0375599160746346e-16,1.394855213282071e-13,0.00018027379812403876,1.0,2.8157135853055258e-08,1.0,0.0
309,15.225283861160278,40000009.49589756,8.118740109913643e-06,0.010462741411218822,0.010462741411218822,2.0445501960592674e-14,0.0,0,0.0,0.0,-1.3067539313520322,-30610203.11710479,284663.3443652137,2.0287756644600124e-14,2.0287756644600124e-14,optimal,7.0,4.7760812747608524e-14,-1.5874021852118493e-09,-1.5874499460245968e-09,1.5898236070754637e-16,4.2272981064301377e-14,3.5488571771758774e-05,0.22876792454961012,3.1748043683105784e-09,1.0,14.0
310,15.266322135925293,40000009.49589756,0.00010425612953127096,0.019172046300341923,0.019172046300341923,2.109964922095891e-14,0.0,0,0.0,0.0,0.43450510404304915,92058762.03631334,284663.3443652137,2.1778154280690166e-14,2.1778154280690166e-14,optimal,7.0,4.928977401827733e-14,-1.3300247266729533e-09,-1.3300740164469717e-09,2.5482176826397145e-16,1.2498511097428834e-13,0.000128711255803129,0.81,2.6600494653313435e-09,1.0,2.0
311,15.307358741760254,40000009.49589757,3.288408090849304e-05,0.009331333061939052,0.009331333061939052,2.0665759828989747e-14,0.0,0,0.0,0.0,0.317326718498815,126053053.27776434,284663.3443652137,2.0555930440506862e-14,2.0555930440506862e-14,optimal,7.0,4.8275262016535854e-14,-4.538201602078116e-09,-4.5382498773401325e-09,1.865769542196255e-16,5.5801986645395905e-14,6.187711151525622e-05,0.5314410000000002,9.07640320218026e-09,1.0,6.0
