iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
1476,109.83385944366455,40000009.54755369,8.469235910504635e-06,1.876228808180601e-05,1.876228808180601e-05,2.0390985094569022e-14,0.0,0,0,0.0,1.0841372419455482,36895699.16461944,12234317.153595852,2.012236503489639e-14,2.012236503489639e-14,optimal,7.0,4.7409805602890065e-14,-1.966252507918484e-10,-1.966726605974513e-10,7.361983180314146e-17,4.693162412118013e-15,1.0,1.0,0.0
1477,109.88048195838928,40000009.54755369,0.0004026849174338058,0.16712459312176203,0.16712459312175684,4.160712994929192e-08,0.0,0,0,0.0,0.3216633035524098,124353636.76837783,12234317.153595852,8.191142181373222e-06,8.191142181373222e-06,unknown,15.0,3.9259705505473884e-28,-4.309733746399399e-08,-4.309733746399399e-08,3.4240612360356906e-16,1.4718120960123118e-11,0.03433683820292516,1.0,32.0
1478,109.92998814582825,40000009.54755369,0.00032118198448505525,0.2384709800765518,0.23847098001010536,5.629483528406985e-06,0.0,0,0,0.0,0.8516359169926699,46968431.023813486,12234317.153595852,0.0003176579045130439,0.0003176579045130439,unknown,15.0,3.6415859258705026e-26,-5.680556292961934e-06,-5.680556292961935e-06,1.68854977545858e-16,1.5225184851764965e-10,0.007069650490151055,1.0,47.0
1479,109.97670221328735,40000009.54755369,1.8209365307386047e-05,0.18976499527137722,0.18976499527137722,2.0571119494629566e-14,0.0,0,0,0.0,0.5729107719654131,69818902.10654916,12234317.153595852,2.029872351383939e-14,2.029872351383939e-14,optimal,7.0,4.7828417093811046e-14,-2.2443520986138202e-08,-2.2443568814555296e-08,5.636306546698812e-17,8.373008090852226e-14,0.2058911320946491,1.0,15.0
1480,110.02001929283142,40000009.54755367,0.00034909176714539446,0.2074560493789593,0.2074560493789593,2.816981765688609e-14,0.0,0,0,0.0,0.443066796680648,90279849.55549602,12234317.153595852,3.083400978616195e-14,3.083400978616195e-14,optimal,7.0,6.553831842128548e-14,-3.266604950304794e-08,-3.266611504136636e-08,2.736593942724758e-16,1.61739503543648e-13,0.9,1.0,1.0
1481,110.06424880027771,40000009.54755366,1.7542913738206108e-06,0.20741830969962546,0.20741830969512243,1.3667577378987901e-06,0.0,0,0,0.0,0.2641233079381341,151444422.53598696,12234317.153595852,0.0002541868723671194,0.0002541868723671194,unknown,15.0,2.4292024203473777e-27,-1.3690051508545777e-06,-1.3690051508545775e-06,2.23457773590178e-16,2.9840522010342234e-11,0.00012900700781701051,1.0,85.0
1482,110.39954137802124,40000009.54755369,3.942476676500724e-08,0.20742709489463843,0.20742709489463843,2.1100436787015763e-14,0.0,0,0,0.0,1.145861766216178,34908225.74553258,12234317.153595852,2.3241187842746187e-14,2.3241187842746187e-14,optimal,7.0,4.9060003246078654e-14,-8.511198845095498e-09,-8.511247905098743e-09,1.6109201749564036e-16,6.935181737308042e-14,2.5e-323,0.0,10000.0
1483,110.4458315372467,40000009.54755366,0.0002378127555333554,0.08409008569939505,0.08409008569939505,2.1898874097643402e-14,0.0,0,0,0.0,-0.015375380541893347,-2601561816.3334117,12234317.153595852,2.699586300453063e-14,2.699586300453063e-14,optimal,7.0,5.0920341304670565e-14,-1.6809145614226916e-08,-1.6809196534568222e-08,1.9403408550786813e-16,3.719379232874435e-13,1.0,1.0,0.0
1484,110.49137616157532,40000009.54755363,3.0175796983433593e-05,0.05637795087122391,0.05637795087122391,2.080329848934812e-14,0.0,0,0,0.0,-0.323174046395695,-123772322.06817813,12234317.153595852,2.200349839822929e-14,2.200349839822929e-14,optimal,7.0,4.836888515726934e-14,-9.673822476604454e-09,-9.673870845489611e-09,2.1550128645200876e-16,8.225655194634684e-14,0.31381059609000017,1.0,11.0
1485,110.79223346710205,40000009.54755369,2.580956827951785e-08,0.05637576462344577,0.056375764623338064,1.1019957676823357e-07,0.0,0,0,0.0,1.726002531237506,23174938.528786216,12234317.153595852,6.2374578139895e-06,6.2374578139895e-06,unknown,17.0,1.9465788452559694e-30,-1.1302832176925115e-07,-1.1302832176925115e-07,1.7039161259579052e-16,4.289905323509633e-11,2.5e-323,0.0,10000.0
1486,110.83630394935608,40000009.54755368,0.00038852919947912965,0.34591896898820496,0.3459189689865868,1.0580625226100427e-06,0.0,0,0,0.0,-0.8070143696298367,-49565414.274413794,12234317.153595852,6.0474312664996206e-05,6.0474312664996206e-05,unknown,16.0,3.350790135594492e-27,-1.0723550048818095e-06,-1.0723550048818093e-06,1.464016387750279e-16,5.047907506467077e-11,0.009697737297875247,1.0,44.0
1487,110.88086700439453,40000009.54755368,0.00018785489454916689,0.35714741471480527,0.3571474147138031,8.460780818972167e-07,0.0,0,0,0.0,-1.0503620529083373,-38082108.67245657,12234317.153595852,0.0001582667983093401,0.0001582667983093401,unknown,14.0,2.344827829329603e-25,-8.917994883039493e-07,-8.917994883039492e-07,1.2485982736711103e-16,1.4334740665342942e-11,0.014780882941434608,1.0,40.0
1488,110.92293620109558,40000009.547553666,7.663207377752781e-05,0.18041247915022648,0.18041247915022648,2.1933622295519405e-14,0.0,0,0,0.0,-0.5295961511487335,-75529251.70801258,12234317.153595852,2.1963204947841204e-14,2.1963204947841204e-14,optimal,7.0,5.0996532198273496e-14,-4.1811462727073486e-08,-4.1811513723605686e-08,3.7046413935552125e-16,3.10374150682014e-13,0.47829690000000014,1.0,7.0
1489,110.96628475189209,40000009.54755366,1.4355217530945997e-05,0.16616213928136603,0.16616213928136603,2.1410484095787036e-14,0.0,0,0,0.0,-0.03769840945146994,-1061052757.0291764,12234317.153595852,2.486738425370744e-14,2.486738425370744e-14,optimal,7.0,4.978414057626734e-14,-9.800210072107866e-09,-9.800259856248442e-09,3.0591060219615195e-16,1.8698858197817734e-13,0.07976644307687257,1.0,24.0
1490,111.00939798355103,40000009.54755365,6.203251569425494e-06,0.1634912345706868,0.1634912345706868,2.2706816569065322e-14,0.0,0,0,0.0,-0.38695501139590494,-103371191.84434548,12234317.153595852,3.1834021240556983e-14,3.1834021240556983e-14,optimal,7.0,5.281200626370823e-14,-2.0187553863283706e-08,-2.0187606675289968e-08,2.55640070785004e-16,7.992919353610158e-13,0.016423203268260675,1.0,39.0
1491,111.05331897735596,40000009.54755365,2.7009438830587867e-05,0.12779022249214286,0.12779022249214286,2.1048321227563515e-14,0.0,0,0,0.0,0.2023685912150097,197659147.3044635,12234317.153595852,2.303600057010489e-14,2.303600057010489e-14,optimal,7.0,4.893892310270529e-14,-1.0364980788698502e-08,-1.0365029727621604e-08,3.1778155327532422e-16,6.468888771183666e-14,0.22876792454961012,1.0,14.0
1492,111.09821581840515,40000009.547553636,0.00025274286642428223,0.18936958524526662,0.1893695852435889,7.971285153663011e-07,0.0,0,0,0.0,0.3815921719094021,104823957.86751409,12234317.153595852,0.00015248049912054744,0.00015248049912054744,unknown,14.0,2.2677284616124324e-25,-8.164508852253737e-07,-8.164508852253737e-07,2.394397555695551e-16,1.8939415011009512e-11,0.020275559590445278,1.0,37.0
1493,111.47107601165771,40000009.547553666,4.4703483581542975e-08,0.18942938577762464,0.18942938577762464,2.171316853935512e-14,0.0,0,0,0.0,0.6689314838725312,59796857.737042546,12234317.153595852,2.167271656976946e-14,2.167271656976946e-14,optimal,7.0,5.048416222262512e-14,-1.0008392311720662e-08,-1.0008442795882884e-08,2.0812733828646435e-16,1.2603298494079588e-13,2.5e-323,0.0,10000.0
1494,111.51957821846008,40000009.54755364,5.834512512905626e-05,0.046450413692229284,0.046450413692229284,2.0796673116402292e-14,0.0,0,0,0.0,-0.05836362140121693,-685358489.6717542,12234317.153595852,2.1999695269148716e-14,2.1999695269148716e-14,optimal,7.0,4.835342392995818e-14,-9.396408485754262e-09,-9.396456839178192e-09,1.7037021058667848e-16,8.184877963198075e-14,0.7290000000000001,1.0,3.0
1495,111.56825613975525,40000009.54755364,0.00029782112977056526,0.1813376328256813,0.18133763282020135,1.409766949419077e-06,0.0,0,0,0.0,0.4084803286065801,97923939.80314565,12234317.153595852,8.011434049952728e-05,8.011434049952728e-05,unknown,15.0,3.683736478772895e-25,-1.4208531710267564e-06,-1.4208531710267562e-06,1.5710122538248602e-16,5.62528244800687e-11,0.007069650490151055,1.0,47.0
1496,111.96747398376465,40000009.54755367,2.1073424255447017e-08,0.1813693680568176,0.1813693680568176,2.2460839425216526e-14,0.0,0,0,0.0,-0.7097690933600523,-56356357.61922596,12234317.153595852,2.266361955197538e-14,2.266361955197538e-14,optimal,7.0,5.222305481437348e-14,-1.8317989661116427e-08,-1.831804188417124e-08,2.405851753055738e-16,7.921136610489138e-14,2.5e-323,0.0,10000.0
1497,112.01738452911377,40000009.54755367,0.00044041068561103796,0.34598646275561323,0.34598646275553396,2.3424129246218447e-07,0.0,0,0,0.0,-0.2450006764632657,-163264867.31967348,12234317.153595852,4.5538001498951676e-05,4.5538001498951676e-05,unknown,15.0,5.429882619167603e-28,-2.6195249171741454e-07,-2.6195249171741454e-07,3.3461335848204216e-16,4.1940842943331577e-11,0.03433683820292516,1.0,32.0
1498,112.06709551811218,40000009.54755367,1.5441507585426452e-05,0.3461796584326912,0.34617965842485,2.3300095966578445e-06,0.0,0,0,0.0,-0.5192549756110404,-77033448.73932408,12234317.153595852,0.00013107493044397394,0.00013107493044397394,unknown,16.0,2.420777560570804e-27,-2.355035779938834e-06,-2.355035779938834e-06,3.26829067880159e-16,6.281857252266083e-11,0.0003699884850351276,1.0,75.0
1499,112.1159656047821,40000009.547553614,0.00021699373079548637,0.058483671055805424,0.058483671055805424,2.4888394129444224e-14,0.0,0,0,0.0,0.42420332757713186,94294412.09231365,12234317.153595852,2.576989004362622e-14,2.576989004362622e-14,optimal,7.0,5.786863365921606e-14,-3.2530925066935886e-08,-3.2530982935569545e-08,1.379257821335889e-16,1.1124969771295298e-13,0.9,1.0,1.0
1500,112.39670038223267,40000009.54755366,4.712160915387242e-08,0.05848367118220033,0.05848367118220033,2.6219812199081592e-14,0.0,0,0,0.0,-1.050024089720997,-38094367.28400527,12234317.153595852,2.7809534416531964e-14,2.7809534416531964e-14,optimal,7.0,6.097754875770093e-14,-2.3130145615698815e-08,-2.313020659324757e-08,1.576984159721364e-16,2.2598818207094277e-13,2.5e-323,0.0,10000.0
1501,112.44449257850647,40000009.54755362,0.00018717359860236525,0.0610799784292844,0.0610799784292844,2.37653074839629e-14,0.0,0,0,0.0,0.1388765044218534,288025703.8831181,12234317.153595852,2.438280378483553e-14,2.438280378483553e-14,optimal,7.0,5.5258555457403493e-14,-1.4148863880613096e-08,-1.4148919139168554e-08,6.433116658982162e-16,2.213542411401515e-13,1.0,1.0,0.0
1502,112.48967742919922,40000009.54755362,2.727278895855911e-06,0.061088061786075724,0.061088061784474436,4.4231088838271287e-07,0.0,0,0,0.0,0.12100554791154002,330563383.2834241,12234317.153595852,8.345990715584281e-05,8.345990715584281e-05,unknown,14.0,1.2973993943312818e-25,-4.492214152746541e-07,-4.492214152746541e-07,1.902489717199441e-16,2.5374972002402268e-11,0.00019662705047555326,1.0,81.0
1503,112.53536295890808,40000009.54755362,3.811223014600899e-05,0.06127790499877887,0.06127790499875169,5.771806772226187e-08,0.0,0,0,0.0,0.11422156301217823,350196595.48288774,12234317.153595852,3.2780233576200147e-06,3.2780233576200147e-06,unknown,18.0,3.1554892901283603e-32,-6.283966878464173e-08,-6.283966878464173e-08,1.9024462847178916e-16,2.688704872002988e-10,0.0009550049507968265,1.0,66.0
1504,112.57905745506287,40000009.54755362,0.00024080829359507833,0.0984374433512367,0.09843744334888373,6.806192060092487e-07,0.0,0,0,0.0,0.4494408323523563,88999484.91988939,12234317.153595852,0.00013016373453341828,0.00013016373453341828,unknown,14.0,2.0452655854406854e-25,-7.006322522604399e-07,-7.006322522604399e-07,1.6361174385689977e-16,1.0285651540720458e-11,0.016423203268260675,1.0,39.0
1505,112.62376070022583,40000009.54755362,1.5840852503126463e-06,0.09840196776262869,0.09840196776254981,1.245876604799248e-07,0.0,0,0,0.0,1.2807315727465425,31232150.195380062,12234317.153595852,7.0405967355653484e-06,7.0405967355653484e-06,unknown,16.0,2.28304377198299e-28,-1.3066716722558572e-07,-1.3066716722558572e-07,2.298171872562508e-16,6.733544623741807e-11,3.6435389420559045e-05,1.0,97.0
1506,112.6664822101593,40000009.54755362,9.208055939973487e-05,0.05292392863651267,0.05292392863651267,2.3776222761882833e-14,0.0,0,0,0.0,0.648193979132216,61709926.29302095,12234317.153595852,2.441930775258644e-14,2.441930775258644e-14,optimal,7.0,5.528492202417263e-14,-7.2557504890897926e-09,-7.2558057740118164e-09,2.0275853841051796e-16,1.6870938510338569e-13,0.5314410000000002,1.0,6.0
1507,112.73491430282593,40000009.54755362,7.904556885647978e-06,0.05288283243319078,0.05288283243279259,2.0521841005890406e-07,0.0,0,0,0.0,-0.4107303458265003,-97387505.90239339,12234317.153595852,1.1623802979202846e-05,1.1623802979202846e-05,unknown,16.0,5.015702953949654e-28,-2.0835956708122253e-07,-2.0835956708122253e-07,3.740379859262105e-16,3.197326912367581e-11,0.00017696434542799794,1.0,82.0
1508,112.7783715724945,40000009.547553614,0.0002510626833474006,0.05468837435833535,0.05468837435767232,2.692953319037393e-07,0.0,0,0,0.0,-1.1464051426747737,-34891681.37536045,12234317.153595852,1.5341037789938328e-05,1.5341037789938328e-05,unknown,16.0,8.371042955016641e-28,-2.7449794643302584e-07,-2.7449794643302584e-07,3.090903942234407e-16,7.943584856907059e-11,0.005726416897022355,1.0,49.0
1509,113.05552625656128,40000009.547553666,3.332000937312528e-08,0.054690130124317546,0.054690130124317546,2.1972437990668337e-14,0.0,0,0,0.0,0.9261019715704734,43191788.98275074,12234317.153595852,2.2020484819474667e-14,2.2020484819474667e-14,optimal,7.0,5.108662454414793e-14,-2.099765340601884e-08,-2.0997704492643384e-08,3.807225048442033e-16,1.6200216193659077e-13,2.5e-323,0.0,10000.0
1510,113.09954953193665,40000009.54755366,0.0005832211308748913,0.3120941315335259,0.3120941315321626,9.224642887471703e-07,0.0,0,0,0.0,0.6491386259347074,61620122.425197504,12234317.153595852,0.00017941483755732647,0.00017941483755732647,unknown,14.0,2.505240575690893e-25,-9.818291257950806e-07,-9.818291257950806e-07,1.2344919461481084e-16,3.111201868923915e-11,0.042391158275216244,1.0,30.0
1511,113.14815139770508,40000009.54755365,0.00018701559822810435,0.22053980037439505,0.22053980037439505,2.976872628043943e-14,0.0,0,0,0.0,0.401816537695285,99547922.83745244,12234317.153595852,3.300794276084311e-14,3.300794276084311e-14,optimal,7.0,6.926717511687638e-14,-6.774947748750317e-08,-6.774954675467829e-08,1.8691160246469426e-16,7.981513270430297e-13,0.31381059609000017,1.0,11.0
1512,113.1961817741394,40000009.54755365,0.0003554674913805826,0.2570596416032538,0.2570596415985964,1.5474055188524985e-06,0.0,0,0,0.0,-0.40406992166560746,-98992775.34238546,12234317.153595852,8.804728730594178e-05,8.804728730594178e-05,unknown,15.0,3.4350720984840034e-25,-1.5676667915598818e-06,-1.567666791559882e-06,1.197194776489553e-16,1.074555799900402e-10,0.008727963568087723,1.0,45.0
1513,113.24424171447754,40000009.547553636,6.510963102297136e-05,0.024898053527068517,0.024898053527068517,2.067117512178051e-14,0.0,0,0,0.0,0.20957721620179856,190860454.7322012,12234317.153595852,2.140477980377119e-14,2.140477980377119e-14,optimal,7.0,4.806159485313479e-14,-1.413275834331204e-08,-1.4132806404906893e-08,1.8658427047601594e-16,9.068572138655214e-14,0.9,1.0,1.0
1514,113.29273748397827,40000009.5475536,0.0002536145967643149,0.14368147928240316,0.1436814792814205,5.313919306665651e-07,0.0,0,0,0.0,-0.800393958145636,-49975392.139317505,12234317.153595852,0.00010171539213663788,0.00010171539213663788,unknown,14.0,1.5542708238860853e-25,-5.436950699089614e-07,-5.436950699089615e-07,1.6785791692371698e-16,2.2176669772271185e-11,0.020275559590445278,1.0,37.0
1515,113.33857417106628,40000009.54755359,8.786665265944537e-05,0.018065706981991576,0.018065706981991576,2.0540904158810087e-14,0.0,0,0,0.0,0.07082844317459212,564744904.0648735,12234317.153595852,2.0849037839206955e-14,2.0849037839206955e-14,optimal,7.0,4.775844066838068e-14,-2.360558376122442e-08,-2.3605631519665087e-08,2.658070922571978e-16,3.06494273942365e-13,0.81,1.0,2.0
1516,113.61287045478821,40000009.547553636,4.2146848510894035e-08,0.018065708193267763,0.018065708193267763,2.0663619778466308e-14,0.0,0,0,0.0,0.26486529873394443,151020175.88419804,12234317.153595852,2.0389297266213033e-14,2.0389297266213033e-14,optimal,7.0,4.804360513277401e-14,-1.9364247600064656e-09,-1.9364728036115985e-09,3.734791242772212e-16,7.337457426006985e-14,2.5e-323,0.0,10000.0
1517,113.66216230392456,40000009.547553636,4.360840544544581e-05,0.007933247193678303,0.007933247193678303,2.1230405460383084e-14,0.0,0,0,0.0,1.2920063809832565,30959602.266355984,12234317.153595852,2.1050631765396136e-14,2.1050631765396136e-14,optimal,7.0,4.9361444914218984e-14,-2.3197639150841028e-09,-2.319813276529017e-09,3.2055033741619003e-16,4.8867039967950766e-14,0.81,1.0,2.0
1518,113.73397135734558,40000009.54755363,0.00032305216590268807,0.13713460434821279,0.13713460434047967,1.4563503562656093e-06,0.0,0,0,0.0,-0.15597856618563496,-256445504.35959315,12234317.153595852,8.301454907781714e-05,8.301454907781714e-05,unknown,16.0,3.579498969336309e-27,-1.4693776324191945e-06,-1.4693776324191945e-06,2.0722937310043204e-16,9.289300094320139e-11,0.008727963568087723,1.0,45.0
1519,113.77800035476685,40000009.54755361,0.00040483256637349865,0.23296211362337896,0.23296211362114624,1.0199407418850385e-06,0.0,0,0,0.0,-0.47829739563396506,-83629984.9512275,12234317.153595852,0.0001950194315976945,0.0001950194315976945,unknown,15.0,2.5490723954962038e-27,-1.0545916849522204e-06,-1.0545916849522204e-06,2.875303755482539e-16,1.2585524310751157e-11,0.02781283894436938,1.0,34.0
1520,113.82678699493408,40000009.5475536,0.0001876175170712402,0.2918937332871576,0.29189373328586,8.703738837829958e-07,0.0,0,0,0.0,-0.8757037215303302,-45677551.77909124,12234317.153595852,0.00016891790643785501,0.00016891790643785501,unknown,15.0,2.3523772213679206e-27,-9.334679875565263e-07,-9.334679875565262e-07,2.989594800058864e-16,1.911989205233984e-11,0.014780882941434608,1.0,40.0
1521,113.87223625183105,40000009.5475536,1.5264055946826811e-06,0.29186842799908463,0.2918684279982163,7.119667687797118e-07,0.0,0,0,0.0,-0.2274003685132603,-175901219.52844012,12234317.153595852,0.00013819285615726578,0.00013819285615726578,unknown,14.0,2.0971408236768923e-25,-7.828207582826891e-07,-7.82820758282689e-07,1.0603875244715549e-16,1.858417103613082e-11,0.00012900700781701051,1.0,85.0
1522,113.91677188873291,40000009.5475536,0.00048468881814289994,0.4761628563723372,0.47616285637079314,1.2126174015603773e-06,0.0,0,0,0.0,1.0255077266016512,39005070.20042533,12234317.153595852,0.00024578783217687393,0.00024578783217687393,unknown,14.0,2.2376102443317363e-25,-1.3311836854553408e-06,-1.3311836854553408e-06,1.4516555322279505e-16,1.9503146951957584e-11,0.042391158275216244,1.0,30.0
1523,113.96052193641663,40000009.54755353,0.0002896854494238811,0.16515321415796927,0.16515321415796927,2.4164663001574116e-14,0.0,0,0,0.0,-0.7478280240456434,-53488236.171439104,12234317.153595852,2.4722491389319373e-14,2.4722491389319373e-14,optimal,7.0,5.618375634740349e-14,-1.807852448195085e-07,-1.8078530100326486e-07,1.2278964317890613e-16,2.8913738245130285e-13,0.7290000000000001,1.0,3.0
1524,114.00516724586487,40000009.54755344,0.00035972238621747546,0.1895469195579278,0.1895469195579278,2.7992786458986638e-14,0.0,0,0,0.0,0.39356399256613067,101635317.03184149,12234317.153595852,2.975497632947444e-14,2.975497632947444e-14,optimal,7.0,6.508979260181536e-14,-6.268993809078317e-08,-6.269000318057576e-08,1.2735238335047225e-16,1.2198782628084253e-13,1.0,1.0,0.0
1525,114.05222463607788,40000009.5475534,0.00020436627132334936,0.04373247355316357,0.04373247355316357,2.4368226608735384e-14,0.0,0,0,0.0,-0.5599758248257372,-71431662.36128505,12234317.153595852,2.507421935635991e-14,2.507421935635991e-14,optimal,7.0,5.665796813048624e-14,-1.5585389468846033e-08,-1.5585446126814163e-08,1.7934394087258868e-16,3.02394413428446e-13,1.0,1.0,0.0
1526,114.0961422920227,40000009.54755338,0.0003686107139165942,0.1923291424548461,0.19232914242952048,3.1211717118693894e-06,0.0,0,0,0.0,0.41125440118885276,97263403.50473326,12234317.153595852,0.00017790620578072837,0.00017790620578072837,unknown,14.0,2.513423156217498e-25,-3.1535762502695206e-06,-3.1535762502695206e-06,2.0723663946448957e-16,5.804574938193613e-11,0.009697737297875247,1.0,44.0
1527,114.36267423629761,40000009.54755343,3.942476676500724e-08,0.19238584289197572,0.19238584289197572,2.0438414653379082e-14,0.0,0,0,0.0,-1.612981343553596,-24798799.523455903,12234317.153595852,2.0168874386412393e-14,2.0168874386412393e-14,optimal,7.0,4.752016002021271e-14,-1.7159592312223893e-08,-1.7159639832383913e-08,1.754056627134218e-16,4.348583297703382e-14,2.5e-323,0.0,10000.0
1528,114.40894484519958,40000009.5475534,0.0001568048719218275,0.05635527784122295,0.05635527784122295,2.1166161363072282e-14,0.0,0,0,0.0,1.6856873446801255,23729193.92121878,12234317.153595852,2.3498377221155495e-14,2.3498377221155495e-14,optimal,7.0,4.921326138126042e-14,-1.898107582833668e-08,-1.8981125041598063e-08,2.1815884124834688e-16,2.1282952242696044e-13,1.0,1.0,0.0
1529,114.48503255844116,40000009.54755338,0.0005248281707410401,0.37223811221461506,0.3722381122113741,1.5533237689313918e-06,0.0,0,0,0.0,-0.17363170772706724,-230372675.54990697,12234317.153595852,0.000305798186098704,0.000305798186098704,unknown,15.0,2.1144572020747873e-27,-1.6334336193207354e-06,-1.6334336193207351e-06,3.3904135112024183e-16,7.773836235149951e-11,0.04710128697246249,1.0,29.0
1530,114.52932548522949,40000009.547553375,0.000492531524923798,0.5559323328322532,0.5559323328009241,5.902006128861629e-06,0.0,0,0,0.0,0.5448301725901271,73417376.33409327,12234317.153595852,0.00033468867160086713,0.00033468867160086713,unknown,15.0,3.21777789731376e-26,-5.990458844662415e-06,-5.990458844662414e-06,3.0253574606522826e-17,9.85658455624768e-11,0.011972515182562033,1.0,42.0
1531,114.57441401481628,40000009.547553346,0.00021130013625887998,0.5787301387214678,0.5787301387199969,1.304805032700242e-06,0.0,0,0,0.0,0.3323264828175851,120363573.92899483,12234317.153595852,7.437568539944948e-05,7.437568539944948e-05,unknown,15.0,3.2468300690778617e-25,-1.3583237873437838e-06,-1.3583237873437838e-06,1.860640545726334e-16,4.266632304110916e-11,0.00515377520732012,1.0,50.0
1532,114.61676383018494,40000009.54755331,0.0002108198604949022,0.10353759529125373,0.10353759529125373,2.1600835603591644e-14,0.0,0,0,0.0,0.30027852439043096,133209666.89822184,12234317.153595852,2.5327947428988324e-14,2.5327947428988324e-14,optimal,7.0,5.0224567649121054e-14,-7.585812901010757e-08,-7.585817923467522e-08,3.12209918227876e-16,5.070764524767664e-13,0.81,1.0,2.0
1533,114.65935826301575,40000009.54755329,6.7443188921491255e-06,0.08959084864754793,0.08959084864754793,2.0534290985735233e-14,0.0,0,0,0.0,0.25058692613153993,159625252.24967498,12234317.153595852,2.08362431348069e-14,2.08362431348069e-14,optimal,7.0,4.774320965663595e-14,-5.473414991536254e-09,-5.47346273474591e-09,2.576957353922587e-16,7.943800166971476e-14,0.13508517176729928,1.0,19.0
1534,114.92668581008911,40000009.54755332,6.828569911354543e-08,0.08959085605748676,0.08959085605748676,2.1679742072778658e-14,0.0,0,0,0.0,1.121524199037297,35665750.6850664,12234317.153595852,2.6143747257866482e-14,2.6143747257866482e-14,optimal,7.0,5.04110773355249e-14,-9.877529352138421e-09,-9.877579763215757e-09,1.0440532615122064e-16,1.8880775344747846e-13,2.5e-323,0.0,10000.0
1535,114.96921896934509,40000009.547553316,3.0367743941002794e-05,0.04315337494063856,0.04315337494063856,2.0629723529492233e-14,0.0,0,0,0.0,0.08029850768808729,498141295.9599287,12234317.153595852,2.1240247080771565e-14,2.1240247080771565e-14,optimal,7.0,4.7965132770863e-14,-4.895148938069568e-09,-4.895196903202339e-09,1.7117392618130667e-16,8.474102897196471e-14,0.5314410000000002,1.0,6.0
1536,115.01598167419434,40000009.547553316,0.00015924519115934177,0.08102491848342151,0.08102491847892193,8.539064019685878e-07,0.0,0,0,0.0,0.7199101827500731,55562490.67462836,12234317.153595852,0.00016265987285875503,0.00016265987285875503,unknown,14.0,2.337671657220374e-25,-8.659691907077468e-07,-8.659691907077468e-07,1.2059848020611844e-16,2.065451643517137e-11,0.013302794647291147,1.0,41.0
1537,115.0580804347992,40000009.547553316,3.863876844484917e-05,0.027025910349722935,0.027025910349722935,2.0361855396430598e-14,0.0,0,0,0.0,1.1631823750984638,34388419.012269996,12234317.153595852,2.009410523477007e-14,2.009410523477007e-14,optimal,7.0,4.734207098375074e-14,-6.215713330335594e-09,-6.215760672406577e-09,1.9667459845419716e-16,5.6784272572200365e-14,0.6561000000000001,1.0,4.0
1538,115.10024452209473,40000009.5475533,1.2963016789922469e-05,0.007503316619534416,0.007503316619534416,2.053970314206946e-14,0.0,0,0,0.0,0.6703960501672179,59666225.470755674,12234317.153595852,2.0267961337253643e-14,2.0267961337253643e-14,optimal,7.0,4.77555523588747e-14,-4.498599863278945e-10,-4.499077418802534e-10,1.7485939059346874e-16,2.43034493564264e-14,0.7290000000000001,1.0,3.0
1539,115.14300513267517,40000009.5475533,3.2147852325832147e-06,0.006118428200955472,0.006118428200955472,2.0691807272764594e-14,0.0,0,0,0.0,-0.2672187515658711,-149690104.55082694,12234317.153595852,2.0416889456465538e-14,2.0416889456465538e-14,optimal,7.0,4.810919526996381e-14,-6.403733983241031e-11,-6.408544902768027e-11,1.5230578929776036e-16,3.070811655578408e-14,0.1853020188851842,1.0,16.0
1540,115.21124458312988,40000009.5475533,1.6986670188713146e-06,0.0039868973251796615,0.0039868973251796615,2.0427191757616932e-14,0.0,0,0,0.0,0.6164664238804141,64885936.11554192,12234317.153595852,2.0157806415676884e-14,2.0157806415676884e-14,optimal,7.0,4.7493972683810456e-14,-2.0356185705496353e-11,-2.0403679678180164e-11,1.8962146985926642e-16,2.3686480895461244e-15,0.34867844010000015,1.0,10.0
1541,115.25361514091492,40000009.54755328,3.102627879285395e-06,0.002279977969783491,0.002279977969783491,2.0481497864503528e-14,0.0,0,0,0.0,-0.13022260702844904,-307166355.85697854,12234317.153595852,2.0210970760533272e-14,2.0210970760533272e-14,optimal,7.0,4.762023177370305e-14,-2.2802756573276495e-11,-2.2850376805050198e-11,1.7644996274195589e-16,5.274530589658189e-15,0.43046721000000016,1.0,8.0
1542,115.29841899871826,40000009.54755328,3.941836535418447e-05,0.003943946717333423,0.003943946711028773,2.23003158726278e-07,0.0,0,0,0.0,-0.5797161794667047,-68999286.247654,12234317.153595852,1.263001993402094e-05,1.263001993402094e-05,unknown,17.0,6.273634819884722e-30,-2.232320113076235e-07,-2.232320113076235e-07,3.3757656622219673e-16,3.8855990590487106e-10,0.0009550049507968265,1.0,66.0
1543,115.34214472770691,40000009.54755328,0.0001496910053199087,0.041817716778253675,0.041817716778172385,8.245512382297244e-08,0.0,0,0,0.0,-0.6709476299695094,-59617174.094496064,12234317.153595852,1.5841747791325125e-05,1.5841747791325125e-05,unknown,14.0,8.90962285715744e-27,-8.364084990679735e-08,-8.364084990679734e-08,4.612735588845337e-16,1.4094811484339914e-11,0.011972515182562033,1.0,42.0
