iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
421,180.53761768341064,40873747.35657581,2.2560800944554553e-05,2333828.6762041305,2333828.676178015,11.038890975526794,0.0,0,0.1182833307297743,0.026762112800016963,-2523823.7834752337,-15.780183201877877,5446756289752.231,0.5,0.2779718526038663,78.73499165493367,0.7392747296415909,15364.918317932526,3.0517578125e-05,True,15.0,-10894267246591.578,459771.4203728192,937457.4710126492,646490449218.6641,15364.918317932526,1.093441794297905e-05,(-2.2681598245888468e-05+0j)
422,180.95159435272217,40873780.49809346,4.770532692348177e-05,2333744.7881079377,2333744.7880817004,11.064319169141125,0.0,0,0.11828272092216226,0.026763605801009678,-3870913.675696021,-10.043419208682083,5446364735899.909,0.5,0.27796744537951196,78.87119591726498,1.5632088808246443,7584.742908018072,3.0517578125e-05,True,15.0,-10893512579503.305,1085989.8046356735,2148522.1981397816,5192039180026.816,7584.742908018072,1.0943247607775187e-05,(-2.2414622811189356e-05+0j)
423,181.40162181854248,40873781.16720434,2.4166003821124378e-05,2333720.5845460347,2333720.584519714,11.08180623239704,0.0,0,0.11828760623369232,0.026764233769506564,-4434022.619449002,-8.731506922111084,5446251766612.442,0.5,0.27796622984459224,78.91837999557741,3.167499210399389,26918.140261067398,7.62939453125e-06,True,17.0,-10892729471798.66,87691.62242883939,7250422.8325267,22543334069208.023,26918.140261067398,-6.300954056842377e-06,(-2.2337275676327963e-05+0j)
424,181.8398835659027,40873846.55830867,6.47337588578413e-05,2333567.892502991,2333567.892476247,11.17027415952145,0.0,0,0.11829795440747344,0.026767615284251527,-4028208.5194840706,-9.770264984451025,5445539108797.44,0.5,0.2779566686952112,79.60032217729227,1.060598280280399,12300.408152384807,6.103515625e-05,True,14.0,-10892503533223.727,1071416.2756188835,956951.4366414788,4214937566092.5234,12300.408152384807,7.903075613193148e-06,(-2.2310662023416645e-05+0j)
425,182.28407955169678,40873869.57225467,2.9006579099941516e-05,2333533.900155849,2333533.9001289983,11.192475079853006,0.0,0,0.11829519334302914,0.026768322018901333,-3984998.7255764795,-9.781235862519965,5445380463052.66,0.5,0.2779543862964355,79.88635538830847,1.900977011580808,19937.84551996738,1.52587890625e-05,True,16.0,-10891078217593.723,1508241.6096919698,2322381.9492868325,8085248829974.031,19937.84551996738,1.3856104619351626e-05,(-2.1928439628554834e-05+0j)
426,182.70478343963623,40873876.22914624,1.837142764746826e-05,2333439.440676328,2333439.440649224,11.244919364983812,0.0,0,0.1183001966229482,0.02676960708373801,-3072504.8922803705,-13.187694003637835,5444939623178.768,0.5,0.27794977121943976,80.28431311694652,0.6019967646796371,14523.043079053175,3.0517578125e-05,True,15.0,-10890760926104.162,218134.95313139656,1122628.865836296,1944783949285.8418,14523.043079053175,8.967772773128305e-06,(-2.1771318050485314e-05+0j)
427,183.14760518074036,40873873.96752926,9.797816602784834e-06,2333386.4330637697,2333386.4330365616,11.266455985997473,0.0,0,0.11830414716940384,0.026770133483311476,-3260522.1009589317,-11.705463025849722,5444692245880.496,0.5,0.2779475449363829,80.40308333185213,0.6421077654608984,12626.094460943474,1.52587890625e-05,True,16.0,-10889879246356.377,-148218.70402401808,1625134.4541106604,4701142422624.783,12626.094460943474,7.136039270587766e-06,(-2.1555519669004615e-05+0j)
428,183.587219953537,40873884.87472397,1.8176918708437186e-05,2333298.985787412,2333298.9857599847,11.311488140969043,0.0,0,0.11831237864165982,0.02677139700780976,-5030604.924022688,-8.00551483025673,5444284156949.9795,0.5,0.2779429912670381,80.71489226231161,0.5956214164899712,12426.624282548359,3.0517578125e-05,True,15.0,-10889384491759.834,357413.59100648423,575284.7077139297,3986816879071.8486,12426.624282548359,8.08707523989444e-06,(-2.149189391945301e-05+0j)
429,184.0267834663391,40873888.51432839,9.829617366212138e-06,2333258.0698158545,2333258.069788293,11.339071928018587,0.0,0,0.11831749765855597,0.026772069089541092,-4271494.250475936,-9.365593909808217,5444093220233.597,0.5,0.2779407578626367,80.90870742848341,0.6441937154580971,15191.98400330759,1.52587890625e-05,True,16.0,-10888568313898.8,238527.61394974633,744720.031132718,6018224498391.683,15191.98400330759,4.6675514311940016e-06,(-2.132590497134776e-05+0j)
430,184.5027301311493,40873888.514328375,2.9802322387695312e-08,2333258.0698158513,2333258.0697882897,11.339071928022705,0.0,0,0.11831749765855316,0.0267720690895411,-3014763.1531818067,-13.430258550583268,5444093220233.581,0.5,0.27794075786263617,80.90870742855087,1.4746815006891703,22372.439322460494,3.552713678800501e-15,True,48.0,-10888186440466.035,836086.8349280525,3755820.6209003218,952057074052.9727,22372.439322460494,7.705380032340373e-06,(-2.122376798437888e-05+0j)
431,184.94916987419128,40873888.73008989,1.2337153619400172e-05,2333254.8158572786,2333254.8158296193,11.359184533041256,0.0,0,0.11831588023052082,0.026772301520398337,-3948697.907841063,-9.868439845202355,5444078035593.517,0.5,0.27794016202080546,81.12082026173564,3.2341203388801003,55882.05615080319,3.814697265625e-06,True,18.0,-10888186440466.004,56544.195565664544,5892576.264609212,3369011617771.2656,55882.05615080319,3.7145702228318547e-06,(-2.122376877815736e-05+0j)
432,185.39022707939148,40873903.18843754,1.9647394350872856e-05,2333179.228002928,2333179.2279750383,11.40619553239504,0.0,0,0.11831760971081594,0.026773430040051952,-3663408.6955160773,-10.782987015693642,5443725309855.602,0.5,0.2779356526132387,81.52510447630829,0.6438060270118815,13642.673822948513,3.0517578125e-05,True,15.0,-10888156071185.875,473775.66099155834,671185.3406490885,1552052592817.9062,13642.673822948513,9.963454802110729e-06,(-2.1112737146598028e-05+0j)
433,185.83430767059326,40873904.3904654,6.195497132566889e-06,2333158.481298829,2333158.4812708483,11.424683757442562,0.0,0,0.11831927827216145,0.026773790673275694,-3716216.616285774,-10.714427157491098,5443628498727.497,0.5,0.27793455126835753,81.67821201707245,0.8120646392386103,21019.966292931094,7.62939453125e-06,True,17.0,-10887450619710.045,157551.96409009147,1382699.2919144111,3243772041495.58,21019.966292931094,5.294503421380656e-06,(-2.090333477728626e-05+0j)
434,186.24312663078308,40873938.98025994,4.50213278957137e-05,2333026.3461181195,2333026.346089869,11.479367534462874,0.0,0,0.11832121607543532,0.026775510370880017,-3091680.182861041,-13.080551279791846,5443011931550.848,0.5,0.27792568786182154,82.11585714436487,0.7376298014068762,7704.497209404092,6.103515625e-05,True,14.0,-10887256997453.836,566730.2429677093,364315.29098461295,2191252236579.3213,7704.497209404092,1.6433539816081196e-05,(-2.0824970841508083e-05+0j)
435,186.6927788257599,40873966.29046108,3.74995470990538e-05,2333017.1709238905,2333017.170895613,11.48492961898925,0.0,0,0.1183224062924164,0.026775886287981495,-3116884.0555941854,-12.428221716333706,5442969119695.175,0.5,0.2779243863523603,82.31266962804165,4.915145780050642,39429.57427590792,7.62939453125e-06,True,17.0,-10886023863100.537,3579582.49682134,2549975.204411505,28150333645079.1,39429.57427590792,1.4415221521816722e-05,(-2.060301359852199e-05+0j)
436,187.13902854919434,40873971.64416538,8.028753394993366e-06,2332986.6348312106,2332986.634802819,11.507859161475025,0.0,0,0.11832466124898423,0.02677634929939803,-2401517.039218103,-16.472262704297936,5442826638169.991,0.5,0.2779222039742947,82.51189822156628,0.5261882424105072,13381.355804081377,1.52587890625e-05,True,16.0,-10885938239389.191,350861.29232908983,581127.6791974953,2785712644611.6416,13381.355804081377,8.813898973523335e-06,(-2.0504351102494584e-05+0j)
437,187.57897686958313,40873969.49027262,1.447068481413816e-05,2332917.916238815,2332917.9162102668,11.539516059008028,0.0,0,0.11832654816465775,0.026777167353052588,-3005769.417326779,-13.484642982876812,5442506003776.257,0.5,0.2779198774571868,82.69406040380632,0.9483594395975226,18256.877153011093,1.52587890625e-05,True,16.0,-10885653276338.824,-141158.47689986794,2266735.4807412545,3974845977718.542,18256.877153011093,5.5115944142205845e-06,(-2.04053288389367e-05+0j)
438,187.99296355247498,40873982.921203144,1.4359029854113475e-05,2332885.7529585958,2332885.7529298863,11.5719665583524,0.0,0,0.11833129651668957,0.026778101567161563,-3517212.2985896217,-11.368897896912367,5442355936224.648,0.5,0.2779186955649507,82.97278363080403,1.8820833465241982,37540.874941197966,7.62939453125e-06,True,17.0,-10885012007551.355,1760439.4294802865,2362607.2987107625,1027847850504.7109,37540.874941197966,3.8232621863769645e-06,(-2.031550711977714e-05+0j)
439,188.41850471496582,40873968.51953519,2.3814526553744806e-05,2332807.795743152,2332807.795714407,11.578860901332526,0.0,0,0.11833533411721266,0.026778459161629797,-4589575.431308402,-8.737284567911832,5441992211747.317,0.5,0.2779162234150128,82.85318375108999,1.5607119029524639,21450.260200406465,1.52587890625e-05,True,16.0,-10884711872448.139,-943845.0856548727,4132781.208138412,7014504143651.326,21450.260200406465,2.627159428822145e-06,(-2.0179015607404113e-05+0j)
440,188.93094420433044,40873968.51953522,0.0,2332807.7957431553,2332807.7957144105,11.578860901348333,0.0,0,0.11833533411721082,0.026778459161630117,-2452416.0918811196,-15.786411491865278,5441992211747.332,0.5,0.27791622341501265,82.85318375126568,9.735260716153311,201096.36816216688,8.881784197001252e-16,False,51.0,-10883984423493.477,6974320.5026453715,4771176.916133477,22859169807097.285,201096.36816216688,2.4432966212053706e-06,(-2.0237433965818606e-05+0j)
441,189.37684392929077,40873964.23584751,9.134326731418048e-06,2332764.7778632683,2332764.777834401,11.60344626425366,0.0,0,0.11834078027521351,0.026778885844080138,-4194577.822589437,-9.298077183978489,5441791508706.19,0.5,0.27791400238405306,83.01112800579448,0.5986338089561158,13725.403401177478,1.52587890625e-05,True,16.0,-10883984423493.506,-280737.8835368341,703529.2290723389,5541644656733.108,13725.403401177478,5.6676253258010425e-06,(-2.023743362090341e-05+0j)
442,189.7883267402649,40873980.92793149,2.057431661495448e-05,2332713.0587512325,2332713.058722186,11.639217888124472,0.0,0,0.11833894613113467,0.02677968351723058,-3065366.906108381,-13.32020099555599,5441550214334.42,0.5,0.27790960585941793,83.34445118005611,0.6741806397925341,10983.611563911198,3.0517578125e-05,True,15.0,-10883583017411.223,546969.1443010953,776331.4538550308,2439995246286.163,10983.611563911198,1.1193969235427805e-05,(-2.016046810864849e-05+0j)
443,190.21150660514832,40873973.30589295,2.0290019921092364e-05,2332660.0489707408,2332660.0489417757,11.62285309572879,0.0,0,0.11834811622068613,0.02677976362811968,-3393763.3369274074,-11.887793448000398,5441302903930.453,0.5,0.2779093336628168,83.07418253592726,42.55112215751522,675464.8458181053,4.76837158203125e-07,True,21.0,-10883100428667.682,-15984982.281916527,121138699.06491175,82434745001381.3,675464.8458181053,2.0117377477062133e-06,(-1.9999185323288677e-05+0j)
444,190.73705387115479,40873973.305892974,3.942476676500724e-08,2332660.04897075,2332660.0489417845,11.622853095725777,0.0,0,0.11834811622068513,0.02677976362811961,-4225607.942151724,-9.307831790022124,5441302903930.494,0.5,0.2779093336628167,83.07418253590913,3.1244869092776666,29051.944840527554,8.881784197001252e-16,False,51.0,-10882605807859.748,1325557.4250347826,8180426.302486752,7488389663030.779,29051.944840527554,1.7013256487886059e-06,(-2.012942872078473e-05+0j)
445,191.1779646873474,40873965.282263905,1.0571657137874167e-05,2332624.64923335,2332624.6492043193,11.635867383916498,0.0,0,0.11835428142058864,0.026779990899756072,-4578593.169880945,-8.752180032112907,5441137754076.978,0.5,0.2779082068260009,83.11844336028463,1.3856500418634359,18683.972994739746,7.62939453125e-06,True,17.0,-10882605807859.83,-1051677.6597532274,3023596.0176204233,6947200636247.16,18683.972994739746,3.0672091175610996e-06,(-2.012942889473234e-05+0j)
446,191.661634683609,40873965.282263875,1.4901161193847656e-08,2332624.6492333654,2332624.6492043347,11.63586738389566,0.0,0,0.1183542814205862,0.026779990899755426,-4260834.758934781,-9.26871705576525,5441137754077.049,0.5,0.2779082068260008,83.11844336010522,12.023194120819307,207219.36710092786,8.881784197001252e-16,False,51.0,-10882275508152.797,-8392131.740403464,21951717.68903414,22143024330164.906,207219.36710092786,-7.91348381000948e-07,(-2.0108049236385e-05+0j)
447,192.07089805603027,40873980.09566546,1.561168139772668e-05,2332586.296064603,2332586.296035417,11.66686969178475,0.0,0,0.11835529454875378,0.026780846549528562,-2689605.9250837206,-14.516522309108344,5440958828453.631,0.5,0.27790597516890825,83.39117829193839,1.023131913530784,18233.743182214388,1.52587890625e-05,True,16.0,-10882275508152.94,970820.0189282371,939180.3113414717,1582253689526.2793,18233.743182214388,7.427436090694677e-06,(-2.0108049525565162e-05+0j)
448,192.57436728477478,40873980.09566544,0.0,2332586.2960646017,2332586.296035416,11.666869691785882,0.0,0,0.11835529454875175,0.02678084654952869,-2696317.6813361053,-14.5439927661253,5440958828453.627,0.5,0.2779059751689078,83.39117829197161,3.3147365633650527,13523.906673427977,3.552713678800501e-15,True,48.0,-10881917656906.104,2621831.845332699,5626866.801939487,4251262689233.6074,13523.906673427977,7.1398383569602216e-06,(-1.997651366875011e-05+0j)
449,193.0149278640747,40873982.60658981,8.852155178342448e-06,2332546.366339536,2332546.366310263,11.684069266134143,0.0,0,0.11836100587985478,0.026781336555244766,-4034666.106835011,-9.84779239483934,5440772550988.615,0.5,0.2779037728515275,83.47123029391396,0.5801393899588622,10886.34696518493,1.52587890625e-05,True,16.0,-10881917656906.096,164557.4788613679,373477.1639436301,7085758668196.079,10886.34696518493,5.078042558483451e-06,(-1.9976513299115492e-05+0j)
450,193.45480132102966,40873983.75983747,1.8510775192610394e-05,2332453.3020906323,2332453.3020612677,11.702161584115455,0.0,0,0.11836732877567398,0.026781909784433084,-3304393.8021854796,-12.20040677593181,5440338406297.917,0.5,0.2778993969579149,83.53130790947796,0.6065635121531515,6654.3848981539595,3.0517578125e-05,True,15.0,-10881545101976.072,37784.67151291844,1274894.2653412835,1675231300434.502,6654.3848981539595,2.0147325742225428e-05,(-1.9938255957575855e-05+0j)
451,193.8643183708191,40874009.63000159,3.082752429561623e-05,2332409.3722235374,2332409.3721941644,11.703732992639129,0.0,0,0.1183737310448622,0.02678286567223912,-4109920.832513788,-9.722458141199876,5440133479500.582,0.5,0.27789717671641584,83.44703349175605,2.0203150219705943,11907.299216869182,1.52587890625e-05,True,16.0,-10880676812594.676,1695496.8251215199,5455724.663145273,5446954854275.921,11907.299216869182,6.645780332981245e-06,(-1.9909657398524142e-05+0j)
452,194.30116748809814,40874006.64489911,3.4791470360972325e-05,2332342.286156428,2332342.286126771,11.760051940301386,0.0,0,0.118383858954462,0.026783862506151834,-3241196.0022397987,-12.10735149842961,5439820539656.458,0.5,0.2778924841764537,83.8354051686709,1.1400471234351288,15524.766330499442,3.0517578125e-05,True,15.0,-10880266959000.006,-97827.03745053503,2059315.4043653526,6837516197262.066,15524.766330499442,3.7923180758430685e-06,(-1.994995692829961e-05+0j)
453,194.71345019340515,40874011.498135395,1.1342485528338223e-05,2332332.6501471414,2332332.650117359,11.784870641666462,0.0,0,0.11838060848713909,0.026784194975913046,-3160100.001653088,-12.469783276093365,5439775590804.869,0.5,0.2778913166535831,84.11037345474966,1.4866671938840872,36545.58888449767,7.62939453125e-06,True,17.0,-10879641079311.758,636120.0358713487,1769254.5995387742,3119894240609.8516,36545.58888449767,5.57876123202959e-06,(-1.9765200208279586e-05+0j)
454,195.15644693374634,40874012.02486231,9.747170632190823e-06,2332296.373298616,2332296.373268724,11.806522638049255,0.0,0,0.11838643199074629,0.026784678930823893,-3826761.317896163,-10.022040454775597,5439606372763.849,0.5,0.2778890998950031,84.23016877573225,0.6387898333765831,12677.672992512104,1.52587890625e-05,True,16.0,-10879551181608.58,34519.92311927871,849082.8783136046,7876967710564.859,12677.672992512104,3.4491819575821543e-06,(-1.9635918466421185e-05+0j)
455,195.56714344024658,40874019.74207041,1.6351952033315673e-05,2332212.5803048983,2332212.580274811,11.844721121891766,0.0,0,0.11839393900455049,0.02678568294487399,-4347036.805185242,-9.096096727354517,5439215519593.497,0.5,0.2778846167041106,84.4700984927233,0.5358222175709467,10735.481940902097,3.0517578125e-05,True,15.0,-10879212745526.54,252881.84241467965,608062.78445428,3614817146353.9443,10735.481940902097,9.854662349036816e-06,(-1.958011796522539e-05+0j)
456,196.00683760643005,40874023.4325704,9.641557964675676e-06,2332166.8124222085,2332166.8123919833,11.871767964288908,0.0,0,0.1183995656634662,0.026786344712493432,-3366800.9191016518,-11.808909274795203,5439002040823.989,0.5,0.27788238216901806,84.64419303257549,0.6318716870606078,15065.389052418845,1.52587890625e-05,True,16.0,-10878431039185.836,241863.54081044375,1119971.896857318,5708100229588.768,15065.389052418845,4.998191490651299e-06,(-1.9468965895329167e-05+0j)
457,196.42600750923157,40874028.18195639,1.0986461532962396e-05,2332149.6440391797,2332149.644008923,11.877966514008307,0.0,0,0.11840408612074312,0.026786668151785376,-3527169.8630361287,-11.03049776584731,5438921962052.351,0.5,0.27788128204475077,84.6367836319367,1.4400246656605262,14446.979625240683,7.62939453125e-06,True,17.0,-10878004081646.82,622510.4696789122,2927725.0578007195,14920861121650.922,14446.979625240683,-4.075594063925073e-06,(-1.9388928955826144e-05+0j)
458,196.8688199520111,40874021.83539384,1.8790039297001445e-05,2332130.1711217733,2332130.171091657,11.850209057502608,0.0,0,0.11840703505614807,0.026786233219656414,-3995280.686471496,-9.801584950692748,5438831134917.407,0.5,0.27788006526408854,84.31328356965776,2.462853732597283,43634.585914873045,7.62939453125e-06,True,17.0,-10877843924103.543,-831867.7684440756,3050744.428354663,6960108724129.415,43634.585914873045,1.3076263043455226e-06,(-1.9392376840440732e-05+0j)
459,197.28396558761597,40874050.93010687,3.392946630896015e-05,2332066.495541062,2332066.4955106964,11.899062986080004,0.0,0,0.11840291324076806,0.026787521191798527,-4007386.8947538123,-9.947366568449418,5438534139484.946,0.5,0.2778755049615856,84.80536702643172,1.1118011606500258,16127.603121449114,3.0517578125e-05,True,15.0,-10877662269833.656,953386.7400201682,1356206.0620803873,1261977304711.6426,16127.603121449114,1.0962945496021746e-05,(-1.954125326944333e-05+0j)
460,197.72239923477173,40874052.42962045,1.4053856998334877e-05,2332017.748797967,2332017.748767394,11.939541056022012,0.0,0,0.11840963614577847,0.02678832609661187,-2334862.24726061,-16.49448829424778,5438306780567.548,0.5,0.2778731753724893,85.09686714836135,0.921033507443205,22258.368341807374,1.52587890625e-05,True,16.0,-10877068278968.734,98282.30687806659,2826462.821926689,7345994475716.681,22258.368341807374,2.310510441012361e-06,(-1.931442279727282e-05+0j)
461,198.1355185508728,40874049.63798543,9.601702865688777e-06,2331972.893857917,2331972.893827244,11.958803286147525,0.0,0,0.11841603579733019,0.026788729938300674,-4312447.50668341,-9.00799431805619,5438097577546.417,0.5,0.277870953175551,85.18216505493616,0.6292785523567441,12395.892543414948,1.52587890625e-05,True,16.0,-10876613561133.938,-182954.5293891655,1215165.9012284959,6757879107974.24,12395.892543414948,4.839352615545142e-06,(-1.9182148431266173e-05+0j)
462,198.57669258117676,40874039.918472014,3.1904534481186704e-05,2331911.5280159884,2331911.5279850545,12.009518951843297,0.0,0,0.11842326156920506,0.026789493007279938,-4262735.469019111,-9.64532997716772,5437811374350.999,0.5,0.2778685299993954,85.56689922793183,2.090895722195302,28032.28648352335,1.52587890625e-05,True,16.0,-10876195155091.676,-637005.8266399609,4315994.303099619,651573973051.1094,28032.28648352335,5.312494242586624e-06,(-1.9143798770896963e-05+0j)
463,198.98943853378296,40874053.67568122,2.2144579503113834e-05,2331834.571851718,2331834.5718205147,12.06143169024024,0.0,0,0.11842983219626897,0.026790764956604145,-2419254.0491850497,-16.826701762199818,5437452470338.767,0.5,0.27786395809119246,85.9486936211047,0.7256311183582419,14325.140703838462,3.0517578125e-05,True,15.0,-10875622748700.84,450804.77693303325,1589338.0798813694,3803572931753.747,14325.140703838462,7.190531980908698e-06,(-1.8971694935026443e-05+0j)
464,199.42484951019287,40874067.50104338,1.96687369025122e-05,2331752.832964669,2331752.832933272,12.098686321257844,0.0,0,0.11843754061121763,0.026791884442811154,-3798746.989871497,-10.607234144405483,5437071273893.746,0.5,0.27785947428788066,86.16946713533368,0.644504226579554,10647.980848737174,3.0517578125e-05,True,15.0,-10874904940676.375,453038.77158453676,523203.08237544826,4262203402118.1006,10647.980848737174,9.045397810447856e-06,(-1.8803203428901738e-05+0j)
465,199.83583641052246,40874068.332760505,1.0280105806981222e-05,2331716.8431810355,2331716.8431495437,12.116841445246232,0.0,0,0.11844476343540371,0.02679234683475806,-4298372.655285433,-9.312172303867664,5436903436628.679,0.5,0.2778572341219477,86.22936272474855,0.6737257271286244,13139.892222191273,1.52587890625e-05,True,16.0,-10874142547786.334,54507.813962800574,545890.1962316398,10278883241438.848,13139.892222191273,6.598443109786338e-07,(-1.8706937014543085e-05+0j)
466,200.27540278434753,40874066.60699687,7.475216190668821e-06,2331669.269397851,2331669.2693662597,12.135815485970085,0.0,0,0.11844938780043256,0.026792742280836012,-3292961.7102944213,-12.172118114282656,5436681581708.395,0.5,0.2778550417929523,86.33149454770766,0.48989656582965657,11224.506524909055,1.52587890625e-05,True,16.0,-10873806873256.2,-113101.20463190712,1314961.8335804704,2813539046651.1943,11224.506524909055,1.0459564330689136e-05,(-1.8681027754280834e-05+0j)
467,200.69528341293335,40874059.04879074,1.8283724785022473e-05,2331661.0654669204,2331661.0654354896,12.10496297072961,0.0,0,0.11845522524205236,0.026792337903340242,-3088564.1746222205,-12.59610864219785,5436643324069.168,0.5,0.2778545357749743,85.94315260042966,9.585934009337867,214642.90315283625,1.9073486328125e-06,True,19.0,-10873363163415.63,-3962704.9836791293,3978374.920510641,51144167711500.78,214642.90315283625,-2.7328274440536247e-06,(-1.8636878180114805e-05+0j)
468,201.13570380210876,40874057.90376017,1.2760797989749684e-05,2331625.920770164,2331625.92073853,12.144030929928057,0.0,0,0.11846015031557015,0.026792945398389154,-4304531.951561151,-9.146539940041682,5436479434261.202,0.5,0.277852239673404,86.2393440056307,0.8362968509298675,21621.19867303368,1.52587890625e-05,True,16.0,-10873286648137.178,-75040.89490355938,133656.960756273,7382368899831.756,21621.19867303368,2.3518187943551044e-06,(-1.8805392127335347e-05+0j)
469,201.53975081443787,40874076.45514335,4.7930383543435486e-05,2331442.940757768,2331442.9407258276,12.202217787250545,0.0,0,0.11846346502318282,0.02679446121538569,-3921084.1621894385,-9.963016186998713,5435626185861.699,0.5,0.27784335126463405,86.6757167165028,0.7852913648512914,8088.3835718859,6.103515625e-05,True,14.0,-10872958868521.246,303935.88310517307,1495036.0980446842,856834485851.0117,8088.3835718859,2.112405283130166e-05,(-1.8676255269891148e-05+0j)
470,201.97641110420227,40874120.63384433,6.196431044960362e-05,2331273.712498406,2331273.7124662832,12.236529099855728,0.0,0,0.11846987632083979,0.026796400564965857,-3826428.8044222,-10.509128610726727,5434837122437.731,0.5,0.27783455320214523,86.83074610766961,1.01522359527099,5535.284326284802,6.103515625e-05,True,14.0,-10871252371722.24,723856.3813133322,883426.6375062059,689425035452.2617,5535.284326284802,2.6796230974743857e-05,(-1.848826129395874e-05+0j)
471,202.38779497146606,40874121.32926107,1.2468158734236255e-05,2331210.35523325,2331210.3552009882,12.26282301663904,0.0,0,0.11847843532329315,0.026797113964714896,-3522582.591588812,-11.014788501361393,5434541720197.723,0.5,0.2778322581137528,86.94640851623582,0.8171186165914592,16804.276733106286,1.52587890625e-05,True,16.0,-10869674244874.305,45575.24599517874,1903329.0715089152,4173808109876.879,16804.276733106286,5.804857287646755e-06,(-1.8422355143771292e-05+0j)
472,202.80473947525024,40874120.4147082,8.48329009104474e-06,2331197.788560688,2331197.788528427,12.262622606179963,0.0,0,0.11848396924020042,0.02679727447968613,-2945825.687435439,-13.547366873674084,5434483129241.233,0.5,0.277831935283553,86.86211107706532,4.447726284853214,80284.55548852283,1.9073486328125e-06,True,19.0,-10869083440394.287,-479497.91081162234,7166259.1167921405,41050930343421.586,80284.55548852283,-5.476823323611611e-06,(-1.8373430079124476e-05+0j)
473,203.24442601203918,40874113.98318817,9.478216214983104e-06,2331171.9701554603,2331171.970123166,12.268834428605258,0.0,0,0.11848886321856635,0.02679736495974328,-2496483.491218382,-15.453478227990992,5434362754289.329,0.5,0.27783082461093245,86.84093722498172,1.2423511944620953,17211.506971290437,7.62939453125e-06,True,17.0,-10868966258481.309,-842995.7490957835,1782450.0115230954,7623116068870.83,17211.506971290437,2.7474275026204772e-06,(-1.8409149958075355e-05+0j)
474,203.65854597091675,40874131.359738275,2.30496062843421e-05,2331154.555612742,2331154.555580304,12.29607980839518,0.0,0,0.11848103643305131,0.0267979459093707,-2790594.6673302073,-13.98325000510509,5434281562004.207,0.5,0.2778295226342078,87.2124701509791,3.0211590235262986,52742.47798037596,7.62939453125e-06,True,17.0,-10868725508577.5,2277573.2180586695,2539986.608063044,18778328634133.24,52742.47798037596,8.189226957563744e-06,(-1.841818610611834e-05+0j)
475,204.0952229499817,40874148.71448844,2.294161890940473e-05,2331061.287227985,2331061.287195188,12.363715850707159,0.0,0,0.11848770527272774,0.026799529371798247,-3578559.8956556465,-11.18669259180356,5433846724661.491,0.5,0.2778247832699933,87.7392897056058,0.7517524723297748,18844.75105470657,3.0517578125e-05,True,15.0,-10868563124007.256,568692.2204087196,783843.8553642305,2314778833391.334,18844.75105470657,6.612895718505111e-06,(-1.826116561500299e-05+0j)
476,204.57506942749023,40874148.714488395,0.0,2331061.287227985,2331061.287195188,12.363715850745805,0.0,0,0.11848770527273304,0.026799529371798185,-4168510.4197834777,-9.792143371532477,5433846724661.491,0.5,0.2778247832699931,87.73928970590963,41.23291497593162,369754.31455629796,8.881784197001252e-16,False,51.0,-10867693449321.824,-27364854.472667698,13994270.529701073,136717215969281.31,369754.31455629796,-4.95873040894368e-06,(-1.8041931924083407e-05+0j)
477,205.01166796684265,40874137.26803396,2.3276023992787905e-05,2330996.8827252877,2330996.8826921554,12.426633603639022,0.0,0,0.11849423211220096,0.02680017899551827,-2851412.313333821,-13.53780242561384,5433546467121.948,0.5,0.277820108300583,88.220163934113,0.7627097209270521,17457.915037426777,3.0517578125e-05,True,15.0,-10867693449321.824,-375085.4136676726,936664.3433962173,5300528326143.054,17457.915037426777,4.645943276108647e-06,(-1.8041931867778677e-05+0j)
478,205.4256887435913,40874155.22465281,2.1234421352245043e-05,2330987.1358469366,2330987.1358137964,12.428045450970874,0.0,0,0.11848932767877222,0.02680053306154582,-3294466.8378772167,-11.804354675075704,5433501027330.811,0.5,0.27781954044316554,88.29898717849503,5.5664867541372365,33492.74356811663,3.814697265625e-06,True,18.0,-10867092934242.738,4707227.016801103,396579.73413607926,23897030292564.617,33492.74356811663,1.5122508283720923e-05,(-1.7845306467473977e-05+0j)
479,205.86757898330688,40874165.04095905,1.2345735700288973e-05,2330971.3031835034,2330971.303150219,12.455054918449251,0.0,0,0.11848685523345938,0.02680104017568383,-2625614.1218893663,-15.261859683358445,5433427216111.234,0.5,0.27781837589790825,88.58981857471417,1.6181818713192901,38394.52378031934,7.62939453125e-06,True,17.0,-10867002054660.463,1286644.9278697364,530764.2704612109,4098742573455.205,38394.52378031934,5.678977079107011e-06,(-1.7813397874780655e-05+0j)
480,206.28551816940308,40874168.70263621,8.426300325969779e-06,2330936.8667668514,2330936.8667334244,12.4816254411234,0.0,0,0.11849180851091397,0.026801594084363396,-3553859.0236504283,-11.007240208958224,5433266676698.438,0.5,0.277816153580232,88.75719749004895,0.5522266731434372,14867.031624413827,1.52587890625e-05,True,16.0,-10866854432221.31,239974.03496312263,361567.96907032665,7678399039653.068,14867.031624413827,3.1246147440130327e-06,(-1.7696403408265907e-05+0j)
