iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
14,0.9147071838378906,40539532.4060459,0.003056811737518504,2622269.1782375756,2622269.1782373255,1.138663441897076,0.0,0,0.10127409452297208,0.013793589955788053,-2806077.7684577517,-13.540455837225082,6876295643134.982,0.5,0.29115739320061207,8.196739695599986,0.001953125,True,9.0
15,0.9814050197601318,40535611.9955517,0.004969933200801801,2602493.6402088073,2602493.6402085354,1.1835431542429864,0.0,0,0.10157522564325466,0.014019188185556274,-2633081.737256781,-14.526543507101616,6772973147327.384,0.5,0.2899432695468183,8.763740250466705,0.0078125,True,7.0
16,1.058007001876831,40535821.35512448,0.004632132707002507,2601195.5026566824,2601195.502656397,1.2126943315197836,0.0,0,0.10215820255921373,0.014014863646422874,-2620395.303328795,-14.346941660003427,6766218043041.375,0.5,0.2898918957337216,9.087797873788567,0.000244140625,True,12.0
17,1.1340394020080566,40535452.36383345,0.000666832587497911,2598775.051160253,2598775.0511599593,1.229750238772118,0.0,0,0.10238982637274423,0.014024685012612531,-2891124.3941860273,-12.923709866069709,6753631766532.954,0.5,0.28974561289508577,9.28548633273616,0.0009765625,True,10.0
18,1.2045478820800781,40534492.83423974,0.0006681857279918472,2594181.9828448817,2594181.9828445776,1.2495917255877507,0.0,0,0.10255414942427447,0.014078363129591511,-2102987.444399388,-18.210707016070725,6729780160116.928,0.5,0.28945525472083505,9.520385989010423,0.001953125,True,9.0
19,1.2768115997314453,40534211.61954369,0.0011643111437342393,2591384.264955605,2591384.264955288,1.2759905996509788,0.0,0,0.1029166008265239,0.014041147945625988,-3048922.338869544,-12.577731776391653,6715272408659.358,0.5,0.28930298107302466,9.819210573556356,0.0009765625,True,10.0
20,1.3491814136505127,40533745.65026259,0.00033496479029069556,2588913.3768216614,2588913.376821337,1.2907053577828975,0.0,0,0.1030535870476527,0.014061302075057775,-2518186.1799575244,-14.953305645748234,6702472472685.954,0.5,0.2891587360176412,9.987082340621283,0.0009765625,True,10.0
21,1.4245128631591797,40533604.23331729,0.0004715049121206527,2587493.5811955146,2587493.581195183,1.304379409065986,0.0,0,0.10321552785345232,0.014056765857906368,-2472451.0763002383,-15.151235165985307,6695123032727.772,0.5,0.28908570859616745,10.1383612193002,0.00048828125,True,11.0
22,1.4950404167175293,40532721.567655094,0.0006165360553004431,2582438.82110435,2582438.8211040013,1.3363662070364204,0.0,0,0.10349089903161125,0.014074027294400956,-2031196.4167320135,-18.513682609659824,6668990264746.518,0.5,0.2887907142931482,10.497243692956983,0.001953125,True,9.0
23,1.5654282569885254,40531664.752735935,0.0013686497984955028,2577594.821485376,2577594.8214850146,1.3593795454730377,0.0,0,0.10360760832616611,0.014103438593108919,-2217061.950658327,-16.914426893014276,6643995063747.855,0.5,0.2885019257989872,10.76101881714575,0.001953125,True,9.0
24,1.63657808303833,40530741.199999265,0.0005423421897914971,2572597.4477096503,2572597.4477092703,1.3930744667530555,0.0,0,0.10384158889109148,0.01413287891334145,-1837008.2386007688,-20.639413903787702,6618257627961.742,0.5,0.2882080831180597,11.132159016507833,0.001953125,True,9.0
25,1.7071664333343506,40529714.42954153,0.0007669343914257363,2567496.0345651503,2567496.0345647517,1.4257540022428499,0.0,0,0.10403127325992821,0.014159951663245062,-2221589.0630482514,-16.87811361987343,6592035887507.209,0.5,0.28791610234660964,11.491322996247076,0.001953125,True,9.0
26,1.7869892120361328,40529639.88837968,0.0006823412517835101,2566220.8428566265,2566220.842856219,1.4411439079881299,0.0,0,0.10417858139314391,0.014138007008692506,-2591821.961280598,-14.451750635845558,6585489414311.17,0.5,0.2878784236586336,11.652520101722859,0.000244140625,True,12.0
27,1.8617463111877441,40529168.07238468,0.0003370353997598881,2563629.6474831635,2563629.6474827426,1.4639779810258045,0.0,0,0.10432405488487206,0.014144791561332453,-3072713.0512798433,-12.443093952887395,6572196969453.976,0.5,0.28773353053054335,11.897053673834625,0.0009765625,True,10.0
28,1.9569058418273926,40528114.95014272,0.0005911785090998738,2558661.5262374803,2558661.5262370408,1.4947812520220638,0.0,0,0.10443696086228128,0.0141870340541427,-2709065.9437205093,-13.827123858958961,6546748805847.143,0.5,0.2874439678694804,12.231741302723316,0.001953125,True,9.0
29,2.029564380645752,40527568.3963361,0.0004087616287521836,2556002.933174418,2556002.9331739643,1.5177492014622638,0.0,0,0.10455645511869358,0.014219922810358174,-3146900.8889901773,-12.086338115749424,6533150994395.387,0.5,0.28729946907550197,12.474140076204026,0.0009765625,True,10.0
30,2.101560354232788,40527100.30711111,0.0003890048897044555,2553443.772677686,2553443.7726772176,1.5416050294034995,0.0,0,0.10467632809388805,0.014212756491709787,-2338119.8473175433,-16.396007656592257,6520075100225.539,0.5,0.2871551258321011,12.72662898822617,0.0009765625,True,10.0
31,2.1658174991607666,40516285.99482542,0.011942930099374627,2512058.213974704,2512058.2139741746,1.6262023603658389,0.0,0,0.1038023154610942,0.014458301367635356,-2615513.49103923,-14.142580699694657,6310436470396.57,0.5,0.2847607613717477,13.787425638495524,0.015625,True,6.0
32,2.2378740310668945,40516003.28085905,0.0006905806006260183,2509646.6818921864,2509646.6818916244,1.6752220913088531,0.0,0,0.10406570589178751,0.014459783102912531,-2923153.4896746813,-13.116442873412725,6298326467931.084,0.5,0.2846088304715933,14.286920151122985,0.0009765625,True,10.0
33,2.317218065261841,40515654.721330784,0.0006147854356256632,2507197.0610468737,2507197.0610462795,1.7215651558918774,0.0,0,0.10428370789925116,0.014442869621938362,-2438413.536358915,-15.189070850537567,6286037102920.547,0.5,0.28445909295843197,14.758736014496153,0.0009765625,True,10.0
34,2.391448497772217,40515515.431100026,0.0003190060043424187,2506022.708210924,2506022.708210311,1.7489869917598495,0.0,0,0.10440841016695852,0.014447310263972906,-2088517.9467452592,-17.85192551204145,6280149814067.186,0.5,0.28438623467852175,15.034726836074716,0.00048828125,True,11.0
35,2.4634366035461426,40515048.2314736,0.00042140363519533046,2503420.8364067725,2503420.836406128,1.7921963450805505,0.0,0,0.10457123347445874,0.014480733804601935,-3070243.0201444086,-12.37837120411229,6267115884153.801,0.5,0.28423904275909867,15.47007861099301,0.0009765625,True,10.0
36,2.5356943607330322,40514585.73991902,0.00038909243322929435,2501011.827480472,2501011.827479801,1.8280103484510821,0.0,0,0.10467660666732352,0.014478455567359058,-2474564.4167870637,-15.446117457693823,6255060161195.297,0.5,0.2840949094882778,15.834484833980579,0.0009765625,True,10.0
37,2.6041390895843506,40511109.18080291,0.0056492691762947515,2490103.5708400584,2490103.570839444,1.7448279670499423,0.0,0,0.10379828683477685,0.014758159698766548,-3310526.9418795723,-11.192602304682119,6200615793508.784,0.5,0.28346448170152017,15.065624978830666,0.00390625,True,8.0
38,2.6795897483825684,40510916.954642415,0.00019825590120048942,2488937.8583511664,2488937.8583505373,1.7651793068271864,0.0,0,0.10387316060675712,0.014756505212366511,-2440434.0660360926,-15.1483448467306,6194811662731.991,0.5,0.2833934280827601,15.274030884444123,0.00048828125,True,11.0
39,2.7547333240509033,40510710.040120535,0.00013275371336449795,2487763.0593213034,2487763.0593206594,1.7856093451454522,0.0,0,0.10394453846798138,0.01476062268322457,-2008379.0304538296,-18.649997769084756,6188965039321.918,0.5,0.2833224531856777,15.482485352980461,0.00048828125,True,11.0
40,2.8431077003479004,40509598.74962502,0.0008826210103215817,2483119.9425821896,2483119.942581519,1.8208521910955724,0.0,0,0.1039457792833039,0.014799653989600137,-2116083.4219643013,-17.79947562014855,6165884649247.476,0.5,0.28303887506687825,15.85826955889564,0.001953125,True,9.0
41,2.91811466217041,40509130.41231266,0.0003971756128183528,2480764.987564112,2480764.987563414,1.8568131205648617,0.0,0,0.10404241501014744,0.014809978220289425,-3198630.249212959,-11.489836102960764,6154194923521.932,0.5,0.2828954939659404,16.225626289885486,0.0009765625,True,10.0
42,2.990546703338623,40508741.2120527,0.00042182478202093396,2478309.479212502,2478309.4792117663,1.9056970154477326,0.0,0,0.10419686814484375,0.01480807197768149,-2996854.740874032,-12.410641376176272,6142017874752.32,0.5,0.2827484512683308,16.71777554751098,0.0009765625,True,10.0
43,3.063680410385132,40508293.80196126,0.0008973056168949887,2475747.6029858226,2475747.602985059,1.9406110662434457,0.0,0,0.10426782972465572,0.01477464115035961,-3079011.1920727734,-12.229616254365107,6129326193687.689,0.5,0.28260535398328496,17.075440709550342,0.0009765625,True,10.0
44,3.135085344314575,40506128.27638315,0.002523305031913919,2466522.0554275163,2466522.055426697,2.0071227901543836,0.0,0,0.10416937912570828,0.014954963264892299,-2888092.662057747,-13.040001171742768,6083731049907.755,0.5,0.2820203130748406,17.77847396918153,0.00390625,True,8.0
45,3.2501533031463623,40505675.74559329,0.0003432227801503561,2464029.6601456967,2464029.660144832,2.0605949394554988,0.0,0,0.10429815928988061,0.01495837551824278,-2264617.2910069916,-16.424753073038396,6071442166074.872,0.5,0.2818740306658797,18.31218205564942,0.0009765625,True,10.0
46,3.321359395980835,40504633.68727357,0.001069538270966949,2459347.5991682867,2459347.599167367,2.1232083093915852,0.0,0,0.10434638326156621,0.015039831582976209,-3328630.0139595293,-11.380395651779486,6048390613531.703,0.5,0.28158420212710517,18.94708080058984,0.001953125,True,9.0
47,3.3924007415771484,40503599.37991609,0.0011818447671031445,2454952.2417455846,2454952.241744621,2.17120036577909,0.0,0,0.1043240745122581,0.015041265264412495,-2146538.311385331,-17.41218890640015,6026790509248.352,0.5,0.28130219644820453,19.446857107373273,0.001953125,True,9.0
48,3.4671614170074463,40503371.45944584,0.00018071362474962607,2453652.967079147,2453652.9670781535,2.2043511775679208,0.0,0,0.10439148191024322,0.015041096657382768,-2828870.4659474175,-13.041025851139738,6020412882852.834,0.5,0.2812308226818078,19.774442091403856,0.00048828125,True,11.0
49,3.5428543090820312,40503141.40524115,0.00020878916068376897,2452558.069685755,2452558.069684733,2.235120520794782,0.0,0,0.10444634307818862,0.015055332363520683,-2646615.618682429,-14.081129819587696,6015041085177.111,0.5,0.28115984902697944,20.078298805101902,0.00048828125,True,11.0
50,3.6192076206207275,40502919.886025295,0.00013577104203232125,2451348.2605685415,2451348.2605674895,2.2677141066351933,0.0,0,0.10450400104718642,0.01506137085655727,-2904869.0463646413,-13.062971535421429,6009108294588.663,0.5,0.2810887690268255,20.399583913761756,0.00048828125,True,11.0
51,3.6952133178710938,40502710.973601975,0.00018827857417279007,2450196.7539716284,2450196.753970544,2.3017003680427055,0.0,0,0.10456237105282744,0.015075754462162838,-2615155.974677625,-14.145752218564509,6003464133169.198,0.5,0.2810175331998084,20.733348630311315,0.00048828125,True,11.0
52,3.7698140144348145,40502522.82793963,0.00021920392290983778,2448971.4105571075,2448971.410555981,2.345597678719992,0.0,0,0.10464807584594062,0.015075414300125708,-2321067.5194466775,-16.175329317652515,5997460969721.957,0.5,0.28094486697715987,21.161745480697864,0.00048828125,True,11.0
53,3.840233325958252,40501271.75878599,0.0016751329155681306,2443671.945834737,2443671.9458335405,2.4149319683390846,0.0,0,0.1046512655563898,0.015069509400761127,-2601832.2256585443,-14.516603260834527,5971532578855.284,0.5,0.28065954394334197,21.864755874467892,0.001953125,True,9.0
54,3.915379524230957,40501034.644272454,0.00020608103500586054,2442495.6063379184,2442495.6063366868,2.449722263042187,0.0,0,0.10469716211895935,0.015077189771908013,-2642420.520963632,-14.131207568418176,5965784786975.42,0.5,0.28058870541483716,22.20584122381664,0.00048828125,True,11.0
55,3.995514392852783,40500924.07648331,6.836488412969912e-05,2441880.919389815,2441880.919388562,2.4707534383838934,0.0,0,0.10472837302193949,0.015081199701045099,-3036986.4013516027,-12.489729034988665,5962782424475.33,0.5,0.28055364514777803,22.410784466790723,0.000244140625,True,12.0
56,4.073042869567871,40500685.588995166,0.0001387311584338536,2440672.5210283115,2440672.521027024,2.503987354206829,0.0,0,0.10476526011986304,0.015086519704534122,-2279083.7484951424,-16.451867225547602,5956882354897.809,0.5,0.2804831350079756,22.736844024049237,0.00048828125,True,11.0
57,4.150294065475464,40500596.45825089,0.00010766850393192417,2440066.749708216,2440066.7497069,2.531323192931262,0.0,0,0.10480994616191473,0.015087465745219696,-2933963.1877465877,-12.807521530096007,5953925743026.599,0.5,0.28044761385456674,23.001363362037612,0.000244140625,True,12.0
58,4.226770401000977,40500501.025974534,0.00016139868551339308,2439585.4579611705,2439585.4579598266,2.5575089415417396,0.0,0,0.10484993834318075,0.01510114359196691,-2085587.3759925484,-17.80658270190706,5951577206690.454,0.5,0.2804121779629439,23.25437083100936,0.000244140625,True,12.0
59,4.308313369750977,40500527.94285705,0.0004393789547986472,2439317.5524118375,2439317.552410456,2.593176831347586,0.0,0,0.10492482259814678,0.015081691681197891,-2744950.846902639,-13.687786147015414,5950270121499.137,0.5,0.2803927683909847,23.595315314320015,0.0001220703125,True,13.0
60,4.386395215988159,40500487.67079369,7.417828725935792e-05,2439026.134642555,2439026.134641157,2.6084803025280525,0.0,0,0.10494845330617025,0.015079823047142988,-2135020.60870815,-17.48035871626213,5948848485463.98,0.5,0.28037528208912443,23.74289835517008,0.0001220703125,True,13.0
61,4.464833498001099,40500461.5970838,0.00011619732788891751,2438744.4056774983,2438744.4056760767,2.6304525691225678,0.0,0,0.10498728565072359,0.015076254587297602,-2168447.1127252537,-17.01405014123436,5947474276217.76,0.5,0.28035741675876763,23.95345723980858,0.0001220703125,True,13.0
62,4.565717458724976,40500310.84153485,0.000344541401077649,2438175.329294945,2438175.3292934983,2.6533989426608815,0.0,0,0.10501435327098024,0.015100101667278614,-2523205.948385089,-14.991473000951949,5944698936376.855,0.5,0.28032211955180153,24.17499592216779,0.000244140625,True,12.0
63,4.641154527664185,40500065.713111006,0.00016476799493610187,2436956.9614593475,2436956.9614578546,2.6947175547551483,0.0,0,0.10505644863391474,0.015110773028554602,-2649911.01200721,-14.283665765073469,5938759231999.3,0.5,0.28025104419542823,24.576103781855583,0.00048828125,True,11.0
64,4.715362071990967,40499822.39992085,0.00025212953740760466,2435693.2992558945,2435693.299254352,2.738040947844918,0.0,0,0.10509987045114273,0.015112228669950888,-2256896.7489290065,-16.475715609159536,5932601848033.949,0.5,0.280179863552086,24.996347002359197,0.00048828125,True,11.0
65,4.779654026031494,40490090.28821872,0.012994686636734091,2398485.012067565,2398485.012065777,2.9257921873147894,0.0,0,0.10385960623542455,0.01585782066475755,-3114893.9230987225,-12.2599346817108,5752730353105.54,0.5,0.2775331243720844,27.141701280706513,0.015625,True,6.0
66,4.853739023208618,40489673.51589631,0.000806266859330305,2396507.4324504337,2396507.4324485143,3.030679001013438,0.0,0,0.10394581901070919,0.01591801766421089,-3046981.17480167,-12.227975458637896,5743247873782.338,0.5,0.2773825066996943,28.162047791032382,0.0009765625,True,10.0
67,4.925751686096191,40489224.30259437,0.0002743385663617184,2394224.065799966,2394224.0657979036,3.139802266715533,0.0,0,0.10402555694587075,0.01593879454771611,-2258128.7646255405,-16.097320731575188,5732308877247.209,0.5,0.27723355992592624,29.224690272378307,0.0009765625,True,10.0
68,5.001688718795776,40488980.84844599,0.0005163969286774059,2393696.747002633,2393696.74700064,3.0860298057278417,0.0,0,0.10391691692605252,0.015959585795444424,-2704857.486308225,-13.830121909588437,5729784116602.81,0.5,0.277196387989281,28.71913381462138,0.000244140625,True,12.0
69,5.07266092300415,40487923.35744743,0.0013476822673581849,2389769.9064083826,2389769.9064062755,3.1706930848788017,0.0,0,0.10384859513720172,0.016034820013519174,-2648827.8262708886,-14.240219725593622,5711000205566.418,0.5,0.27691136721928955,29.57607539818877,0.001953125,True,9.0
70,5.151494979858398,40487828.18049056,0.00016655292120872336,2389111.7244164906,2389111.7244143253,3.213734331275727,0.0,0,0.10388809719056016,0.01602998888890084,-2659000.255017962,-14.009938583136734,5707854831735.353,0.5,0.2768756788514524,29.99291761000362,0.000244140625,True,12.0
71,5.225510120391846,40487600.674521156,0.00014137594467259303,2387989.7023559213,2387989.7023536772,3.2709410880591525,0.0,0,0.10392095613333302,0.01604063417738026,-3014519.8703009244,-12.407190136971204,5702494818548.5625,0.5,0.27680479649335565,30.550568116834793,0.00048828125,True,11.0
72,5.301231622695923,40487405.66724358,0.0003430202155949954,2386865.8130198917,2386865.8130175658,3.329628276028764,0.0,0,0.10395298101368568,0.0160309204660357,-3091251.2160195448,-11.942492404069153,5697128409353.365,0.5,0.27673385583987314,31.123538877375506,0.00048828125,True,11.0
73,5.382817983627319,40487291.44996203,0.00020597264296010672,2386557.4612680986,2386557.4612658042,3.3067402111871047,0.0,0,0.10390918373245348,0.016036335774034956,-2636200.9103772608,-14.315174813328278,5695656515924.843,0.5,0.2767164722925777,30.909584572925148,0.0001220703125,True,13.0
74,5.4600396156311035,40487156.11415542,0.00026322151823817373,2386027.563913266,2386027.56391093,3.3363540168677175,0.0,0,0.10392440920583886,0.01605536480417104,-2874351.7337333476,-13.25772183696202,5693127535744.087,0.5,0.27668166167255037,31.19740831107662,0.000244140625,True,12.0
75,5.536056041717529,40487050.92795657,8.061776923371693e-05,2385451.0291681243,2385451.0291657336,3.374755316837683,0.0,0,0.10395086730585999,0.016056986655672765,-1846807.6755775427,-20.25227214098999,5690376612549.22,0.5,0.27664656676033567,31.569627657895115,0.000244140625,True,12.0
76,5.6147072315216064,40487009.25576677,5.3242044962657766e-05,2385167.1675954973,2385167.1675930656,3.4032679576521674,0.0,0,0.10397574042157455,0.016057519634632436,-3219895.070161837,-11.803173061536409,5689022417365.287,0.5,0.27662898179768564,31.844101003420707,0.0001220703125,True,13.0
77,5.689523458480835,40486736.69751662,0.00023590671674305588,2383907.417345755,2383907.41734324,3.460047276856698,0.0,0,0.10399832205382749,0.016075721473329804,-3126193.3161439146,-12.035302207848916,5683014574465.477,0.5,0.27655844179262995,32.397354562418634,0.00048828125,True,11.0
78,5.769275188446045,40486695.49012599,5.8406670952738304e-05,2383619.809471471,2383619.8094689148,3.4883063247439132,0.0,0,0.10402094474256206,0.016075291395882072,-2776438.75974367,-13.608193796687123,5681643396093.981,0.5,0.2765409073615757,32.66937636398477,0.0001220703125,True,13.0
79,5.872298240661621,40486644.640406646,5.052889282339285e-05,2383363.886851332,2383363.8868487445,3.5096460260882356,0.0,0,0.10403443737534283,0.01607920358513236,-2193217.720083766,-16.732459221271355,5680423417136.113,0.5,0.2765236514197065,32.875519073643574,0.0001220703125,True,13.0
80,5.953071355819702,40486596.81412662,3.2485361893186145e-05,2383095.499658058,2383095.499655435,3.5333787909050325,0.0,0,0.1040505086306358,0.016081641080415227,-3226635.1461289106,-11.343683088268886,5679144160479.345,0.5,0.2765063229559728,33.104423316000194,0.0001220703125,True,13.0
81,6.030884742736816,40486544.68779313,5.628850673673876e-05,2382793.6365180174,2382793.6365153547,3.5596201679856416,0.0,0,0.10406918663572835,0.016082432902886724,-2197683.3246478615,-17.198638781642963,5677705514219.425,0.5,0.2764889073130742,33.357185371386045,0.0001220703125,True,13.0
82,6.110859155654907,40486539.90645719,0.0004035011653383841,2382450.451272602,2382450.451269894,3.5898521795034366,0.0,0,0.10409858826167186,0.016059385330460182,-2560140.0603523348,-14.733144189983124,5676070152757.4795,0.5,0.2764793313637133,33.646949090715,6.103515625e-05,True,14.0
83,6.190804719924927,40486529.08857884,7.412341457357395e-05,2382285.033889351,2382285.0338866054,3.6143819501905505,0.0,0,0.10412061772363813,0.01605747344443539,-2555322.5294877016,-14.392800307353369,5675281982681.46,0.5,0.27647043491235646,33.88144249979747,6.103515625e-05,True,14.0
84,6.263382911682129,40485936.704791784,0.0011045817291614015,2380092.0195262665,2380092.01952364,3.533328944186514,0.0,0,0.10392604916231811,0.01609013359288126,-2799741.6172322994,-13.539751139660602,5664838021401.477,0.5,0.2763292696499616,33.1426284982961,0.0009765625,True,10.0
85,6.343900918960571,40485898.027073145,0.00016838235816140176,2379827.360178293,2379827.360175627,3.559909277929729,0.0,0,0.10395141653708068,0.016091301527245902,-2469991.189764516,-14.960005462113395,5663578264241.847,0.5,0.2763202905550138,33.396752186710565,6.103515625e-05,True,14.0
86,6.4205310344696045,40485785.95224241,9.278345237766977e-05,2379250.3964700573,2379250.3964673383,3.5945944419450746,0.0,0,0.10396680101386727,0.01609207711770649,-2710134.630052843,-13.682331785957492,5660832449091.343,0.5,0.2762856137148874,33.73397177427604,0.000244140625,True,12.0
87,6.498666048049927,40485732.212671146,0.00013665418021748335,2378871.3235075623,2378871.3235047986,3.623774357977503,0.0,0,0.10398774350619826,0.01608751173191535,-3183808.3336989726,-11.732323771189746,5659028773794.828,0.5,0.2762680807189282,34.015139474123174,0.0001220703125,True,13.0
88,6.577455043792725,40485684.6118843,4.346240616628836e-05,2378577.098159218,2378577.098156411,3.6517007200061866,0.0,0,0.10400665511542992,0.016088726363232202,-3016195.81267067,-12.327587405187964,5657629011875.529,0.5,0.2762506400410766,34.28401437809429,0.0001220703125,True,13.0
89,6.654145002365112,40485560.28151922,0.00010335066318381588,2377984.1271355445,2377984.127132684,3.6860923065168563,0.0,0,0.10401956547687113,0.016091526524154267,-2963945.432630691,-12.570984278501058,5654808508896.349,0.5,0.2762160310921354,34.618310358501944,0.000244140625,True,12.0
90,6.730496883392334,40485439.65935536,0.00014480435387993998,2377361.7918545147,2377361.7918515955,3.7231843854762263,0.0,0,0.10403470259305501,0.016089872239296876,-2843891.017019781,-13.297306755240538,5651849089357.182,0.5,0.27618130787733997,34.97845261516567,0.000244140625,True,12.0
91,6.807105302810669,40485339.91624662,9.91122260061767e-05,2376751.3456249293,2376751.345621926,3.7762287977285762,0.0,0,0.10406602531316361,0.016089159345912377,-2669611.4371235007,-14.004278515087186,5648946958916.987,0.5,0.27614561284498806,35.48950872053673,0.000244140625,True,12.0
92,6.883451461791992,40485209.67953442,0.00012181634754518445,2376131.050576434,2376131.050573378,3.8087430762712784,0.0,0,0.10407436133069502,0.016093594720710192,-2724914.061009395,-13.733557077049126,5645998769500.297,0.5,0.2761111528879106,35.80597273588017,0.000244140625,True,12.0
93,6.967978239059448,40485227.97028066,0.00019637613680891376,2376075.430378327,2376075.430375237,3.8297761801329484,0.0,0,0.10409429442171687,0.01608131005337152,-2719580.882501132,-13.78595127498581,5645734450834.22,0.5,0.2761086527078765,36.006352133693305,1.52587890625e-05,True,16.0
94,7.048064470291138,40485218.73160913,6.498597992363672e-05,2375933.7466768236,2375933.746673691,3.855871350988614,0.0,0,0.10411425729233359,0.016079527369414617,-2510379.832382791,-14.973837826683647,5645061168584.235,0.5,0.27609977741492703,36.25567948416692,6.103515625e-05,True,14.0
95,7.126306533813477,40485172.08902734,3.737006538906212e-05,2375648.487340072,2375648.48733689,3.8861866656772914,0.0,0,0.10413167470595136,0.01608106365792474,-2943316.551897808,-12.751306250512235,5643705735387.407,0.5,0.27608232812569733,36.546961665216735,0.0001220703125,True,13.0
96,7.229857683181763,40485111.12446812,6.430761809990666e-05,2375364.294616997,2375364.2946137777,3.908484685300573,0.0,0,0.10414074753545177,0.016086002954104926,-2471622.9383179173,-14.864266588529045,5642355532127.363,0.5,0.2760651416407993,36.76220319759818,0.0001220703125,True,13.0
97,7.30832052230835,40485054.32827117,6.992528943730429e-05,2375067.665698811,2375067.665695543,3.937736467354498,0.0,0,0.1041562870487522,0.016089111456347165,-2573604.4907088866,-14.621578746750696,5640946416633.829,0.5,0.2760477463656701,37.04329438166686,0.0001220703125,True,13.0
98,7.386484146118164,40485005.0368419,3.5111458488688784e-05,2374777.5907363407,2374777.590733022,3.968144268793979,0.0,0,0.10417250123224553,0.016090519564454876,-2552745.771764792,-14.510155219052972,5639568605449.09,0.5,0.2760303225211517,37.33540749878458,0.0001220703125,True,13.0
