iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
0,0.0,0.7960206362310905,1.3042167484290357e-15,3.636198589127414,2.634853157464458,2.5058908631805514,0.0,0.0,0.0,0.0,1,,1.0,,,,,,,,,,
1,0.4394185543060303,0.7942065619101916,0.26342035690968346,0.014217865328085699,0.013101874323950742,0.0054993198372301115,0.0,0.0,0.0004960494076491906,3.100308797807441e-05,1,0.003997166828938586,0.003997166828938586,unknown,8.0,3.0858477195286825e-11,-3447.9370675789746,-3447.937067579005,2.335967046159756e-10,4.837461301832325e-11,3.180067514517283e-07,1.0,142.0
2,0.8608169555664062,0.7884535004139099,0.5108823333999126,0.018607318113236748,0.01833864498428677,0.0031506170042520294,0.0,0.0,0.0,0.0,1,0.0033057776808775633,0.0033057776808775633,unknown,9.0,7.020636777045463e-13,-20227.01219529006,-20227.01219529006,4.329109790137188e-10,7.754813793104887e-13,2.575854686758999e-07,1.0,144.0
3,1.303579568862915,0.7884535004139096,2.4021652969841775e-14,0.039237530027404446,0.03603536166435192,0.015525349347786719,0.0,0.0,0.0,0.0,1,0.015281221093517093,0.015281221093517093,unknown,8.0,1.9261375781130013e-10,-193693.55808810398,-193693.5580881042,2.549188882726943e-09,2.4493543621982757e-12,3.909842021546361e-21,1.0,446.0
4,1.728710651397705,0.7777849897386845,0.6544840853155733,0.031150347701988317,0.030367626060358522,0.006939124542260565,0.0,0.0,0.0,0.0,1,0.005203485456403906,0.005203485456403906,unknown,9.0,1.5594680912542377e-11,-147321.40732397657,-147321.4073239766,2.1488687752729537e-09,5.9354870457476076e-12,1.2320233115273002e-07,1.0,151.0
5,2.1908769607543945,0.777784989738684,9.112651519104699e-15,0.05169223117746826,0.047258352097862555,0.020946000121724238,0.0,0.0,0.0,0.0,1,0.022152229705186603,0.022152229705186603,unknown,8.0,9.109261352810523e-10,-2186015.7014388875,-2186015.701438888,2.65603673803108e-08,3.335678718016298e-11,4.278109616615118e-22,1.0,467.0
6,2.6565279960632324,0.777784989738684,1.7860071305544557e-15,0.04546584365961729,0.04180167683399827,0.017881911350488625,0.0,0.0,0.0,0.0,1,0.020135615344230872,0.020135615344230872,unknown,7.0,4.114276123184893e-08,-2135489.3536765813,-2135489.3536766223,1.118666990193521e-08,3.7328100543363885e-11,4.681064296438284e-23,1.0,488.0
7,3.1501543521881104,0.777784989738684,1.332990235032374e-15,0.043408829361850955,0.04017098681139051,0.016450479785264125,0.0,0.0,0.0,0.0,1,0.016534601007912302,0.016534601007912302,unknown,8.0,5.732955947318077e-10,-2237724.5897237062,-2237724.589723706,2.5140804162159925e-08,5.6617604928775e-11,4.681064296438284e-23,1.0,488.0
8,3.6075384616851807,0.777784989738684,1.6899020449533148e-15,0.04792330750006124,0.043728104620933426,0.019608576389073398,0.0,0.0,0.0,0.0,1,0.02215162225061936,0.02215162225061936,unknown,7.0,3.662743430138774e-08,-2175788.0358438785,-2175788.0358439153,2.580443129003848e-08,4.16143184048595e-11,4.681064296438284e-23,1.0,488.0
9,4.055378675460815,0.777784989738684,1.660934090305897e-15,0.041490325208384256,0.03854020405482148,0.015365537976595813,0.0,0.0,0.0,0.0,1,0.015330726912018826,0.015330726912018826,unknown,8.0,5.541509892451804e-10,-2207630.7943124045,-2207630.794312405,1.02790632423859e-08,3.152797169892603e-11,4.681064296438284e-23,1.0,488.0
10,4.503110408782959,0.777784989738684,2.3189613172103672e-15,0.04902934657727064,0.044768953881948334,0.019990437566749352,0.0,0.0,0.0,0.0,1,0.022705439228955474,0.022705439228955474,unknown,7.0,4.800160777201253e-08,-2189763.5461334335,-2189763.5461334824,3.137191056263518e-08,1.8567964972983436e-11,4.681064296438284e-23,1.0,488.0
11,4.948928117752075,0.777784989738684,2.571719215918213e-15,0.041709220762379526,0.03871666395713626,0.015513833460337823,0.0,0.0,0.0,0.0,1,0.01540759540007494,0.01540759540007494,unknown,8.0,5.449103566075597e-10,-2199000.542156357,-2199000.5421563573,1.4646233383415513e-08,3.1526241418792026e-11,4.681064296438284e-23,1.0,488.0
12,5.4011900424957275,0.777784989738684,2.137810037873083e-15,0.049753836902475305,0.04534347848799459,0.020479581175573046,0.0,0.0,0.0,0.0,1,0.02340644038555617,0.02340644038555617,unknown,7.0,4.9856188696978414e-08,-2188603.533385186,-2188603.5333852354,2.0892865606908726e-08,2.0588217575144782e-11,4.681064296438284e-23,1.0,488.0
13,5.846017837524414,0.777784989738684,2.595573008405614e-15,0.04127182534316876,0.03840188118825114,0.015121477717487475,0.0,0.0,0.0,0.0,1,0.014482232792149006,0.014482232792149006,unknown,8.0,5.23178356718871e-10,-2192549.165698069,-2192549.165698069,3.3051218006921635e-08,3.6992117124120616e-11,4.681064296438284e-23,1.0,488.0
14,6.324530839920044,0.7777849897386838,5.5061423881475214e-15,0.05047917963864341,0.04583026095881814,0.021159743794220687,0.0,0.0,0.0,0.0,1,0.024353576731737287,0.024353576731737287,unknown,7.0,5.670494162643275e-08,-2175198.8587017693,-2175198.8587018265,1.709528045980194e-08,2.2554254039226997e-11,2.5261809475150615e-22,1.0,472.0
15,6.781007766723633,0.7777849897386838,1.9064918797479325e-15,0.04043858278857658,0.03778600862479013,0.014404739850335638,0.0,0.0,0.0,0.0,1,0.012530531488536618,0.012530531488536618,unknown,8.0,4.5188315752442587e-10,-2192296.0088888393,-2192296.0088888397,5.540690921177052e-09,3.7813972367532833e-11,4.681064296438284e-23,1.0,488.0
16,7.239406108856201,0.7777849897386838,2.324684800989283e-15,0.049510629584270875,0.045038606594574544,0.020562741982771283,0.0,0.0,0.0,0.0,1,0.023719413689683392,0.023719413689683392,unknown,8.0,5.112006013857776e-10,-2142133.889041063,-2142133.8890410634,1.915770008058298e-08,3.83559323378076e-11,4.681064296438284e-23,1.0,488.0
17,7.701627969741821,0.7777849897386838,1.640399133838422e-15,0.04019378220023547,0.03761352563872589,0.014169079595544498,0.0,0.0,0.0,0.0,1,0.011903840104303983,0.011903840104303983,unknown,8.0,4.291505332472275e-10,-2180291.63529729,-2180291.6352972905,1.3217756326907364e-08,3.3249698254586936e-11,4.681064296438284e-23,1.0,488.0
18,8.17422080039978,0.7777849897386838,1.7017133320217744e-15,0.04938160156856622,0.04495192597453935,0.020441793577280744,0.0,0.0,0.0,0.0,1,0.023659126480096077,0.023659126480096077,unknown,7.0,5.224257322026491e-08,-2126961.805230189,-2126961.805230241,2.2838352245563317e-08,2.7750145942008598e-11,5.2011825515980935e-23,1.0,487.0
19,8.638855457305908,0.7777849897386837,3.240352012869519e-15,0.04014543773521456,0.03760601571184854,0.014051468009862532,0.0,0.0,0.0,0.0,1,0.011453404517317191,0.011453404517317191,unknown,8.0,3.914700394655081e-10,-2171994.666229575,-2171994.666229576,1.4298080368664659e-08,3.9394813905588797e-11,1.491684587698169e-22,1.0,477.0
20,9.087294578552246,0.7777849897386833,9.240585219581106e-15,0.0490666686719713,0.044998235275875466,0.01956263777260027,0.0,0.0,0.0,0.0,1,0.022823413537905016,0.022823413537905016,unknown,8.0,1.1954286306927867e-09,-2077355.666108761,-2077355.666108762,1.3723682040056437e-08,2.335907931333896e-11,4.753455129572354e-22,1.0,466.0
21,9.547720193862915,0.7777849897386833,1.7006944435967178e-15,0.04208569138590669,0.03924873823763472,0.01519019309236754,0.0,0.0,0.0,0.0,1,0.009947059456819866,0.009947059456819866,unknown,8.0,3.989273187404544e-10,-2187625.338307683,-2187625.338307684,2.5359224591418922e-08,6.231353025651212e-11,3.071246284893159e-23,1.0,492.0
