iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,normdx,stepsize,df0,linesearch_status,linesearch_counter
0,0.0,0.8077336256280888,1.3597399555105185e-15,3.512922416129439,2.3856554284029183,2.5786182498920587,0.0,0.0,0.0,0.0,1,,1.0,,,,,,,,,,,,
1,0.43814873695373535,0.8014909304750646,0.5730583709818359,0.029676872569375894,0.02824101899427475,0.009119298858135325,0.0,0.0,0.0,0.0,1,0.009101192565913904,0.009101192565913904,optimal,9.0,3.5559066703995717e-12,-66.79164390885482,-66.79164390885838,8.116079769898437e-13,6.006904396193468e-13,11553.921056468691,4.997995805289306e-05,133.55000441666485,1.0,94.0
2,0.8890814781188965,0.786768429056844,0.9709749696102902,0.04377234524228354,0.042060714103806615,0.0016712652428452828,0.0,0.0,0.012005057666482188,0.0007503161041551368,1,0.0018581139308738728,0.0018581139308738728,optimal,10.0,8.8260812248091e-15,-45.88553127318082,-45.885531273180824,4.5124102255968667e-13,2.873713756008328e-14,9576.355473092604,0.00010449567633177853,91.7655219172455,1.0,87.0
3,1.34139084815979,0.7663446736150974,0.6792405467548642,0.05111992203014816,0.04648864240027729,0.00812769671646675,0.0,0.0,0.01964670716004857,0.0012279191975030357,1,0.005109964138886036,0.005109964138886036,unknown,10.0,3.749400935763641e-15,-274.6565960801062,-274.6565960801062,3.0910528992124537e-12,7.875023173497559e-14,23436.136398270104,2.9512665430652825e-05,549.2873320105801,1.0,99.0
4,1.7811360359191895,0.7523691954297294,0.581614989408707,0.0904149436141844,0.08916104443171648,0.008419662605718447,0.0,0.0,0.012420928556573119,0.0007763080347858199,1,0.012046866128504422,0.012046866128504422,unknown,10.0,1.316428646669624e-13,-197.7975457977492,-197.79754579774942,4.17464199339689e-12,1.0512269679890205e-13,19862.865141958668,2.9512665430652825e-05,395.570381567692,1.0,99.0
5,2.225851535797119,0.727638115375648,0.8275979115297599,0.07112374172116445,0.069801124478139,0.008814091195899855,0.0,0.0,0.010425998963965738,0.0006516249352478586,1,0.005898837586123145,0.005898837586123145,unknown,10.0,7.822512250031986e-15,-272.2457382333353,-272.24573823333526,6.2193842578531555e-12,2.515548175675964e-13,23329.35630923867,3.6435389420559045e-05,544.4624156752991,1.0,97.0
6,2.6746740341186523,0.726044423841147,0.07865220002589053,0.08504332247287803,0.08377495842569271,0.00999544915314143,0.0,0.0,0.010679208183147233,0.0006931095442848213,1,0.009021551763025552,0.009021551763025552,unknown,10.0,1.2554420579422231e-13,-194.8008340534389,-194.8008340534391,1.1008182945709623e-11,1.2053177398021773e-13,19732.20273884424,3.986723479010574e-06,389.5714824564298,1.0,118.0
7,3.119462251663208,0.7214233747673645,0.26471476216452583,0.07088677414778831,0.06917514039446153,0.005966715625712017,0.0,0.0,0.01428751220919757,0.0008929695130748481,1,0.007896678007933712,0.007896678007933712,unknown,10.0,2.8457451871008637e-13,-143.328795920107,-143.32879592010724,3.522978588311632e-12,1.2851003064003398e-13,16908.95582315729,1.5684240429131574e-05,286.63069339451357,1.0,105.0
8,3.5619137287139893,0.7187831093964393,0.1865780672875714,0.07914474452788194,0.07715632835399015,0.008038262836059884,0.0,0.0,0.01569005774028164,0.0009806286087676024,1,0.010779820599784188,0.010779820599784188,unknown,10.0,2.2137156996353113e-14,-87.8398305299048,-87.83983052990483,3.2907648346878537e-12,5.852037256876698e-12,13245.811103205446,1.4115816386218418e-05,175.65250488552763,1.0,106.0
9,4.003553867340088,0.7179277375594061,0.07139171328958596,0.0704644844059702,0.06810787488086478,0.008993289862536098,0.0,0.0,0.015666093996958876,0.0010107028497824493,1,0.005145116617505386,0.005145116617505386,unknown,11.0,4.543102179918273e-14,-69.18449181998685,-69.1844918199869,3.1572727588967236e-12,9.798666998418437e-14,11751.152359532594,6.076396096647726e-06,138.33640458735516,1.0,114.0
10,4.442619323730469,0.717741289889869,0.019774933333165528,0.07772792051690978,0.07560440767796554,0.008924832018709666,0.0,0.0,0.015670048850712152,0.001018911958769003,1,0.007396547681165343,0.007396547681165343,unknown,10.0,1.5807621153707506e-14,-43.68862726413536,-43.68862726413537,1.7942903837249507e-12,1.2211529319927333e-13,9333.624935946244,2.118708312408859e-06,87.34594162274749,1.0,124.0
11,4.87940239906311,0.7174313313987356,0.029816617585228317,0.07184082802392575,0.06924354009715881,0.010955270601166823,0.0,0.0,0.01567429990458464,0.0010332297778390055,1,0.006486806733161045,0.006486806733161045,unknown,11.0,2.3657523894864835e-14,-52.756681897901615,-52.75668189790164,2.591382262653891e-12,9.27195226063967e-14,10259.621653040294,2.9063214161987086e-06,105.4762199889545,1.0,121.0
12,5.320860385894775,0.717261603708684,0.019882374707042277,0.07727588564796492,0.07517005719053466,0.008618551312179807,0.0,0.0,0.015677689198927508,0.0010409535786293361,1,0.007326265833610409,0.007326265833610409,unknown,10.0,2.0618381688227774e-14,-35.796308345978694,-35.7963083459787,3.5871949532195673e-12,8.012045972119666e-14,8445.880996383195,2.354120347120954e-06,71.56265661046689,1.0,123.0
13,5.763601541519165,0.7169796063712249,0.028435038938037924,0.0715856935674427,0.0690022510794857,0.01076686697963263,0.0,0.0,0.015680589514528845,0.0010538439574792075,1,0.006368825617760297,0.006368825617760297,unknown,11.0,2.3879597574962676e-14,-47.98622647771806,-47.98622647771806,1.1113938844448361e-11,1.1661644188534487e-13,9784.178266894261,2.9063214161987086e-06,95.93594586654103,1.0,121.0
14,6.208363056182861,0.716830424078494,0.017691044492924437,0.07701787759563518,0.07490693818319744,0.008550283352043326,0.0,0.0,0.015683002352383776,0.0010602309255952937,1,0.007249677362003706,0.007249677362003706,unknown,10.0,2.3069495713064315e-14,-34.98908459987115,-34.98908459987117,2.151783957525367e-12,4.8831158832036264e-14,8349.996054293746,2.118708312408859e-06,69.94850940849203,1.0,124.0
15,6.6469786167144775,0.7165750184011092,0.027056551572380592,0.07149553430841954,0.06888951165920194,0.010848656661748527,0.0,0.0,0.01568581885442786,0.0010711145587489535,1,0.006428753879175584,0.006428753879175584,unknown,11.0,2.2769830986302468e-14,-43.453518536694624,-43.45351853669465,1.7764818999097933e-12,1.1472249632151516e-13,9309.826343431458,2.9063214161987086e-06,86.87048134642538,1.0,121.0
16,7.091838598251343,0.7164158322326415,0.01925977635905573,0.0768197406714582,0.07470019988844752,0.008518906556909947,0.0,0.0,0.01568830743408233,0.001078505469733503,1,0.007177734981023382,0.007177734981023382,unknown,10.0,2.5104698367330965e-14,-33.59418293343626,-33.59418293343629,5.239462312644293e-12,1.4447335681679112e-13,8181.388241825939,2.354120347120954e-06,67.15886126836226,1.0,123.0
17,7.539164781570435,0.7161576141948964,0.028655739273340107,0.07143675986395541,0.06879957557853209,0.010979994913124297,0.0,0.0,0.015691497484083602,0.001089792795011455,1,0.0065205690040255684,0.0065205690040255684,unknown,11.0,2.1502161151914048e-14,-39.48829733186599,-39.48829733186603,1.6769335522309473e-12,1.1632181806919342e-13,8874.108336325555,3.229246017998565e-06,78.93986857727315,1.0,120.0
18,7.986352920532227,0.7160045092085018,0.018893139069994416,0.07661903408755077,0.07448745153407062,0.008507688920592034,0.0,0.0,0.015693545567721654,0.0010965611783663473,1,0.007099219918128613,0.007099219918128613,unknown,10.0,2.9062110170176006e-14,-32.330820786610154,-32.33082078661018,3.361642936799362e-12,8.986950495185773e-14,8025.63676714822,2.354120347120954e-06,64.63222107438258,1.0,123.0
19,8.43669605255127,0.7157437110555463,0.030332758803776543,0.07139895067673556,0.0687230735516389,0.011154258730812227,0.0,0.0,0.015697025325852765,0.0011081594493815806,1,0.006640135164943433,0.006640135164943433,unknown,11.0,2.003582542253581e-14,-35.84622373894554,-35.84622373894557,1.3241041272332796e-12,7.168348404760497e-14,8454.133757165415,3.5880511311095166e-06,71.65545400889916,1.0,119.0
20,8.881179094314575,0.7155789313772246,0.02066073673480831,0.07641627271785603,0.07426886808079232,0.008513957558996501,0.0,0.0,0.015699149835763003,0.0011156981310728327,1,0.007014677325563226,0.007014677325563226,unknown,10.0,3.1041139789832904e-14,-31.320257598016312,-31.320257598016365,3.443890453167281e-12,1.1503384693030444e-13,7898.857930437,2.615689274578838e-06,62.61112410147168,1.0,122.0
21,9.351633071899414,0.7153162373796319,0.03206360067664681,0.0713933637086396,0.0686701122063258,0.01137498127235237,0.0,0.0,0.015702760756892635,0.0011274798037123816,1,0.006789187537255081,0.006789187537255081,unknown,11.0,1.8329202648194473e-14,-32.45117951930264,-32.45117951930269,2.9120860779676148e-12,9.597381409599925e-14,8042.917472522632,3.986723479010574e-06,64.8649929453851,1.0,118.0
22,9.808360576629639,0.7151374129963171,0.022690592574608724,0.07620518220374925,0.07403680468747283,0.00854688771074946,0.0,0.0,0.015705046955465898,0.0011357208575310553,1,0.006921249252761304,0.006921249252761304,unknown,10.0,2.8136478237837827e-14,-30.601102928163446,-30.601102928163474,1.872263843719071e-12,7.125161693966961e-14,7807.423060710644,2.9063214161987086e-06,61.17276230407828,1.0,121.0
23,10.279152631759644,0.7148735881919154,0.033842919420478346,0.07143687701184943,0.06865445555133004,0.011662154346869265,0.0,0.0,0.015708587427089214,0.0011474714580385309,1,0.006980701657056351,0.006980701657056351,unknown,10.0,1.626747963905174e-12,-29.2915325910667,-29.29153259106834,3.897116013165731e-12,7.134337782453478e-14,7640.349228217911,4.429692754456193e-06,58.54517572582254,1.0,117.0
24,10.744633913040161,0.7146775897788372,0.025047490361414407,0.0759829017602714,0.07378770565324719,0.008611408713755554,0.0,0.0,0.015711202575824285,0.0011562524299483148,1,0.006816966568237937,0.006816966568237937,unknown,10.0,2.3429466819357355e-14,-30.20428031390241,-30.20428031390246,3.046606831272506e-12,1.4191514898280202e-13,7756.573128820861,3.229246017998565e-06,60.37897293904049,1.0,120.0
25,11.19684362411499,0.7144133218877985,0.035675217676557125,0.07154073829705196,0.06868563665393945,0.012025399389042067,0.0,0.0,0.015714423170215548,0.001167632531781706,1,0.007221021098504874,0.007221021098504874,unknown,10.0,1.379997808953482e-12,-26.37278916817584,-26.372789168177203,3.284923101187211e-12,7.717822923464123e-14,7248.629743830399,4.9218808382846585e-06,52.706995925659044,1.0,116.0
