iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,-0.47320138748468077,1.4901161193847656e-08,1.963210624843112,1.6894365798978317,0.0,0.0,1.0,1.0
1,0.018105745315551758,-1.0147777689708772,0.5875128720098475,0.4039242612793665,0.0006088373944233166,0.0,0.0,1.0,0.9311719453104621
2,0.030334949493408203,-1.1147092841099362,0.19304933719272185,0.143050739173058,4.461605934449863e-05,0.0,0.0,1.0,0.8943137504334543
3,0.04228091239929199,-1.2355075516739362,0.12240467522946076,0.06841416090937091,8.628623215582338e-07,0.023047668650999893,0.0046095337301999785,1.0,0.9173614190844542
4,0.05065584182739258,-1.2699162988043928,0.058753030197333474,0.05259233935384518,1.683702852857245e-05,0.03170993590173437,0.006341987180346874,1.0,0.9490713549861886
5,0.058763742446899414,-1.2786396605372436,0.03726511500536618,0.04223573760458878,1.5435321718554965e-05,0.028168623562318224,0.005633724712463645,1.0,0.9772399785485067
6,0.06520867347717285,-1.2760721204825891,0.020605204723501983,0.030414397647238106,2.105513868673888e-06,0.020407556913017315,0.004081511382603463,1.0,0.9976475354615241
7,0.06972074508666992,-1.267977086537093,0.010111931206283334,0.01742068977405999,0.0001269807412966599,0.010884027700410658,0.0021768055400821313,1.0,1.0085315631619347
8,0.07505583763122559,-1.2645360310465819,0.005557446805837366,0.01073565729745197,3.1848013113783074e-05,0.006036251906168317,0.0012072503812336633,3.3333333333333335,1.014567815068103
9,0.08269476890563965,-1.2634654342865361,0.006718490327894049,0.004410275451547416,1.0764555383932135e-07,0.002062216548215061,0.0004124433096430122,3.3333333333333335,1.02144187022882
10,0.08642268180847168,-1.2638002191257454,0.0032100151639031277,0.0020598965888272347,5.081957206013894e-05,0.0008510861333814,0.00017021722667628,3.3333333333333335,1.024278824006758
11,0.09073090553283691,-1.264141166703083,0.001623219140332384,0.001015616758853679,7.166513286122057e-05,0.00039539295584534786,7.907859116906957e-05,3.3333333333333335,1.0255968005262424
12,0.0960090160369873,-1.2643470389276743,0.0008315295994958433,0.0005089947073287694,4.699226089235135e-07,0.0001950500009839663,3.901000019679326e-05,3.3333333333333335,1.026246967196189
13,0.10068297386169434,-1.2644549694752696,0.0004197161851261697,0.0002567489953409788,1.2060474097938023e-07,9.692532260888118e-05,1.9385064521776236e-05,3.3333333333333335,1.0265700516048852
14,0.1051478385925293,-1.264511659737099,0.0002134479492411828,0.00013009075201551352,3.14340336740048e-08,4.883683229271964e-05,9.767366458543928e-06,3.3333333333333335,1.026732841045861
15,0.11037588119506836,-1.264540811445269,0.00010851183457628885,6.603367964038744e-05,8.145011654368317e-09,2.4739114975591346e-05,4.9478229951182695e-06,3.3333333333333335,1.0268153047624462
16,0.11498284339904785,-1.2645556897640664,5.51567483054348e-05,3.354334910583389e-05,2.106116740587993e-09,1.2557791220055869e-05,2.5115582440111736e-06,3.3333333333333335,1.026857164066513
17,0.1196749210357666,-1.2645632627546233,2.803463297332656e-05,1.7044430149525182e-05,5.442104028832027e-10,6.379448414233144e-06,1.275889682846629e-06,3.3333333333333335,1.0268784288945605
18,0.12462902069091797,-1.2645671136498593,1.4248899868177225e-05,8.66196558642092e-06,1.4058980248003747e-10,3.2417760778801134e-06,6.483552155760227e-07,3.3333333333333335,1.0268892348148202
19,0.12942290306091309,-1.2645690711869624,7.242086982489324e-06,4.402260752167756e-06,3.631754236087266e-11,1.647527013449484e-06,3.295054026898968e-07,3.3333333333333335,1.0268947265715318
20,0.13390278816223145,-1.2645700661557617,3.680797958883509e-06,2.237414254469579e-06,9.381396466457743e-12,8.373385246111164e-07,1.6746770492222328e-07,3.3333333333333335,1.026897517699947
21,0.1385517120361328,-1.2645705718566338,1.8707931640962781e-06,1.137161658972004e-06,2.4233706075393877e-12,4.2557576924435157e-07,8.511515384887031e-08,3.3333333333333335,1.0268989362858445
22,0.14368796348571777,-1.2645708288807334,9.507594788640661e-07,5.779635116644767e-07,6.25844412699889e-13,2.162995034577117e-07,4.325990069154234e-08,3.3333333333333335,1.0268996572841893
23,0.14850187301635742,-1.2645709595138488,4.830826842024173e-07,2.937512827158766e-07,1.6167838676987998e-13,1.0993481265322833e-07,2.1986962530645665e-08,3.3333333333333335,1.0269000237335648
24,0.15303492546081543,-1.2645710259084688,2.448510635667298e-07,1.4929995215913965e-07,4.146057839109116e-14,5.58747230146612e-08,1.1174944602932239e-08,3.3333333333333335,1.0269002099826414
25,0.15793371200561523,-1.2645710596537283,1.237783411580038e-07,7.588218559428284e-08,1.0858302529812747e-14,2.839851912382653e-08,5.679703824765306e-09,3.3333333333333335,1.0269003046443719
26,0.16255474090576172,-1.2645710768048635,6.322027276634106e-08,3.8567378824940725e-08,2.8962812343537095e-15,1.4433646646390402e-08,2.8867293292780803e-09,3.3333333333333335,1.0269003527565275
27,0.16748785972595215,-1.2645710855219856,3.332000937312528e-08,1.960200429520992e-08,8.575364427255168e-16,7.3359517853808605e-09,1.467190357076172e-09,3.3333333333333335,1.0269003772097
28,0.17250776290893555,-1.2645710899524925,1.4901161193847656e-08,9.962787475570559e-09,3.169371889950565e-16,3.728523522845823e-09,7.457047045691646e-10,3.3333333333333335,1.0269003896381117
29,0.17788076400756836,-1.2645710922043132,1.4901161193847656e-08,5.063621982280423e-09,1.2304358044112815e-16,1.895035302764662e-09,3.790070605529324e-10,3.3333333333333335,1.0269003959548961
30,0.18249773979187012,-1.2645710933488095,0.0,2.573603799307976e-09,1.5878009983961634e-16,9.631584189701397e-10,1.9263168379402794e-10,3.3333333333333335,1.0269003991654242
31,0.18716788291931152,-1.2645710939305033,0.0,1.3080432769649992e-09,2.7251202743170707e-16,4.895286956979851e-10,9.790573913959702e-11,3.3333333333333335,1.0269004007971865
32,0.1921558380126953,-1.2645710942261514,0.0,6.648176413334209e-10,1.32664944199525e-16,2.4880470980368306e-10,4.976094196073661e-11,3.3333333333333335,1.0269004016265355
33,0.1969280242919922,-1.2645710943764155,0.0,3.3789592370212724e-10,2.3760416549767227e-16,1.2645588433336583e-10,2.5291176866673166e-11,3.3333333333333335,1.0269004020480552
34,0.20145177841186523,-1.2645710944527877,0.0,1.7173675759093152e-10,2.4311496924599286e-16,6.42715895521971e-11,1.2854317910439421e-11,3.3333333333333335,1.0269004022622938
35,0.20640277862548828,-1.2645710944916044,0.0,8.728586163314737e-11,5.372057096597655e-16,3.266631956350791e-11,6.533263912701582e-12,3.3333333333333335,1.0269004023711816
36,0.2113196849822998,-1.2645710945113329,0.0,4.4363282713558906e-11,4.552905477048038e-16,1.6602686727892113e-11,3.3205373455784228e-12,3.3333333333333335,1.026900402426524
37,0.21603679656982422,-1.2645710945213602,0.0,2.2547852454330286e-11,2.2092973295586765e-16,8.438443960933876e-12,1.6876887921867752e-12,3.3333333333333335,1.0269004024546522
38,0.2207808494567871,-1.2645710945264563,0.0,1.1459977329056795e-11,4.553901506316057e-16,4.2888057684306295e-12,8.577611536861259e-13,3.3333333333333335,1.0269004024689483
39,0.2260117530822754,-1.2645710945290467,0.0,5.8246028889821934e-12,5.087060361637491e-16,2.179840824532168e-12,4.3596816490643366e-13,3.3333333333333335,1.0269004024762145
40,0.23062562942504883,-1.2645710945303632,0.0,2.960335811104707e-12,5.124456363762048e-16,1.1078598865975127e-12,2.2157197731950253e-13,3.3333333333333335,1.0269004024799073
41,0.23533082008361816,-1.2645710945310322,0.0,1.5046388943767784e-12,2.3455746040840174e-16,5.631164557884819e-13,1.1262329115769637e-13,3.3333333333333335,1.0269004024817845
42,0.23973393440246582,-1.2645710945313722,0.0,7.647140742197925e-13,2.657389116145281e-16,2.861739753221033e-13,5.723479506442065e-14,3.3333333333333335,1.0269004024827384
43,0.24532485008239746,-1.264571094531545,0.0,3.886625463915025e-13,2.5640224501453247e-16,1.4544187321314067e-13,2.908837464262813e-14,3.3333333333333335,1.0269004024832231
44,0.24997472763061523,-1.264571094531633,0.0,1.9756396520510843e-13,1.0587053583142611e-16,7.395211414734663e-14,1.4790422829469327e-14,3.3333333333333335,1.0269004024834696
45,0.25470900535583496,-1.2645710945316777,0.0,1.0041587787861484e-13,1.0224614924135916e-16,3.7598848624062004e-14,7.519769724812401e-15,3.3333333333333335,1.0269004024835948
46,0.259793758392334,-1.2645710945317004,0.0,5.105641167512774e-14,2.289914939548766e-16,1.9142021036096167e-14,3.8284042072192334e-15,3.3333333333333335,1.0269004024836585
47,0.26448678970336914,-1.2645710945317117,0.0,2.594192696826126e-14,3.3595034944025684e-16,9.71256574202944e-15,1.942513148405888e-15,3.3333333333333335,1.026900402483691
48,0.26903581619262695,-1.2645710945317177,0.0,1.3143785312959527e-14,2.072821062700794e-16,4.884030438607732e-15,9.768060877215464e-16,3.3333333333333335,1.0269004024837072
49,0.2741429805755615,-1.2645710945317208,0.0,6.735118029190258e-15,3.205428679516059e-17,2.5566915475768992e-15,5.113383095153798e-16,3.3333333333333335,1.0269004024837156
50,0.27890992164611816,-1.2645710945317223,0.0,3.4206413461817303e-15,4.735329768227796e-16,1.2439635210371631e-15,2.4879270420743263e-16,3.3333333333333335,1.0269004024837198
51,0.2835807800292969,-1.2645710945317232,0.0,1.8613244734275273e-15,6.517060342821752e-16,6.709745412187761e-16,1.3419490824375522e-16,3.3333333333333335,1.026900402483722
52,0.2881128787994385,-1.2645710945317237,0.0,1.0934306529176462e-15,6.496660389519985e-16,3.3616351213448316e-16,6.723270242689663e-17,3.3333333333333335,1.0269004024837232
53,0.2921910285949707,-1.2645710945317234,0.0,6.746345533707827e-16,5.47488822617816e-16,8.67560685118895e-17,1.73512137023779e-17,3.3333333333333335,1.0269004024837234
54,0.2969019412994385,-1.2645710945317234,0.0,2.6203237985747197e-16,9.635413239638635e-17,1.0056708282359731e-16,2.0113416564719463e-17,3.3333333333333335,1.0269004024837238
55,0.30141496658325195,-1.2645710945317237,0.0,2.7822368989113304e-16,2.4944540922342213e-16,3.460164683103568e-17,6.920329366207136e-18,3.3333333333333335,1.026900402483724
56,0.30587291717529297,-1.2645710945317237,0.0,5.439973737319845e-16,5.420552215462964e-16,8.861607298319911e-18,1.7723214596639824e-18,3.3333333333333335,1.026900402483724
57,0.31101083755493164,-1.264571094531724,0.0,3.629535727161369e-16,3.5309974134969566e-16,5.370951252409201e-17,1.0741902504818402e-17,3.3333333333333335,1.0269004024837243
58,0.315626859664917,-1.264571094531724,0.0,4.974873839918535e-16,4.974580352961614e-16,1.2225169462053967e-18,2.4450338924107935e-19,3.3333333333333335,1.0269004024837243
59,0.3202979564666748,-1.264571094531724,0.0,6.351030849344963e-16,6.326392705455425e-16,0.0,0.0,11.111111111111112,1.026900402483724
60,0.3231496810913086,-1.264571094531724,0.0,5.865132562732864e-16,5.835116310612018e-16,3.942445708952457e-17,1.1042130915367495e-17,11.111111111111112,1.0269004024837245
61,0.3267378807067871,-1.264571094531724,0.0,6.551674761103216e-16,6.541529613093357e-16,0.0,0.0,37.037037037037045,1.026900402483724
62,0.32967281341552734,-1.264571094531724,0.0,4.972402406274112e-16,4.970924876059865e-16,7.179317089705869e-18,2.691721383013181e-18,37.037037037037045,1.0269004024837243
63,0.33237290382385254,-1.264571094531724,0.0,8.318071739716697e-16,8.317070225040757e-16,0.0,0.0,123.45679012345683,1.0269004024837238
64,0.3351917266845703,-1.264571094531724,0.0,5.113735566171282e-16,5.113249054996985e-16,4.289351592924243e-18,1.5724801537151783e-18,123.45679012345683,1.0269004024837243
65,0.3380286693572998,-1.264571094531724,0.0,5.917534566009332e-16,5.917496043747045e-16,0.0,0.0,123.45679012345683,1.026900402483724
66,0.341418981552124,-1.264571094531724,0.0,6.465133590841593e-16,6.46476685046605e-16,4.2026926130734684e-18,1.5358820694075198e-18,411.5226337448561,1.0269004024837245
67,0.34431004524230957,-1.264571094531724,0.0,5.449260658579012e-16,5.449249483691596e-16,0.0,0.0,411.5226337448561,1.026900402483724
68,0.3472108840942383,-1.264571094531724,0.0,5.56646945826803e-16,5.566435245008087e-16,1.3345651849022916e-18,3.3534260126266976e-19,1371.7421124828536,1.0269004024837245
69,0.35022997856140137,-1.264571094531724,0.0,4.965072020641086e-16,4.965071544624711e-16,0.0,0.0,1371.7421124828536,1.0269004024837243
70,0.35297274589538574,-1.264571094531724,0.0,9.433302271253077e-16,9.433299363555321e-16,4.755712425542785e-19,1.661778748272537e-19,4572.4737082761785,1.0269004024837247
71,0.35613083839416504,-1.264571094531724,0.0,4.965070324325414e-16,4.965070178197282e-16,0.0,0.0,4572.4737082761785,1.0269004024837243
72,0.3593180179595947,-1.264571094531724,0.0,5.875712487335931e-16,5.8757124184583125e-16,5.739415572555648e-20,2.0172472894149487e-20,4572.4737082761785,1.0269004024837245
73,0.3622558116912842,-1.264571094531724,0.0,5.876800790009635e-16,5.876800648973208e-16,0.0,0.0,15241.579027587262,1.026900402483724
74,0.36493682861328125,-1.264571094531724,0.0,5.087792638375786e-16,5.08779262402913e-16,2.1364244182814222e-20,8.314212898412362e-21,15241.579027587262,1.0269004024837243
75,0.3677339553833008,-1.264571094531724,0.0,7.448301139050704e-16,7.448301132896672e-16,0.0,0.0,50805.263425290876,1.0269004024837238
76,0.3705458641052246,-1.264571094531724,0.0,5.0877318166326865e-16,5.087731813405825e-16,1.0353030060724556e-20,3.909801622672847e-21,50805.263425290876,1.0269004024837243
77,0.37387800216674805,-1.264571094531724,0.0,5.87484087892589e-16,5.874840878744585e-16,0.0,0.0,50805.263425290876,1.026900402483724
78,0.376849889755249,-1.264571094531724,0.0,5.87493491847451e-16,5.874934915680402e-16,1.0352236370383031e-20,3.909555405574467e-21,169350.87808430294,1.0269004024837245
79,0.37984585762023926,-1.264571094531724,0.0,5.087690185230525e-16,5.087690185187356e-16,0.0,0.0,169350.87808430294,1.0269004024837243
80,0.3825359344482422,-1.264571094531724,0.0,7.021730481892041e-16,7.021730481766146e-16,3.589003183071322e-21,8.712336163239399e-22,564502.9269476765,1.0269004024837245
81,0.38540172576904297,-1.264571094531724,0.0,5.087686039019826e-16,5.08768603901541e-16,0.0,0.0,564502.9269476765,1.0269004024837243
82,0.3881819248199463,-1.264571094531724,0.0,5.978746159548095e-16,5.97874615953978e-16,8.65838504428163e-22,1.9951986518460477e-22,1881676.4231589215,1.0269004024837243
83,0.3915090560913086,-1.264571094531724,0.0,5.087682488831441e-16,5.087682488831254e-16,6.5619293892613725e-24,1.3123858778522746e-24,1881676.4231589215,1.0269004024837243
84,0.39484596252441406,-1.264571094531724,0.0,6.661343032893048e-16,6.661343032892241e-16,2.8973098562061624e-22,5.92585802580406e-23,6272254.743863072,1.0269004024837243
85,0.3986549377441406,-1.264571094531724,0.0,5.43896084256192e-16,5.438960842561894e-16,6.5619129036497714e-24,1.3123825807299543e-24,6272254.743863072,1.0269004024837243
86,0.4015989303588867,-1.264571094531724,0.0,5.438960603025811e-16,5.438960603025742e-16,7.563872057785083e-23,1.6440125951117707e-23,6272254.743863072,1.0269004024837243
87,0.4046027660369873,-1.264571094531724,0.0,5.978735222225212e-16,5.978735222225192e-16,6.561905061836928e-24,1.3123810123673856e-24,20907515.81287691,1.0269004024837243
88,0.40787363052368164,-1.264571094531724,0.0,5.08768116946482e-16,5.087681169464813e-16,2.1894598621880553e-23,4.378919724376111e-24,20907515.81287691,1.0269004024837243
89,0.4108848571777344,-1.264571094531724,0.0,6.661338614241236e-16,6.661338614241234e-16,0.0,0.0,69691719.37625638,1.0269004024837243
90,0.41376781463623047,-1.264571094531724,0.0,5.551115180714173e-16,5.551115180714173e-16,7.251185963450595e-24,1.8636150439317886e-24,69691719.37625638,1.0269004024837245
91,0.4166538715362549,-1.264571094531724,0.0,5.978734060123543e-16,5.978734060123543e-16,0.0,0.0,232305731.25418794,1.0269004024837243
92,0.4196789264678955,-1.264571094531724,0.0,5.087681059633264e-16,5.087681059633264e-16,1.994125838144742e-24,4.617323484674375e-25,232305731.25418794,1.0269004024837243
93,0.4226338863372803,-1.264571094531724,0.0,6.661338189336957e-16,6.661338189336957e-16,3.1453589886561306e-25,6.290717977312262e-26,774352437.5139599,1.0269004024837243
94,0.4262237548828125,-1.264571094531724,0.0,5.551115129419998e-16,5.551115129419998e-16,6.762179875495876e-25,1.3524359750991753e-25,774352437.5139599,1.026900402483724
95,0.4290928840637207,-1.264571094531724,0.0,6.377745727879692e-16,6.377745727879692e-16,5.100135095862222e-25,1.0200270191724444e-25,774352437.5139599,1.0269004024837245
96,0.43187689781188965,-1.264571094531724,0.0,5.978733971518681e-16,5.978733971518681e-16,7.975347715620345e-25,1.595069543124069e-25,2581174791.7131996,1.0269004024837243
97,0.43477392196655273,-1.264571094531724,0.0,5.087681049649348e-16,5.087681049649348e-16,2.8055011210868683e-26,5.6110022421737364e-27,2581174791.7131996,1.0269004024837243
