iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
83,0.7809908390045166,-1.2645710944916775,0.0,1.3089998063485556e-09,8.058332754207964e-10,0,0.0,1.6519809172150715,1.0269003998759707,1.0269003998759707,optimal,7.0,1.0999248055210955e-09,7.45761012046541e-15,-1.0999173479110067e-09,1.8760951927939673e-16,4.7710465268242796e-14,4.295799664301754e-08,1.0,161.0
84,0.791424036026001,-1.2645710944916775,0.0,1.3090025300042356e-09,8.05837699736662e-10,0,0.0,1.6519809172150715,1.0269003998760067,1.0269003998760067,optimal,7.0,1.0999248055185797e-09,7.457609501605066e-15,-1.0999173479090825e-09,4.1663534951987307e-16,1.7952029065787285e-14,4.295799664301754e-08,1.0,161.0
85,0.8005959987640381,-1.2645710944916775,0.0,1.3090013846156205e-09,8.058358391686836e-10,0,0.0,1.6519809172150715,1.0269003998759971,1.0269003998759971,optimal,7.0,1.0999248055169104e-09,7.457609277645915e-15,-1.0999173479075665e-09,1.7136445406313745e-16,2.5108196854045677e-14,4.295799664301754e-08,1.0,161.0
86,0.8103528022766113,-1.2645710944916775,0.0,1.3089986018281896e-09,8.058313187929354e-10,0,0.0,1.6519809172150715,1.0269003998759987,1.0269003998759987,optimal,7.0,1.099924805518739e-09,7.457609013490956e-15,-1.0999173479096857e-09,2.5803023657300204e-16,2.217167081576916e-14,4.295799664301754e-08,1.0,161.0
87,0.8194019794464111,-1.2645710944916775,0.0,1.3090046637304659e-09,8.058411657550147e-10,0,0.0,1.6519809172150715,1.026900399876006,1.026900399876006,optimal,7.0,1.099924805519677e-09,7.457608603803908e-15,-1.099917347911053e-09,3.0918776691169294e-16,1.682389520765121e-14,4.295799664301754e-08,1.0,161.0
88,0.8289849758148193,-1.2645710944916775,0.0,1.3090051037107979e-09,8.058418804577858e-10,0,0.0,1.6519809172150715,1.0269003998760273,1.0269003998760273,optimal,7.0,1.0999248055189202e-09,7.457608312145194e-15,-1.0999173479106045e-09,1.7890543022210573e-16,2.166630341390699e-14,4.295799664301754e-08,1.0,161.0
89,0.8390090465545654,-1.2645710944916775,0.0,1.3089973273465876e-09,8.05829248510204e-10,0,0.0,1.6519809172150715,1.0269003998759745,1.0269003998759745,optimal,7.0,1.099924805521348e-09,7.457608032558147e-15,-1.0999173479133058e-09,4.029413351749677e-16,2.989297940700004e-14,4.295799664301754e-08,1.0,161.0
90,0.8480069637298584,-1.2645710944916775,0.0,1.3089998408942402e-09,8.05833331538155e-10,0,0.0,1.6519809172150715,1.026900399875989,1.026900399875989,optimal,7.0,1.099924805520052e-09,7.457607732246348e-15,-1.0999173479122632e-09,2.494406827342011e-16,1.8651826618560535e-14,4.295799664301754e-08,1.0,161.0
91,0.8581719398498535,-1.2645710944916775,0.0,1.3089953482216356e-09,8.058260335951896e-10,0,0.0,1.6519809172150715,1.0269003998759567,1.0269003998759567,optimal,7.0,1.099924805521246e-09,7.457607293655639e-15,-1.099917347913982e-09,1.9468925466573858e-16,5.550359454420144e-14,4.295799664301754e-08,1.0,161.0
92,0.8680760860443115,-1.2645710944916775,0.0,1.3090032046127494e-09,8.058387955700231e-10,0,0.0,1.6519809172150715,1.0269003998760042,1.0269003998760042,optimal,7.0,1.0999248055184918e-09,7.457606929280156e-15,-1.0999173479116149e-09,3.0065037062516477e-16,2.3257116431231633e-14,4.295799664301754e-08,1.0,161.0
93,0.8770768642425537,-1.2645710944916775,0.0,1.309002827721306e-09,8.05838183346376e-10,0,0.0,1.6519809172150715,1.0269003998759922,1.0269003998759922,optimal,7.0,1.0999248055199732e-09,7.457606713114597e-15,-1.0999173479132655e-09,1.8656204585984633e-16,2.292366044382958e-14,4.295799664301754e-08,1.0,161.0
94,0.8862588405609131,-1.2645710944916775,0.0,1.3089988168852955e-09,8.058316681303316e-10,0,0.0,1.6519809172150715,1.026900399875988,1.026900399875988,optimal,7.0,1.0999248055209448e-09,7.457606342175791e-15,-1.0999173479145747e-09,3.066766158571506e-16,1.9242586977971914e-14,4.295799664301754e-08,1.0,161.0
95,0.8956069946289062,-1.2645710944916775,0.0,1.309009302120619e-09,8.05848700311475e-10,0,0.0,1.6519809172150715,1.026900399876058,1.026900399876058,optimal,7.0,1.0999248055207024e-09,7.457606263735805e-15,-1.0999173479145059e-09,1.0240902482954086e-16,5.456995389771257e-14,4.295799664301754e-08,1.0,161.0
96,0.9043049812316895,-1.2645710944916775,0.0,1.3090015358382494e-09,8.058360848109655e-10,0,0.0,1.6519809172150715,1.0269003998759914,1.0269003998759914,optimal,7.0,1.0999248055198601e-09,7.457605623911601e-15,-1.09991734791422e-09,2.0019285752766985e-16,2.941894500974691e-14,4.295799664301754e-08,1.0,161.0
97,0.913654088973999,-1.2645710944916775,0.0,1.3090016433967485e-09,8.058362595281994e-10,0,0.0,1.6519809172150715,1.0269003998760036,1.0269003998760036,optimal,7.0,1.0999248055207963e-09,7.45760546161618e-15,-1.0999173479153093e-09,1.3654797967257824e-16,6.171951954088665e-15,4.295799664301754e-08,1.0,161.0
98,0.9234371185302734,-1.2645710944916775,0.0,1.3090036974499143e-09,8.05839596133046e-10,0,0.0,1.6519809172150715,1.0269003998760133,1.0269003998760133,optimal,7.0,1.0999248055190913e-09,7.457605126931149e-15,-1.099917347913976e-09,6.820221961940291e-17,1.4158767319041704e-14,4.295799664301754e-08,1.0,161.0
99,0.932758092880249,-1.2645710944916775,0.0,1.3089999078289341e-09,8.058334402669464e-10,0,0.0,1.6519809172150715,1.026900399875989,1.026900399875989,optimal,7.0,1.0999248055201008e-09,7.457604743313215e-15,-1.0999173479152863e-09,1.0903527342321936e-16,1.7089287867232973e-14,4.295799664301754e-08,1.0,161.0
100,0.9431009292602539,-1.2645710944916775,0.0,1.3090072519705944e-09,8.058453700752147e-10,0,0.0,1.6519809172150715,1.0269003998760318,1.0269003998760318,optimal,7.0,1.099924805518129e-09,7.457604375744524e-15,-1.099917347913732e-09,3.660209318536301e-16,2.222056813972801e-14,4.295799664301754e-08,1.0,161.0
