iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
42,0.7493209838867188,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696644e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
43,0.7699339389801025,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.66453929869664e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
44,0.7898588180541992,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696632e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
45,0.8098840713500977,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696626e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
46,0.8298399448394775,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696622e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
47,0.849769115447998,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696617e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
48,0.8702528476715088,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696612e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
49,0.8902759552001953,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696607e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
50,0.9104769229888916,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696602e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
51,0.9304370880126953,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696596e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
52,0.9507632255554199,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696591e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
53,0.9719598293304443,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696587e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
54,0.9924249649047852,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696581e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
55,1.0137429237365723,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696576e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
56,1.033843994140625,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696571e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
57,1.0544960498809814,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696566e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
58,1.0744450092315674,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.66453929869656e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
59,1.094599962234497,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696555e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
60,1.1150250434875488,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696549e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
61,1.1351499557495117,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696545e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
62,1.1553280353546143,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.66453929869654e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
63,1.1753182411193848,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696534e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
64,1.195652961730957,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696529e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
65,1.2157998085021973,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696524e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
66,1.2365751266479492,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696518e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
67,1.2569591999053955,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696513e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
68,1.2771880626678467,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696508e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
69,1.297497034072876,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696504e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
70,1.3176510334014893,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696499e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
71,1.3379480838775635,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696494e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
72,1.3582279682159424,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696486e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
73,1.3803191184997559,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696482e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
74,1.4012539386749268,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696476e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
75,1.421558141708374,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696471e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
76,1.441579818725586,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696466e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
77,1.4617700576782227,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696461e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
78,1.482285976409912,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696457e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
79,1.5027060508728027,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696452e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
80,1.522921085357666,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696446e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
81,1.5431780815124512,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696442e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
82,1.563546895980835,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696436e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
83,1.5838780403137207,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.66453929869643e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
84,1.6043500900268555,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696424e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
85,1.624502182006836,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696419e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
86,1.6445190906524658,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696415e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
87,1.6645469665527344,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696409e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
88,1.685006856918335,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696404e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
89,1.7051711082458496,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696399e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
90,1.725693941116333,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696394e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
91,1.7460298538208008,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696388e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
92,1.7659821510314941,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696383e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
93,1.7864160537719727,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696378e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
94,1.8063690662384033,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696374e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
95,1.8265008926391602,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696368e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
96,1.8469700813293457,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696363e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
97,1.8668591976165771,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696358e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
98,1.887267827987671,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696353e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
99,1.907325029373169,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696347e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
100,1.9274210929870605,-1.2645710945317241,0.0,9.22654931199134e-16,9.226549225049288e-16,0,0.0,8.389351929285125e-31,3.026440243754391e-08,5.664539298696341e-20,1.0269004024837243,8.881784197001252e-16,False,51.0
