iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
0,0.0,-0.32032688444520807,2.1073424255447017e-08,1.590245491354529,1.5893469133004603,0,0.0,1,,0.24339282664821835,,,,,,,,,,
1,2.7757649421691895,-1.0162433635821375,1.3389007684478709,2.741331191866035,2.74133119186602,0,0.0,1,0.7279409909067185,0.7279409909067185,optimal,8.0,1.8920404549534142e-06,-2.718807215340494,-2.718809107380949,3.453760119169816e-15,1.3927314921243721e-12,1.0,1.0,0.0
2,5.147288084030151,-1.2631808374315185,1.0349591873905488,0.6859232980670892,0.6859112337193501,0,0.0,1,0.44242880380364036,0.44242880380364036,optimal,10.0,9.716509053606304e-08,-0.6852086556768552,-0.6852087528419457,1.1566246641930631e-15,1.9572571276107044e-13,0.81,1.0,2.0
3,7.788532972335815,-1.3329595264126919,0.49489201298997765,0.09340969426260333,0.09340969426260332,0,0.0,1,0.2768617835350509,0.2768617835350509,optimal,11.0,3.4516178096716818e-09,-0.08603636007415258,-0.08603636352577039,7.487312790380267e-16,6.105051470942588e-13,1.0,1.0,0.0
4,10.442108154296875,-1.3353959514074003,0.08204457990969259,0.0018635270386500177,0.0018635270386043949,0,0.0,1,0.2441921898614402,0.2441921898614402,optimal,10.0,1.74352492501372e-08,-0.002452899202836846,-0.0024529166380860964,5.64604496421395e-16,6.218763209694821e-13,1.0,1.0,0.0
5,12.888628005981445,-1.3353960664305156,0.0005788199581545167,9.11117896605599e-08,9.032260778280755e-08,0,0.0,1,0.24339365621469047,0.24339365621469047,optimal,10.0,1.599733842331869e-08,-1.1502315080667622e-07,-1.3102048922999334e-07,6.177826794157391e-16,5.337414143385285e-13,1.0,1.0,0.0
6,15.23281979560852,-1.3353960664305156,0.0,9.161756697826509e-08,9.083264234226078e-08,0,0.0,1,0.24339362246053428,0.24339362246053428,optimal,10.0,1.614001121113621e-08,1.1864795774723586e-10,-1.6021363253386285e-08,4.647668525114739e-16,5.879201435600588e-13,3.5880511311095166e-06,1.0,119.0
7,17.646238803863525,-1.3353960664305156,0.0,9.161769590730761e-08,9.083277237385212e-08,0,0.0,1,0.2433936224606674,0.2433936224606674,optimal,10.0,1.6140011201244987e-08,1.1864752191618252e-10,-1.6021363679329375e-08,6.946881380356559e-16,6.880049435508965e-13,8.20831010441805e-07,1.0,133.0
8,20.395693063735962,-1.3353960664305156,0.0,9.16176273015054e-08,9.083270317468734e-08,0,0.0,1,0.2433936224608443,0.2433936224608443,optimal,10.0,1.6140011203132283e-08,1.1864742663744776e-10,-1.6021363776496776e-08,3.9737590430294555e-16,5.589732331737153e-13,3.866219697871579e-08,1.0,162.0
9,23.00058102607727,-1.3353960664305156,0.0,9.161742849791696e-08,9.083250263903805e-08,0,0.0,1,0.24339362246048674,0.24339362246048674,optimal,10.0,1.614001120627269e-08,1.186474255031458e-10,-1.6021363780769634e-08,4.535246570054645e-16,5.397413557902568e-13,1.0133716178293888e-06,1.0,131.0
10,25.67686104774475,-1.3353960664305156,0.0,9.16171327881289e-08,9.083220433738578e-08,0,0.0,1,0.24339362246074558,0.24339362246074558,optimal,10.0,1.6140011210051427e-08,1.1864730936165134e-10,-1.6021363900685382e-08,5.966240563196707e-16,5.448627394586494e-13,2.615689274578838e-06,1.0,122.0
11,28.27120089530945,-1.3353960664305156,0.0,9.161727179246471e-08,9.08323445426241e-08,0,0.0,1,0.24339362246102106,0.24339362246102106,optimal,10.0,1.614001120528583e-08,1.1864699370212436e-10,-1.6021364211582102e-08,5.355658531506661e-16,6.272599780682495e-13,1.6642808065898218e-08,1.0,170.0
12,30.910403966903687,-1.3353960664305156,0.0,9.16172579274105e-08,9.083233055770909e-08,0,0.0,1,0.24339362246078913,0.24339362246078913,optimal,10.0,1.6140011206500324e-08,1.186469930971673e-10,-1.6021364213399752e-08,5.013049814396543e-16,4.438640430534971e-13,4.7004205677938825e-09,1.0,182.0
13,33.561194896698,-1.3353960664305156,0.0,9.161741577745993e-08,9.083248977157924e-08,0,0.0,1,0.2433936224609737,0.2433936224609737,optimal,10.0,1.614001119967787e-08,1.1864698502307393e-10,-1.6021364214660713e-08,5.245032020252286e-16,6.624646374019139e-13,9.82741173483224e-09,1.0,175.0
